"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_factor_2008"
"1682","PImadeiro",220585,"2205854",0.563,"PI","madeiro","Piauí",7.30696754542454,5.20186153073041,0,7902,0,7902,0,"Sim","Feminino",0,"40",0.298295454545455,0.00946372239747634,0.900568181818182,0.0662460567823344,0,0,0,1,"PI","Madeiro","madeiro","7484047.22",15.8282842758164,0.786207595548556
"1683","PImarcos parente",220600,"2206001",0.59,"PI","marcos parente","Piauí",6.96446637056618,5.54588032240299,0,4318,0,4318,0,"Não","Masculino",0,"78",0.126262626262626,0,0.858585858585859,0.147058823529412,0,0,0,1,"PI","Marcos Parente","marcos parente","4968093.71",15.418546765139,0.685471996230963
"1684","PImiguel alves",220620,"2206209",0.539,"PI","miguel alves","Piauí",7.24693812429632,4.63618423951726,0,33104,0,33104,0,"Não","Masculino",0,"40",0.184864864864865,0,0.52972972972973,0.0142857142857143,0,0,0,1,"PI","Miguel Alves","miguel alves","24968166.23",17.0331122206325,0.734436691383185
"1685","PImonsenhor gil",220640,"2206407",0.615,"PI","monsenhor gil","Piauí",7.15131303524667,4.04340208348453,0,10616,0,10616,1,"Sim","Masculino",0,"56",0.288690476190476,0.0204778156996587,0.87202380952381,0.0750853242320819,0,0,0,1,"PI","Monsenhor Gil","monsenhor gil","10026726.63",16.1207647487456,0.779839970165264
"1686","PImurici dos portelas",220669,"2206696",0.53,"PI","murici dos portelas","Piauí",7.33018238230153,5.35611446527425,0,7877,0,7877,0,"Sim","Feminino",0,"48",0.0767326732673267,0.00847457627118644,0.584158415841584,0.0847457627118644,0,0,0,1,"PI","Murici dos Portelas","murici dos portelas","6810391.3",15.7339601360932,0.668210752338069
"1687","PInova santa rita",220795,"2207959",0.554,"PI","nova santa rita","Piauí",6.97325271521364,5.8391871116624,0,4407,0,4407,0,"Não","Masculino",0,"36",0.124629080118694,0.0864197530864197,0.480712166172107,0.141975308641975,1,1,1,0,"PI","Nova Santa Rita","nova santa rita","5614253.22",15.5408191399812,0.684258674532087
"1688","PIoeiras",220700,"2207009",0.634,"PI","oeiras","Piauí",7.05646834460226,5.42802897306969,0,36082,0,36082,0,"Não","Masculino",0,"62",0.236871508379888,0.00277777777777778,0.804469273743017,0.151388888888889,0,0,0,1,"PI","Oeiras","oeiras","24502598.7",17.0142897392777,0.742467202179452
"1689","PIpadre marcos",220720,"2207207",0.541,"PI","padre marcos","Piauí",7.09773907238914,5.79261718835669,0,7551,1,7551,0,"Sim","Masculino",0,"48",0.202166064981949,0.160377358490566,0.382671480144404,0.235849056603774,0,0,0,1,"PI","Padre Marcos","padre marcos","6776030.3",15.7289019869687,0.710712689900117
"1690","PIpaes landim",220730,"2207306",0.575,"PI","paes landim","Piauí",6.98731479301335,5.72041013242606,0,4517,0,4517,0,"Não","Masculino",1,"43",0.0821529745042493,0.0625,0.634560906515581,0.129464285714286,0,0,0,1,"PI","Paes Landim","paes landim","5166360.81",15.4576790934046,0.66415963349838
"1691","PIpalmeirais",220750,"2207504",0.562,"PI","palmeirais","Piauí",7.10025816304984,4.63463189613771,0,14117,0,14117,0,"Não","Masculino",0,"48",0.152487961476726,0.0436046511627907,0.552166934189406,0.491279069767442,0,0,0,1,"PI","Palmeirais","palmeirais","12894407.46",16.3723042450979,0.650813844298374
"1692","PIpaulistana",220780,"2207801",0.6,"PI","paulistana","Piauí",7.02488032043003,5.95480056273639,0,20416,0,20416,0,"Sim","Masculino",0,"50",0.276051188299817,0.0719794344473008,0.711151736745887,0.143958868894602,0,0,0,1,"PI","Paulistana","paulistana","18737603.49",16.7460429445265,0.7630573163033
"1693","PIpedro ii",220790,"2207900",0.571,"PI","pedro ii","Piauí",7.27733756364647,5.11277061439839,0,37727,0,37727,0,"Sim","Masculino",0,"52",0.109519797809604,0.0388888888888889,0.75821398483572,0.133333333333333,0,0,0,1,"PI","Pedro II","pedro ii","26447007.13",17.0906535578815,0.678173255807004
"1694","PIpedro laurentino",220793,"2207934",0.562,"PI","pedro laurentino","Piauí",6.96078406652986,5.81752773984842,0,2394,0,2394,0,"Sim","Masculino",1,"35",0.146464646464646,0,0.737373737373737,0.253424657534247,0,0,0,1,"PI","Pedro Laurentino","pedro laurentino","4751486.33",15.3739680386432,0.681232506593532
"1695","PIpicos",220800,"2208007",0.698,"PI","picos","Piauí",7.08714754960351,5.58274414627915,0,72477,1,72477,0,"Sim","Masculino",0,"52",0.18733153638814,0.0927936821322804,0.45507637017071,0.487660414610069,0,0,0,1,"PI","Picos","picos","69690639.18",18.0595765651333,0.668862925460209
"1696","PIpio ix",220820,"2208205",0.564,"PI","pio ix","Piauí",7.15191640551882,5.74767176022592,0,17615,1,17615,0,"Não","Masculino",0,"59",0.202054794520548,0.0833333333333333,0.698630136986301,0.142156862745098,0,0,0,1,"PI","Pio IX","pio ix","15031127.99",16.525633808148,0.724612779149687
"1697","PIpiracuruca",220830,"2208304",0.596,"PI","piracuruca","Piauí",7.30186954264231,5.17643217855791,0,26361,0,26361,0,"Não","Masculino",0,"40",0.185970636215334,0,0.750407830342578,0.332608695652174,0,0,0,1,"PI","Piracuruca","piracuruca","20742209.61",16.8476812936636,0.690824265449065
"1698","PIpiripiri",220840,"2208403",0.635,"PI","piripiri","Piauí",7.27619672531779,4.97935100405649,0,61975,1,61975,0,"Não","Masculino",1,"61",0.195210449927431,0.0481586402266289,0.768505079825834,0.198300283286119,0,0,0,1,"PI","Piripiri","piripiri","41540364.16",17.5421761428639,0.713687664381214
"1699","PIporto",220850,"2208502",0.549,"PI","porto","Piauí",7.27222476638678,4.89320219720416,0,11824,0,11824,0,"Não","Masculino",1,"51",0.13135593220339,0,0.63135593220339,0.181208053691275,0,0,0,1,"PI","Porto","porto","11222209.98",16.2334054065776,0.683385278979706
"1700","PIqueimada nova",220865,"2208650",0.515,"PI","queimada nova","Piauí",6.9737957965581,6.03313418227937,0,9642,0,9642,0,"Não","Masculino",0,"47",0.179389312977099,0,0.610687022900763,0.125,0,0,0,1,"PI","Queimada Nova","queimada nova","9306851.97",16.0462614578087,0.716214762061804
"1701","PIriacho frio",220885,"2208858",0.541,"PI","riacho frio","Piauí",6.56054964499118,6.41027356130773,0,5025,0,5025,0,"Não","Masculino",0,"53",0.11128526645768,0.132183908045977,0.272727272727273,0.160919540229885,0,0,0,1,"PI","Riacho Frio","riacho frio","6754331.71",15.7256945918398,0.674110863575708
"1702","PIsanta cruz dos milagres",220915,"2209153",0.577,"PI","santa cruz dos milagres","Piauí",7.1596806317218,4.81088269557262,0,3448,0,3448,0,"Não","Masculino",1,"52",0.213953488372093,0,0.846511627906977,0.0989010989010989,0,0,0,1,"PI","Santa Cruz dos Milagres","santa cruz dos milagres","5013587.09",15.4276622028933,0.737846721339929
"1703","PIsanta luz",220930,"2209302",0.588,"PI","santa luz","Piauí",6.76144544588402,6.11816327515336,0,5432,0,5432,0,"Sim","Masculino",1,"59",0.124555160142349,0.0601092896174863,0.651245551601424,0.0819672131147541,0,0,0,1,"PI","Santa Luz","santa luz","6520180.29",15.690412585361,0.692875402704033
"1704","PIsigefredo pacheco",221065,"2210656",0.581,"PI","sigefredo pacheco","Piauí",7.23310878815493,4.78782502057217,0,9779,0,9779,0,"Sim","Masculino",0,"39",0.262086513994911,0.00643086816720257,0.791348600508906,0.186495176848875,0,0,0,1,"PI","Sigefredo Pacheco","sigefredo pacheco","8021565.07",15.8976441066895,0.750686510721231
"1705","PIsussuapara",221093,"2210938",0.586,"PI","sussuapara","Piauí",7.09415185492923,5.59076307484884,0,5696,0,5696,0,"Não","Masculino",0,"61",0.328571428571429,0.0338983050847458,0.842857142857143,0.0734463276836158,0,0,0,1,"PI","Sussuapara","sussuapara","5729999.7",15.5612260363349,0.800680854052876
"1706","PIteresina",221100,"2211001",0.751,"PI","teresina","Piauí",7.18085402983416,0,0,793915,0,793915,1,"Sim","Masculino",1,"60",0.420627666057282,0.000189537528430629,0.803778184034125,0.169446550416983,0,0,0,1,"PI","Teresina","teresina","948643164.8",20.6705432740621,0.835735065824092
"1707","PIvera mendes",221150,"2211506",0.503,"PI","vera mendes","Piauí",7.04602044957917,5.7533976951984,0,3187,0,3187,0,"Sim","Masculino",0,"63",0.204545454545455,0,0.738636363636364,0.230769230769231,0,0,0,1,"PI","Vera Mendes","vera mendes","5612731.68",15.540548089468,0.714639339955539
"1708","PIwall ferraz",221170,"2211704",0.544,"PI","wall ferraz","Piauí",7.05131001959599,5.55292082448052,0,4580,0,4580,0,"Não","Masculino",0,"40",0.270935960591133,0.0826446280991736,0.596059113300493,0.512396694214876,0,0,0,1,"PI","Wall Ferraz","wall ferraz","5617649.66",15.5414239244313,0.709114991119968
"1709","PRagudos do sul",410030,"4100301",0.66,"PR","agudos do sul","Paraná",7.0431075128686,4.14519609237953,0,8601,0,8601,1,"Não","Masculino",0,"69",0.282945736434109,0,0.802325581395349,0.14975845410628,0,0,0,1,"PR","Agudos do Sul","agudos do sul","8956414.15",16.0078804983739,0.766733942578566
"1710","PRalto piquiri",410070,"4100707",0.676,"PR","alto piquiri","Paraná",6.98724090843949,6.10655507232032,0,10448,0,10448,1,"Não","Masculino",1,"40",0.420245398773006,0,0.95398773006135,0.0482315112540193,0,0,0,1,"PR","Alto Piquiri","alto piquiri","12423450.19",16.3350963889679,0.852364914610911
"1711","PRalvorada do sul",410080,"4100806",0.708,"PR","alvorada do sul","Paraná",6.74743393302785,5.87273731583918,0,9262,0,9262,0,"Sim","Masculino",1,"44",0.244318181818182,0.00293255131964809,0.96875,0.0263929618768328,0,0,0,1,"PR","Alvorada do Sul","alvorada do sul","14023557.1",16.4562491235101,0.763696764960406
"1712","PRanahy",410105,"4101051",0.695,"PR","anahy","Paraná",7.02552942571013,5.9882343355877,0,2937,0,2937,0,"Não","Masculino",1,"43",0.25,0.0101010101010101,0.868421052631579,0.131313131313131,0,0,0,1,"PR","Anahy","anahy","6259603.48",15.6496273992171,0.752003908549927
"1713","PRantonina",410120,"4101200",0.687,"PR","antonina","Paraná",6.98099644699825,4.03140476244823,0,17891,0,17891,0,"Não","Masculino",1,"55",0.12317880794702,0,0.913907284768212,0.0942028985507246,0,0,0,1,"PR","Antonina","antonina","22284557.07",16.9194044884641,0.691202520964026
"1714","PRapucarana",410140,"4101408",0.748,"PR","apucarana","Paraná",6.84558195855085,5.71788259903498,0,120133,1,120133,1,"Não","Masculino",1,"46",0.328263002944063,0,0.814033366045142,0.12537673297167,0,0,0,1,"PR","Apucarana","apucarana","124900192.5",18.6430255163276,0.793730218376275
"1715","PRarapongas",410150,"4101507",0.748,"PR","arapongas","Paraná",6.82954505794558,5.7428749744623,0,101467,0,101467,1,"Sim","Masculino",1,"52",0.282785134557881,0,0.877829987184964,0.139172749391727,0,0,0,1,"PR","Arapongas","arapongas","99892370.96",18.4196038739359,0.768119737370913
"1716","PRarapoti",410160,"4101606",0.723,"PR","arapoti","Paraná",6.85898511461271,5.02315657464993,0,26730,0,26730,1,"Sim","Masculino",0,"66",0.203324808184143,0,0.879795396419437,0.0494186046511628,0,0,0,1,"PR","Arapoti","arapoti","39988406.53",17.5041001333174,0.739177853160584
"1717","PRararuna",410170,"4101705",0.704,"PR","araruna","Paraná",6.93174520572223,5.90167659171696,0,12984,0,12984,1,"Não","Masculino",0,"56",0.309756097560976,0.00293255131964809,0.831707317073171,0.093841642228739,0,0,0,1,"PR","Araruna","araruna","14004936.48",16.454920431143,0.788428916081449
"1718","PRassis chateaubriand",410200,"4102000",0.729,"PR","assis chateaubriand","Paraná",7.02446218025801,6.09302786251742,0,33077,0,33077,1,"Sim","Feminino",0,"56",0.186548223350254,0,0.810913705583756,0.123630672926448,0,0,0,1,"PR","Assis Chateaubriand","assis chateaubriand","36077279.58",17.4011738506486,0.720134859232345
"1719","PRastorga",410210,"4102109",0.747,"PR","astorga","Paraná",6.82047477487196,5.84067072671832,0,25042,0,25042,1,"Sim","Masculino",1,"53",0.192771084337349,0,0.887550200803213,0.126696832579186,0,0,0,1,"PR","Astorga","astorga","29048954.79",17.1844930609247,0.722951526076087
"1720","PRatalaia",410220,"4102208",0.736,"PR","atalaia","Paraná",6.83138166527673,5.93714034837738,0,3682,0,3682,1,"Sim","Masculino",1,"43",0.311320754716981,0,0.962264150943396,0.0392156862745098,0,0,0,1,"PR","Atalaia","atalaia","5854458.44",15.5827140554328,0.796863385851387
"1721","PRbalsa nova",410230,"4102307",0.696,"PR","balsa nova","Paraná",7.00711180672226,3.69759139471596,0,11118,0,11118,1,"Não","Masculino",0,"68",0.146428571428571,0,0.358928571428571,1.78606965174129,0,0,0,1,"PR","Balsa Nova","balsa nova","19836166.63",16.803017426939,0.468456889518482
"1722","PRbandeirantes",410240,"4102406",0.727,"PR","bandeirantes","Paraná",6.7500834070279,5.63703707570973,0,33089,0,33089,0,"Não","Masculino",1,"45",0.260188087774295,0,0.726227795193312,0.133812949640288,0,1,0,0,"PR","Bandeirantes","bandeirantes","30542643.21",17.2346344031255,0.757090013809551
"1723","PRbarbosa ferraz",410250,"4102505",0.696,"PR","barbosa ferraz","Paraná",6.91923908692342,5.75984769858915,0,14017,0,14017,0,"Não","Masculino",0,"46",0.343115124153499,0,0.774266365688488,0.151603498542274,0,0,0,1,"PR","Barbosa Ferraz","barbosa ferraz","17226668.29",16.6619692230043,0.797827913747917
"1724","PRbela vista da caroba",410275,"4102752",0.681,"PR","bela vista da caroba","Paraná",7.14755140333789,6.09375034064873,0,4210,0,4210,0,"Sim","Masculino",0,"50",0.127450980392157,0,0.799019607843137,0.251533742331288,0,1,0,0,"PR","Bela Vista da Caroba","bela vista da caroba","7044186.81",15.7677132686895,0.671588294825101
"1725","PRbituruna",410290,"4102901",0.667,"PR","bituruna","Paraná",7.10153592886499,5.49046548415973,0,16716,0,16716,0,"Não","Masculino",0,"54",0.177595628415301,0,0.866120218579235,0.154574132492114,0,0,0,1,"PR","Bituruna","bituruna","26315428.22",17.0856659494858,0.711174812038848
"1726","PRboa vista da aparecida",410305,"4103057",0.67,"PR","boa vista da aparecida","Paraná",7.10268040934231,6.0288085002484,0,7972,0,7972,0,"Sim","Masculino",0,"53",0.206303724928367,0.00335570469798658,0.853868194842407,0.120805369127517,0,0,0,1,"PR","Boa Vista da Aparecida","boa vista da aparecida","12185159.05",16.3157292978902,0.730778814536238
"1727","PRbom jesus do sul",410315,"4103156",0.697,"PR","bom jesus do sul","Paraná",7.1687570772524,6.08927160711089,0,3907,0,3907,1,"Sim","Masculino",1,"39",0.29608938547486,0,0.849162011173184,0.177631578947368,0,0,0,1,"PR","Bom Jesus do Sul","bom jesus do sul","8645104.33",15.9725037452742,0.769712929342957
"1728","PRbom sucesso",410320,"4103206",0.686,"PR","bom sucesso","Paraná",6.87584140573661,5.75618515344925,0,6634,0,6634,0,"Não","Masculino",1,"45",0.269503546099291,0,0.964539007092199,0.0367647058823529,0,0,0,1,"PR","Bom Sucesso","bom sucesso","9263365.26",16.0415779596081,0.7754155762763
"1729","PRbraganey",410335,"4103354",0.701,"PR","braganey","Paraná",7.03965158558178,5.97487774350358,0,6213,0,6213,0,"Não","Masculino",0,"39",0.427860696517413,0,0.676616915422886,0.227941176470588,0,0,0,1,"PR","Braganey","braganey","8577436.36",15.964645634276,0.831386003559191
"1730","PRcafeara",410340,"4103404",0.693,"PR","cafeara","Paraná",6.77428102758217,5.95014763847127,0,2821,0,2821,0,"Sim","Masculino",0,"47",0.248554913294798,0.00591715976331361,0.976878612716763,0.0177514792899408,0,0,0,1,"PR","Cafeara","cafeara","6384080.79",15.6693180731069,0.767066934317102
"1731","PRcafezal do sul",410347,"4103479",0.692,"PR","cafezal do sul","Paraná",6.98015035639749,6.13294240775731,0,4348,0,4348,1,"Sim","Masculino",1,"43",0.282926829268293,0,0.824390243902439,0.21301775147929,0,1,0,0,"PR","Cafezal do Sul","cafezal do sul","8355854.8",15.9384730247723,0.757942640311863
"1732","PRcambira",410380,"4103800",0.725,"PR","cambira","Paraná",6.85417516127988,5.73850591071459,0,7106,0,7106,0,"Não","Feminino",0,"48",0.255813953488372,0.00395256916996047,0.840531561461794,0.075098814229249,0,0,0,1,"PR","Cambira","cambira","10081879.72",16.126250283381,0.762912621129372
"1733","PRcampina da lagoa",410390,"4103909",0.704,"PR","campina da lagoa","Paraná",7.00618785176726,5.90604281505399,0,16329,0,16329,1,"Não","Feminino",0,"39",0.0927694406548431,0,0.916780354706685,0.0907738095238095,0,0,0,1,"PR","Campina da Lagoa","campina da lagoa","17346421.93",16.6688968142706,0.67583432407189
"1734","PRcampina grande do sul",410400,"4104006",0.718,"PR","campina grande do sul","Paraná",6.97136837204321,3.24882290123615,0,36644,0,36644,1,"Não","Masculino",0,"55",0.241289198606272,0.0505166475315729,0.758710801393728,0.0826636050516648,0,0,0,1,"PR","Campina Grande do Sul","campina grande do sul","42474029.28",17.564403371347,0.753719276290407
"1735","PRcampo bonito",410405,"4104055",0.681,"PR","campo bonito","Paraná",7.05247880536077,5.93163492169815,0,4458,0,4458,1,"Não","Masculino",1,"46",0.357466063348416,0,0.941176470588235,0.0480769230769231,0,0,0,1,"PR","Campo Bonito","campo bonito","8567002.7",15.963428486109,0.819676417062088
"1736","PRcampo do tenente",410410,"4104105",0.686,"PR","campo do tenente","Paraná",7.04615977870963,4.29959566069472,0,6685,0,6685,0,"Não","Masculino",0,"46",0.267477203647416,0,0.835866261398176,0.0945454545454545,0,0,0,1,"PR","Campo do Tenente","campo do tenente","10323701.65",16.1499529407204,0.766338853140446
"1737","PRcampo largo",410420,"4104204",0.745,"PR","campo largo","Paraná",6.99300594015434,3.2519236789144,0,110796,0,110796,1,"Sim","Masculino",0,"52",0.192723342939481,0,0.722622478386167,0.32951146560319,0,0,0,1,"PR","Campo Largo","campo largo","126213512",18.6534855704858,0.694772579976846
"1738","PRcampo magro",410425,"4104253",0.701,"PR","campo magro","Paraná",6.98276998278758,2.94706710157271,0,23328,0,23328,1,"Não","Masculino",1,"55",0.295663600525624,0.00553505535055351,0.712220762155059,0.199261992619926,0,0,0,1,"PR","Campo Magro","campo magro","30321954.18",17.2273825685085,0.766420022729868
"1739","PRcantagalo",410445,"4104451",0.635,"PR","cantagalo","Paraná",7.04968009804357,5.6581921854219,0,12750,0,12750,0,"Sim","Masculino",0,"58",0.261467889908257,0.0317460317460317,0.722477064220184,0.234920634920635,0,0,0,1,"PR","Cantagalo","cantagalo","14615217.13",16.4975738130712,0.743329108862175
"1740","PRcapanema",410450,"4104501",0.706,"PR","capanema","Paraná",7.13719894284483,6.1221418707496,0,18655,0,18655,1,"Sim","Masculino",1,"44",0.215859030837004,0,0.737885462555066,0.295522388059701,0,0,0,1,"PR","Capanema","capanema","23815430.84",16.9858442831725,0.711545235934887
"1741","PRcascavel",410480,"4104808",0.782,"PR","cascavel","Paraná",7.06579268142196,6.04980420744594,0,291747,0,291747,1,"Não","Masculino",0,"61",0.358218221325469,0,0.883749805990998,0.0242360379346681,0,0,0,1,"PR","Cascavel","cascavel","306697090.1",19.5413711412664,0.823377828974214
"1742","PRcastro",410490,"4104907",0.703,"PR","castro","Paraná",6.93261373147885,4.63210418722817,0,67708,0,67708,1,"Sim","Masculino",1,"39",0.308695652173913,0,0.840869565217391,0.0351602895553257,0,0,0,1,"PR","Castro","castro","78636272.73",18.1803436360624,0.79605858406303
"1743","PRcatanduvas",410500,"4105003",0.678,"PR","catanduvas","Paraná",7.07359169951623,5.96919337546175,0,9751,0,9751,1,"Sim","Masculino",1,"47",0.307506053268765,0,0.871670702179177,0.147222222222222,0,0,0,1,"PR","Catanduvas","catanduvas","13881912.31",16.4460972780486,0.779882691553185
"1744","PRcerro azul",410520,"4105201",0.573,"PR","cerro azul","Paraná",6.92279166380825,4.20722671927877,0,18460,0,18460,1,"Sim","Masculino",0,"54",0.0585714285714286,0.0533562822719449,0.83,0.0963855421686747,0,0,0,1,"PR","Cerro Azul","cerro azul","21079655.7",16.863818948487,0.656577796892589
"1745","PRchopinzinho",410540,"4105409",0.74,"PR","chopinzinho","Paraná",7.10456306847538,5.79678696810444,0,19628,0,19628,1,"Sim","Masculino",0,"44",0.349705304518664,0.023454157782516,0.921414538310413,0.0533049040511727,0,0,0,1,"PR","Chopinzinho","chopinzinho","33125938.05",17.3158271603603,0.814617274324771
"1746","PRcianorte",410550,"4105508",0.755,"PR","cianorte","Paraná",6.91136874255197,5.96606981308804,0,67637,0,67637,1,"Sim","Masculino",0,"64",0.316160903316867,0.00596760443307758,0.827805222300635,0.061381074168798,0,0,0,1,"PR","Cianorte","cianorte","75438899.68",18.1388336108173,0.796234583625802
"1747","PRcolombo",410580,"4105805",0.733,"PR","colombo","Paraná",6.97186558344803,2.76631910922619,0,241505,0,241505,0,"Sim","Masculino",1,"47",0.375566636446056,0,0.921350861287398,0.0361623616236162,0,0,0,1,"PR","Colombo","colombo","171719181.1",18.9613710324996,0.830761311035027
"1748","PRcolorado",410590,"4105904",0.73,"PR","colorado","Paraná",6.79344371080398,5.98514461836316,0,21729,0,21729,1,"Sim","Masculino",1,"48",0.262942779291553,0.0221565731166913,0.922343324250681,0.0620384047267356,0,0,0,1,"PR","Colorado","colorado","28854624.03",17.1777808164114,0.768215018413618
"1749","PRcongonhinhas",410600,"4106001",0.668,"PR","congonhinhas","Paraná",6.80974545842469,5.50407057865816,0,8931,0,8931,0,"Sim","Masculino",0,"43",0.222857142857143,0,0.965714285714286,0.0355029585798817,0,0,0,1,"PR","Congonhinhas","congonhinhas","11162816.73",16.2280988782324,0.751286522870125
"1750","PRconselheiro mairinck",410610,"4106100",0.707,"PR","conselheiro mairinck","Paraná",6.80653064321427,5.39139778956405,0,3681,0,3681,0,"Não","Masculino",1,"54",0.233644859813084,0,0.94392523364486,0.0594059405940594,0,0,0,1,"PR","Conselheiro Mairinck","conselheiro mairinck","6944765.06",15.7534987049447,0.753589119231277
"1751","PRcontenda",410620,"4106209",0.681,"PR","contenda","Paraná",7.01475145621593,3.64021428213266,0,15509,0,15509,0,"Sim","Masculino",0,"42",0.316633266533066,0,0.833667334669339,0.15625,0,0,0,1,"PR","Contenda","contenda","19076732.19",16.7639799404483,0.783385042361452
"1752","PRcoronel domingos soares",410645,"4106456",0.6,"PR","coronel domingos soares","Paraná",7.12047670816717,5.67026016140536,0,7790,0,7790,0,"Não","Masculino",1,"58",0.209349593495935,0.0280112044817927,0.725609756097561,0.338935574229692,0,0,0,1,"PR","Coronel Domingos Soares","coronel domingos soares","13602016.18",16.425728588248,0.701781012854962
"1753","PRcoronel vivida",410650,"4106506",0.723,"PR","coronel vivida","Paraná",7.11634544160882,5.81645618360825,0,21985,0,21985,0,"Não","Masculino",1,"50",0.470588235294118,0,0.943627450980392,0.0597402597402597,0,0,0,1,"PR","Coronel Vivida","coronel vivida","26410984.17",17.0892905486301,0.876997467433177
"1754","PRcruzeiro do oeste",410660,"4106605",0.717,"PR","cruzeiro do oeste","Paraná",6.94679328313745,6.05295937841758,0,20814,0,20814,1,"Sim","Masculino",1,"31",0.201938610662359,0,0.909531502423263,0.0994671403197158,0,1,0,0,"PR","Cruzeiro do Oeste","cruzeiro do oeste","27538127.28",17.1310820489527,0.731508025942595
"1755","PRcruzeiro do sul",410670,"4106704",0.713,"PR","cruzeiro do sul","Paraná",6.81722863978258,5.99448498100148,0,4595,0,4595,0,"Não","Masculino",1,"42",0.278969957081545,0,0.965665236051502,0.0266666666666667,0,0,0,1,"PR","Cruzeiro do Sul","cruzeiro do sul","8759278.68",15.9856241170565,0.781749643540907
"1756","PRcruz machado",410680,"4106803",0.664,"PR","cruz machado","Paraná",7.08352206680542,5.3837608483655,0,19011,0,19011,0,"Sim","Masculino",0,"49",0.309187279151943,0.0195227765726681,0.814487632508834,0.03470715835141,0,0,0,1,"PR","Cruz Machado","cruz machado","28461182.58",17.1640517021169,0.796136400031362
"1757","PRcruzmaltina",410685,"4106852",0.666,"PR","cruzmaltina","Paraná",6.89452818540104,5.60252464258197,0,3161,0,3161,0,"Sim","Masculino",0,"35",0.203883495145631,0.0223463687150838,0.868932038834951,0.0726256983240224,0,0,0,1,"PR","Cruzmaltina","cruzmaltina","6893454.34",15.7460828729409,0.735971282993945
"1758","PRcuritiba",410690,"4106902",0.823,"PR","curitiba","Paraná",6.98642781763344,0,0,1828092,1,1828092,1,"Sim","Masculino",1,"44",0.358098636421562,0.00431128336889779,0.975447092307039,0.0182467447633149,0,0,0,1,"PR","Curitiba","curitiba","3782943324",22.0537682007246,0.824093662235394
"1759","PRdiamante do norte",410710,"4107108",0.723,"PR","diamante do norte","Paraná",6.82771590463638,6.16776803157637,0,5713,0,5713,0,"Sim","Masculino",0,"50",0.26578073089701,0.0109489051094891,0.910299003322259,0.072992700729927,0,0,0,1,"PR","Diamante do Norte","diamante do norte","10018989.61",16.1199928112112,0.768311529060088
"1760","PRdiamante do sul",410712,"4107124",0.608,"PR","diamante do sul","Paraná",7.04092160497795,5.84452943898428,0,3782,0,3782,0,"Não","Masculino",1,"34",0.152173913043478,0,0.960869565217391,0.0407239819004525,0,1,0,0,"PR","Diamante do Sul","diamante do sul","7215007.07",15.7916737300926,0.713733629210395
"1761","PRdois vizinhos",410720,"4107207",0.767,"PR","dois vizinhos","Paraná",7.11322353861634,5.94287811218434,0,35389,0,35389,1,"Não","Masculino",1,"49",0.311881188118812,0,0.678217821782178,0.281021897810219,0,0,0,1,"PR","Dois Vizinhos","dois vizinhos","43075672.86",17.5784689609179,0.763588632640215
"1762","PRdouradina",410725,"4107256",0.724,"PR","douradina","Paraná",6.92217087321645,6.14472197095803,0,6794,0,6794,0,"Sim","Masculino",0,"44",0.25,0,0.912698412698413,0.0521739130434783,0,0,0,1,"PR","Douradina","douradina","12676374.62",16.3552505528432,0.763114574975903
"1763","PRdoutor camargo",410730,"4107306",0.746,"PR","doutor camargo","Paraná",6.88146263702721,5.89572427482715,0,5760,0,5760,0,"Sim","Masculino",0,"60",0.241803278688525,0,0.807377049180328,0.182741116751269,0,0,0,1,"PR","Doutor Camargo","doutor camargo","7852379.5",15.8763271648458,0.740718915159524
"1764","PRdoutor ulysses",412863,"4128633",0.546,"PR","doutor ulysses","Paraná",6.89713912651895,4.57233702889285,0,6137,0,6137,0,"Sim","Masculino",0,"42",0.317972350230415,0,0.811059907834101,0.232954545454545,0,0,0,1,"PR","Doutor Ulysses","doutor ulysses","10841395.47",16.1988822790852,0.77343486908496
"1765","PRentre rios do oeste",410753,"4107538",0.761,"PR","entre rios do oeste","Paraná",7.08164976084599,6.22673427822003,0,4043,0,4043,0,"Não","Masculino",0,"45",0.184713375796178,0,0.547770700636943,0.209302325581395,0,0,0,1,"PR","Entre Rios do Oeste","entre rios do oeste","13794730.79",16.4397972504014,0.707286185723412
"1766","PRfarol",410755,"4107553",0.715,"PR","farol","Paraná",6.95355048655257,5.91095923244833,0,3413,0,3413,0,"Sim","Feminino",0,"41",0.181069958847737,0,0.679012345679012,0.381818181818182,0,0,0,1,"PR","Farol","farol","8748234.22",15.9843624345402,0.681439760704629
"1767","PRfaxinal",410760,"4107603",0.687,"PR","faxinal","Paraná",6.88785864726768,5.56310177702132,0,16006,0,16006,1,"Não","Masculino",1,"32",0.395959595959596,0.00900900900900901,0.896969696969697,0.0923423423423423,0,0,0,1,"PR","Faxinal","faxinal","16675304.11",16.6294393870809,0.833476621977971
