code_muni;ADM_DIRETA;SI;EF;EM;ES;POS_GRAD;ESTATUTARIOS;ESTATUTARIOS_SI;ESTATUTARIOS_EF;ESTATUTARIOS_EM;ESTATUTARIOS_ES;ESTATUTARIOS_POS;CLT;CLT_SI;CLT_EF;CLT_EM;CLT_ES;CLT_POS;COMISSIONADOS;COMISSIONADOS_SI;COMISSIONADOS_EF;COMISSIONADOS_EM;COMISSIONADOS_ES;COMISSIONADOS_POS;SEMVINC;SEMVINC_SI;SEMVINC_EF;SEMVINC_EF;SEMVINC_ES;SEMVINC_POS
412740;461;0;161;143;135;22;417;0;148;128;120;21;0;0;0;0;0;0;44;0;13;15;15;1;0;0;0;0;0;0
412750;721;12;246;225;194;44;556;11;235;94;181;35;24;1;11;10;1;1;57;0;0;37;12;8;0;0;0;0;0;0
412760;379;10;154;197;18;0;275;10;132;133;0;0;10;0;10;0;0;0;50;0;12;20;18;0;0;0;0;0;0;0
412770;2525;0;315;983;633;594;1910;0;251;495;596;568;115;0;0;113;2;0;80;0;0;19;35;26;0;0;0;0;0;0
412780;270;0;82;116;32;40;244;0;82;100;24;38;0;0;0;0;0;0;22;0;0;12;8;2;0;0;0;0;0;0
412785;387;0;116;122;149;0;376;0;116;113;147;0;0;0;0;0;0;0;11;0;0;9;2;0;0;0;0;0;0;0
412788;368;4;138;153;65;8;233;2;71;102;50;8;1;0;0;1;0;0;43;0;0;34;9;0;53;2;38;7;6;0
412790;348;0;81;185;42;40;341;0;81;180;40;40;0;0;0;0;0;0;7;0;0;5;2;0;0;0;0;0;0;0
412795;267;0;132;70;40;25;257;0;128;68;36;25;0;0;0;0;0;0;10;0;4;2;4;0;0;0;0;0;0;0
412796;500;0;119;138;177;66;398;0;97;81;159;61;31;0;1;18;10;2;39;0;9;19;8;3;0;0;0;0;0;0
412800;620;25;102;327;143;23;525;25;93;282;110;15;28;0;4;13;8;3;55;0;5;20;25;5;1;0;0;1;0;0
412810;1391;7;430;366;375;213;755;7;175;128;240;205;449;0;218;134;91;6;104;0;16;42;44;2;0;0;0;0;0;0
412820;854;0;225;85;85;459;814;0;221;75;65;453;0;0;0;0;0;0;40;0;4;10;20;6;0;0;0;0;0;0
412830;230;0;59;149;12;10;202;0;50;131;12;9;0;0;0;0;0;0;23;0;9;13;0;1;5;0;0;5;0;0
412840;434;34;54;192;122;32;291;22;35;96;110;28;47;12;19;6;8;2;12;0;0;6;4;2;0;0;0;0;0;0
412850;524;0;0;468;56;0;441;0;0;389;52;0;0;0;0;0;0;0;32;0;0;28;4;0;0;0;0;0;0;0
412853;340;0;104;158;42;36;0;0;0;0;0;0;314;0;97;142;42;33;26;0;7;16;0;3;0;0;0;0;0;0
412855;391;0;152;142;48;49;248;0;107;81;35;25;7;0;7;0;0;0;81;0;38;28;13;2;22;0;0;0;0;22
412860;244;0;61;97;86;0;167;0;53;53;61;0;37;0;2;22;13;0;40;0;6;22;12;0;0;0;0;0;0;0
412862;333;0;132;134;41;26;262;0;111;89;36;26;0;0;0;0;0;0;39;0;21;13;5;0;0;0;0;0;0;0
412863;217;0;97;45;75;0;176;0;69;38;69;0;0;0;0;0;0;0;41;0;28;7;6;0;0;0;0;0;0;0
412865;171;0;42;83;27;19;87;0;0;53;15;19;20;0;0;14;6;0;64;0;42;16;6;0;0;0;0;0;0;0
412870;158;0;5;49;59;45;74;0;3;17;32;22;1;0;1;0;0;0;57;0;0;7;27;23;0;0;0;0;0;0
412880;234;18;90;68;54;4;187;18;85;41;43;0;0;0;0;0;0;0;39;0;5;19;11;4;0;0;0;0;0;0
420005;149;0;34;39;52;24;141;0;34;37;46;24;2;0;0;0;2;0;6;0;0;2;4;0;0;0;0;0;0;0
420010;650;0;102;488;40;20;640;0;100;480;40;20;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;8;0;0
420020;221;1;77;64;51;28;151;1;67;26;32;25;0;0;0;0;0;0;14;0;1;7;6;0;48;0;1;31;13;3
420030;133;0;41;32;46;14;101;0;39;15;44;3;0;0;0;0;0;0;12;0;2;5;2;3;20;0;0;12;0;8
420040;262;0;40;55;112;55;183;0;40;27;90;26;46;0;0;16;10;20;25;0;0;5;11;9;2;0;0;1;1;0
420050;159;0;61;44;25;29;90;0;39;17;12;22;0;0;0;0;0;0;20;0;9;4;5;2;45;0;12;20;8;5
420055;125;0;38;27;42;18;66;0;21;17;15;13;11;0;6;3;2;0;25;0;10;7;4;4;23;0;1;0;21;1
420060;174;2;82;38;26;26;126;2;65;23;15;21;0;0;0;0;0;0;11;0;2;6;3;0;37;0;15;9;8;5
420070;264;48;51;71;94;0;176;48;36;35;57;0;0;0;0;0;0;0;18;0;4;8;6;0;57;0;7;19;31;0
420075;110;0;23;36;35;16;74;0;17;16;26;15;0;0;0;0;0;0;22;0;6;12;3;1;11;0;0;5;6;0
420080;233;0;53;71;61;48;217;0;53;62;54;48;0;0;0;0;0;0;12;0;0;9;3;0;4;0;0;0;4;0
420090;169;0;54;76;39;0;137;0;41;60;36;0;1;0;1;0;0;0;16;0;2;11;3;0;15;0;10;5;0;0
420100;408;0;156;104;126;22;241;0;97;42;80;22;0;0;0;0;0;0;12;0;2;6;4;0;155;0;57;56;42;0
420110;146;0;58;26;32;30;111;0;53;15;13;30;0;0;0;0;0;0;10;0;2;4;4;0;25;0;3;7;15;0
420120;257;40;72;78;31;36;175;40;45;41;13;36;0;0;0;0;0;0;16;0;3;5;8;0;58;0;24;24;10;0
420125;326;0;133;111;46;36;164;0;70;45;22;27;130;0;52;53;20;5;25;0;5;12;4;4;0;0;0;0;0;0
420127;116;1;36;34;16;29;83;1;28;22;12;20;0;0;0;0;0;0;4;0;2;2;0;0;29;0;6;10;4;9
420130;626;2;236;145;162;81;415;2;146;85;106;76;125;0;27;46;47;5;29;0;6;14;9;0;0;0;0;0;0;0
420140;934;0;151;514;240;29;2;0;0;2;0;0;609;0;121;318;158;12;111;0;11;59;36;5;136;0;19;59;46;12
420150;237;17;60;60;86;14;13;0;3;5;5;0;191;17;56;36;70;12;13;0;1;5;5;2;20;0;0;14;6;0
420160;112;3;21;37;41;10;84;3;20;19;32;10;11;0;0;8;3;0;15;0;1;8;6;0;0;0;0;0;0;0
420165;116;19;29;23;24;21;86;14;22;19;14;17;1;1;0;0;0;0;7;3;0;0;3;1;20;1;5;4;7;3
420170;224;0;111;70;36;7;174;0;96;47;24;7;28;0;15;6;7;0;15;0;0;10;5;0;0;0;0;0;0;0
420180;114;1;46;31;20;16;88;1;39;18;17;13;0;0;0;0;0;0;12;0;5;6;1;0;14;0;2;7;2;3
420190;212;0;35;102;54;21;151;0;30;59;41;21;0;0;0;0;0;0;11;0;5;3;3;0;46;0;0;36;10;0
420195;281;0;35;152;90;4;199;0;34;112;49;4;0;0;0;0;0;0;21;0;1;8;12;0;61;0;0;32;29;0
420200;3022;42;351;1686;845;98;2540;42;346;1287;775;90;163;0;4;135;20;4;110;0;1;55;50;4;0;0;0;0;0;0
420205;278;0;58;113;77;30;180;0;41;70;43;26;71;0;13;25;29;4;18;0;4;9;5;0;0;0;0;0;0;0
420207;229;0;82;76;22;49;134;0;69;27;5;33;0;0;0;0;0;0;17;0;3;11;0;3;78;0;10;38;17;13
420208;119;1;34;31;38;15;67;1;22;17;12;15;39;0;10;7;22;0;11;0;2;5;4;0;0;0;0;0;0;0
420209;127;3;42;43;13;26;108;3;36;32;12;25;0;0;0;0;0;0;18;0;6;10;1;1;1;0;0;1;0;0
420210;553;17;210;134;131;61;235;11;67;57;39;61;274;6;129;58;81;0;44;0;14;19;11;0;0;0;0;0;0;0
420213;285;0;70;94;96;25;115;0;34;25;31;25;113;0;21;43;49;0;31;0;7;11;13;0;9;0;1;5;3;0
420215;134;1;27;70;10;26;106;0;24;53;6;23;15;0;0;12;3;0;13;1;3;5;1;3;0;0;0;0;0;0
420220;296;0;57;167;60;12;194;0;30;124;35;5;76;0;25;32;15;4;15;0;0;2;10;3;5;0;0;5;0;0
420230;1590;10;473;578;525;4;594;2;72;282;235;3;0;0;0;0;0;0;76;0;1;46;29;0;889;8;400;219;261;1
420240;6989;13;1550;2032;2350;1044;4759;13;1201;1170;1482;893;1843;0;319;583;797;144;174;0;30;66;71;7;0;0;0;0;0;0
420243;244;0;84;68;62;30;182;0;72;45;43;22;1;0;0;0;1;0;6;0;2;0;4;0;37;0;5;10;14;8
420245;720;40;310;227;137;6;597;40;300;160;97;0;2;0;0;2;0;0;86;0;10;30;40;6;15;0;0;15;0;0
420250;220;1;106;49;50;14;164;0;99;33;24;8;2;1;0;1;0;0;22;0;4;10;7;1;32;0;3;5;19;5
420253;180;5;43;83;9;40;159;5;35;71;8;40;0;0;0;0;0;0;21;0;8;12;1;0;0;0;0;0;0;0
420257;91;9;11;43;17;11;59;6;7;29;9;8;0;0;0;0;0;0;0;0;0;0;0;0;32;3;4;14;8;3
420260;337;0;70;128;89;50;262;0;52;92;72;46;53;0;12;31;10;0;22;0;6;5;7;4;0;0;0;0;0;0
420270;146;0;75;34;28;9;0;0;0;0;0;0;124;0;72;23;20;9;12;0;3;1;8;0;3;0;0;3;0;0
420280;914;0;393;242;131;148;23;0;1;4;3;15;456;0;184;98;86;88;44;0;7;22;15;0;107;0;8;27;27;45
420285;195;0;31;100;56;8;155;0;27;70;50;8;10;0;2;6;2;0;7;0;2;2;3;0;23;0;0;22;1;0
420287;147;1;60;71;13;2;126;1;60;52;11;2;0;0;0;0;0;0;20;0;0;19;1;0;1;0;0;0;1;0
420290;1932;14;590;526;546;256;700;14;200;145;255;86;905;0;280;250;281;94;300;0;110;104;10;76;0;0;0;0;0;0
420300;1654;2;571;399;253;429;1626;2;570;387;242;425;0;0;0;0;0;0;28;0;1;12;11;4;0;0;0;0;0;0
420310;187;0;38;69;64;16;116;0;30;34;36;16;0;0;0;0;0;0;37;0;8;14;15;0;30;0;0;17;13;0
420315;522;0;206;216;73;27;72;0;21;30;20;1;1;0;1;0;0;0;28;0;5;5;18;0;420;0;179;180;35;26
420320;1349;88;249;449;395;168;519;77;120;107;160;55;0;0;0;0;0;0;173;5;30;74;46;18;630;6;88;252;189;95
420325;253;3;112;51;61;26;154;3;77;20;31;23;16;0;3;11;2;0;23;0;3;9;10;1;55;0;29;6;18;2
420330;313;0;114;130;44;25;269;0;112;102;30;25;0;0;0;0;0;0;9;0;2;5;2;0;12;0;0;0;12;0
420340;326;0;132;113;61;20;160;0;75;56;18;11;2;0;2;0;0;0;15;0;6;6;3;0;149;0;49;51;40;9
420350;333;0;101;130;48;54;276;0;95;91;40;50;17;0;6;11;0;0;40;0;0;28;8;4;0;0;0;0;0;0
420360;1126;0;373;296;457;0;1088;0;373;270;445;0;0;0;0;0;0;0;24;0;0;12;12;0;0;0;0;0;0;0
420370;332;0;117;108;69;38;0;0;0;0;0;0;278;0;112;68;61;37;23;0;5;9;8;1;0;0;0;0;0;0
420380;1418;17;263;682;256;200;1147;17;254;488;211;177;0;0;0;0;0;0;96;0;9;19;45;23;0;0;0;0;0;0
420390;557;0;156;167;149;85;309;0;101;68;59;81;221;0;52;87;80;2;21;0;3;6;10;2;0;0;0;0;0;0
420395;834;0;235;402;179;18;494;0;89;244;143;18;15;0;15;0;0;0;120;0;3;81;36;0;0;0;0;0;0;0
420400;330;0;117;100;112;1;315;0;117;85;112;1;1;0;0;1;0;0;14;0;0;14;0;0;0;0;0;0;0;0
420410;128;0;45;25;29;29;77;0;34;10;11;22;0;0;0;0;0;0;29;0;11;4;10;4;22;0;0;11;8;3
420415;250;0;92;110;30;18;208;0;72;95;25;16;0;0;0;0;0;0;15;0;9;2;3;1;27;0;11;13;2;1
420417;210;0;114;36;56;4;105;0;57;10;34;4;0;0;0;0;0;0;28;0;12;13;3;0;77;0;45;13;19;0
420419;176;0;49;86;24;17;71;0;17;28;14;12;12;0;0;9;3;0;24;0;7;15;1;1;50;0;7;33;6;4
420420;4467;1;764;1644;1153;905;2424;0;680;604;848;292;1;1;0;0;0;0;235;0;84;97;54;0;994;0;0;130;251;613
420425;520;4;131;95;155;135;251;0;89;44;42;76;200;4;32;12;105;47;36;0;0;22;4;10;6;0;0;0;4;2
420430;1890;7;182;848;818;35;1362;7;171;586;587;11;312;0;4;90;196;22;97;0;7;53;35;2;0;0;0;0;0;0
420435;111;0;27;36;32;16;89;0;25;29;23;12;0;0;0;0;0;0;22;0;2;7;9;4;0;0;0;0;0;0
420440;240;28;45;65;66;36;169;28;26;43;36;36;0;0;0;0;0;0;15;0;1;7;7;0;45;0;18;4;23;0
420445;123;0;16;61;31;15;82;0;13;46;12;11;0;0;0;0;0;0;11;0;3;6;2;0;30;0;0;9;17;4
420450;407;1;161;121;94;30;0;0;0;0;0;0;360;1;138;107;84;30;23;0;6;7;10;0;0;0;0;0;0;0
420455;712;1;319;171;115;106;479;1;247;76;51;104;0;0;0;0;0;0;31;0;3;12;15;1;202;0;69;83;49;1
420460;3722;0;732;1299;1579;112;1329;0;244;132;841;112;1241;0;286;360;595;0;687;0;202;342;143;0;0;0;0;0;0;0
420470;303;0;65;117;81;40;262;0;62;96;67;37;0;0;0;0;0;0;17;0;1;9;6;1;13;0;1;2;8;2
420475;92;14;29;22;12;15;65;8;29;15;1;12;0;0;0;0;0;0;19;6;0;6;5;2;8;0;0;1;6;1
420480;944;40;164;467;240;33;646;36;98;317;162;33;87;0;61;13;13;0;48;0;0;34;14;0;156;4;5;96;51;0
420490;249;1;71;98;32;47;193;0;68;61;24;40;0;0;0;0;0;0;18;1;1;7;7;2;37;0;2;29;1;5
420500;487;0;61;238;123;65;319;0;57;109;91;62;105;0;2;72;28;3;40;0;2;34;4;0;0;0;0;0;0;0
420510;130;1;42;46;10;31;119;1;38;40;9;31;0;0;0;0;0;0;8;0;4;3;1;0;0;0;0;0;0;0
420515;116;0;44;18;32;22;0;0;0;0;0;0;109;0;42;16;29;22;7;0;2;2;3;0;0;0;0;0;0;0
420517;188;0;83;67;9;29;80;0;30;22;9;19;55;0;28;26;0;1;39;0;25;14;0;0;14;0;0;5;0;9
420519;95;0;46;16;33;0;69;0;38;8;23;0;0;0;0;0;0;0;14;0;6;4;4;0;12;0;2;4;6;0
420520;170;0;56;71;38;5;102;0;37;31;30;4;0;0;0;0;0;0;19;0;5;10;3;1;43;0;8;30;5;0
420530;367;7;99;117;77;67;331;7;97;112;59;56;0;0;0;0;0;0;36;0;2;5;18;11;0;0;0;0;0;0
420535;110;0;10;56;44;0;99;0;10;52;37;0;0;0;0;0;0;0;3;0;0;1;2;0;8;0;0;3;5;0
420540;7641;676;953;2376;2504;1132;5267;573;478;1658;1563;995;573;89;427;55;2;0;211;4;5;73;96;33;1478;10;9;512;843;104
420543;99;9;20;34;18;18;77;9;13;24;13;18;0;0;0;0;0;0;16;0;7;5;4;0;2;0;0;1;1;0
420545;527;0;237;113;133;44;282;0;140;56;60;26;86;0;38;20;10;18;52;0;8;24;20;0;107;0;51;13;43;0
420550;1226;5;233;570;418;0;531;4;152;217;158;0;0;0;0;0;0;0;185;0;43;104;38;0;478;1;38;217;222;0
420555;153;0;46;46;47;14;106;0;39;27;30;10;11;0;4;6;1;0;12;0;3;4;4;1;24;0;0;9;12;3
420560;172;0;60;56;40;16;136;0;60;40;20;16;0;0;0;0;0;0;13;0;0;8;5;0;23;0;0;8;15;0
420570;544;0;152;255;137;0;163;0;73;45;45;0;5;0;5;0;0;0;30;0;4;14;12;0;338;0;66;192;80;0
420580;379;0;62;179;85;53;362;0;60;168;82;52;2;0;2;0;0;0;9;0;0;5;3;1;0;0;0;0;0;0
420590;1409;0;267;624;367;151;651;0;150;300;150;51;544;0;100;200;144;100;87;0;7;37;43;0;93;0;10;53;30;0
420600;563;6;207;276;66;8;298;4;128;128;33;5;1;0;1;0;0;0;57;0;11;40;6;0;204;2;67;105;27;3
420610;262;55;45;125;34;3;182;43;30;82;25;2;0;0;0;0;0;0;6;1;0;1;4;0;73;11;15;41;5;1
420620;343;2;84;94;110;53;173;2;37;41;42;51;0;0;0;0;0;0;31;0;1;14;14;2;99;0;19;26;54;0
420630;432;0;149;105;101;77;250;0;115;33;39;63;0;0;0;0;0;0;39;0;4;14;21;0;138;0;30;53;41;14
420640;251;0;100;66;23;62;169;0;73;30;10;56;45;0;27;6;8;4;29;0;0;22;5;2;0;0;0;0;0;0
420650;580;0;42;271;133;134;5;0;0;5;0;0;464;0;42;180;110;132;81;0;0;56;23;2;0;0;0;0;0;0
420660;247;0;80;105;50;12;231;0;79;96;44;12;0;0;0;0;0;0;16;0;1;9;6;0;0;0;0;0;0;0
420665;171;0;30;64;47;30;145;0;20;60;40;25;0;0;0;0;0;0;26;0;10;4;7;5;0;0;0;0;0;0
420670;543;0;106;165;206;66;320;0;83;47;126;64;171;0;19;87;65;0;48;0;4;31;11;2;4;0;0;0;4;0
420675;104;0;46;17;20;21;94;0;45;12;17;20;0;0;0;0;0;0;10;0;1;5;3;1;0;0;0;0;0;0
420680;110;0;46;31;33;0;85;0;41;20;24;0;14;0;3;5;6;0;10;0;2;5;3;0;1;0;0;1;0;0
420690;483;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;191;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;83;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;51;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;114;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
420700;1016;153;148;231;319;165;774;146;61;128;286;153;100;0;77;23;0;0;93;6;7;37;33;10;4;1;0;1;0;2
420710;463;28;99;241;87;8;191;10;57;91;29;4;6;0;2;1;3;0;28;0;3;14;10;1;228;18;37;125;45;3
420720;491;0;190;164;78;59;435;0;178;130;69;58;0;0;0;0;0;0;53;0;12;34;6;1;3;0;0;0;3;0
420730;1324;17;505;376;309;117;0;0;0;0;0;0;1021;17;400;199;288;117;98;0;1;76;21;0;0;0;0;0;0;0
420740;194;1;75;56;27;35;154;1;60;40;19;34;0;0;0;0;0;0;10;0;4;5;0;1;30;0;11;11;8;0
420750;1410;30;425;330;293;332;883;30;225;211;201;216;375;0;118;71;74;112;47;0;2;23;18;4;0;0;0;0;0;0
420757;114;0;37;25;38;14;80;0;29;11;26;14;8;0;0;7;1;0;13;0;6;0;7;0;7;0;2;1;4;0
420760;192;0;59;51;61;21;140;0;46;30;43;21;29;0;8;10;11;0;14;0;5;2;7;0;0;0;0;0;0;0
420765;219;12;24;89;26;68;190;12;15;73;26;64;0;0;0;0;0;0;9;0;2;3;0;4;0;0;0;0;0;0
420768;201;0;50;94;48;9;201;0;50;94;48;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420770;241;0;67;67;107;0;217;0;62;52;103;0;0;0;0;0;0;0;16;0;5;7;4;0;8;0;0;8;0;0
420775;158;0;0;100;21;37;93;0;0;57;9;27;0;0;0;0;0;0;15;0;0;12;1;2;44;0;0;25;11;8
420780;157;1;46;27;16;67;136;1;41;15;14;65;0;0;0;0;0;0;21;0;5;12;2;2;0;0;0;0;0;0
420785;100;0;11;40;9;40;81;0;3;32;6;40;0;0;0;0;0;0;19;0;8;8;3;0;0;0;0;0;0;0
420790;337;0;41;144;132;20;226;0;41;73;94;18;29;0;0;19;10;0;5;0;0;3;2;0;38;0;0;10;26;2
420800;344;0;91;114;89;50;206;0;60;66;40;40;0;0;0;0;0;0;25;0;11;6;8;0;113;0;20;42;41;10
420810;608;1;82;264;261;0;371;0;67;164;140;0;206;1;12;81;112;0;21;0;2;10;9;0;0;0;0;0;0;0
420820;5782;0;694;2272;2207;609;3018;0;437;1065;1207;309;348;0;11;174;128;35;642;0;4;384;197;57;1473;0;242;348;675;208
420830;1810;0;497;580;497;236;1016;0;304;276;294;142;631;0;189;171;183;88;159;0;4;129;20;6;0;0;0;0;0;0
420840;496;3;101;121;189;82;239;3;48;39;81;68;0;0;0;0;0;0;60;0;9;23;26;2;138;0;13;31;82;12
420845;577;35;124;189;130;99;513;35;122;142;115;99;0;0;0;0;0;0;30;0;2;13;15;0;0;0;0;0;0;0
420850;514;3;162;156;52;141;413;3;136;113;31;130;2;0;0;0;2;0;26;0;6;6;8;6;57;0;20;21;11;5
420860;185;0;53;53;54;25;152;0;47;37;45;23;19;0;4;11;2;2;11;0;2;5;4;0;3;0;0;0;3;0
420870;362;2;73;134;105;48;251;2;65;84;60;40;0;0;0;0;0;0;29;0;4;19;3;3;82;0;4;31;42;5
420880;617;0;261;73;161;122;436;0;197;49;68;122;31;0;20;5;6;0;25;0;12;7;6;0;125;0;32;12;81;0
420890;2890;21;867;909;345;748;2088;21;675;623;182;587;441;0;29;152;100;160;125;0;12;50;62;1;1;0;0;0;1;0
420895;92;0;30;34;20;8;59;0;17;19;16;7;0;0;0;0;0;0;24;0;9;10;4;1;9;0;4;5;0;0
420900;742;0;49;363;313;17;387;0;35;152;190;10;297;0;13;175;102;7;53;0;1;31;21;0;0;0;0;0;0;0
420910;8975;37;1617;3309;2384;1628;7304;26;1281;2382;2177;1438;132;5;5;67;29;26;286;1;72;125;72;16;938;5;252;427;106;148
420915;233;0;101;86;37;9;78;0;31;28;18;1;12;0;9;3;0;0;12;0;4;5;1;2;131;0;57;50;18;6
420917;125;3;44;41;37;0;115;2;42;34;37;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0
420920;114;0;20;63;11;20;92;0;13;59;7;13;14;0;0;4;4;6;8;0;7;0;0;1;0;0;0;0;0;0
420930;3248;10;1390;208;1567;73;1005;8;93;135;730;39;0;0;0;0;0;0;58;0;0;10;48;0;2185;2;1297;63;789;34
420940;1409;0;314;686;409;0;1183;0;286;535;362;0;0;0;0;0;0;0;164;0;28;89;47;0;0;0;0;0;0;0
420945;114;27;14;34;18;21;62;19;10;17;7;9;0;0;0;0;0;0;26;8;4;8;3;3;26;0;0;9;8;9
420950;168;0;62;52;54;0;116;0;42;37;37;0;0;0;0;0;0;0;21;0;6;11;4;0;31;0;14;4;13;0
420960;392;3;171;108;109;1;0;0;0;0;0;0;330;3;163;76;88;0;20;0;4;7;9;0;36;0;4;19;12;1
420970;424;0;234;129;10;51;330;0;201;85;8;36;61;0;21;31;0;9;33;0;12;13;2;6;0;0;0;0;0;0
420980;184;0;116;16;44;8;116;0;72;11;28;5;55;0;40;0;15;0;8;0;3;1;1;3;0;0;0;0;0;0
420985;169;0;26;84;32;27;150;0;26;66;31;27;0;0;0;0;0;0;3;0;0;3;0;0;9;0;0;8;1;0
420990;213;0;80;87;45;1;135;0;34;69;31;1;26;0;19;1;6;0;11;0;4;6;1;0;37;0;23;7;7;0
421000;261;0;56;107;78;20;7;0;0;7;0;0;138;0;29;42;52;15;13;0;1;6;6;0;103;0;26;52;20;5
421003;192;0;76;44;59;13;0;0;0;0;0;0;171;0;64;42;52;13;21;0;12;2;7;0;0;0;0;0;0;0
421005;139;0;6;22;89;22;67;0;0;15;52;0;4;0;0;0;4;0;22;0;0;0;12;10;46;0;6;7;21;12
421010;1299;0;314;569;396;20;1019;0;299;362;338;20;0;0;0;0;0;0;105;0;0;47;58;0;0;0;0;0;0;0
421020;228;10;65;117;32;4;202;8;56;102;32;4;0;0;0;0;0;0;6;0;1;5;0;0;20;2;8;10;0;0
421030;206;0;66;52;84;4;135;0;61;36;35;3;59;0;5;14;39;1;12;0;0;2;10;0;0;0;0;0;0;0
421040;265;0;81;82;93;9;151;0;63;34;46;8;4;0;2;0;2;0;14;0;3;8;3;0;96;0;13;40;42;1
421050;517;20;54;265;91;87;392;20;44;150;91;87;0;0;0;0;0;0;30;0;0;30;0;0;95;0;10;85;0;0
421055;146;10;46;51;30;9;129;9;44;41;27;8;0;0;0;0;0;0;17;1;2;10;3;1;0;0;0;0;0;0
421060;426;0;166;114;124;22;265;0;108;64;76;17;129;0;56;31;41;1;23;0;2;10;7;4;0;0;0;0;0;0
421070;212;0;76;104;30;2;160;0;68;69;22;1;0;0;0;0;0;0;26;0;8;9;8;1;0;0;0;0;0;0
421080;220;0;36;64;69;51;159;0;36;37;44;42;2;0;0;0;1;1;13;0;0;6;5;2;46;0;0;21;19;6
421085;197;1;56;50;78;12;157;1;50;24;70;12;6;0;0;6;0;0;18;0;6;9;3;0;16;0;0;11;5;0
421090;121;0;23;43;19;36;79;0;21;28;6;24;0;0;0;0;0;0;12;0;2;0;5;5;30;0;0;15;8;7
421100;325;0;102;168;44;11;220;0;100;110;10;0;12;0;0;4;0;8;38;0;2;21;12;3;45;0;0;23;22;0
421105;335;0;184;70;73;8;312;0;179;56;69;8;0;0;0;0;0;0;21;0;5;12;4;0;0;0;0;0;0;0
421110;417;25;155;176;55;6;297;18;140;101;32;6;20;0;0;17;3;0;7;0;0;5;2;0;86;7;15;46;18;0
421120;531;1;173;112;153;92;242;0;96;51;70;25;1;0;0;0;1;0;8;0;3;5;0;0;280;1;74;56;82;67
421125;146;1;62;33;28;22;80;0;36;7;17;20;0;0;0;0;0;0;10;0;3;3;4;0;56;1;23;23;7;2
421130;2776;30;1002;943;300;501;2663;30;968;880;284;501;0;0;0;0;0;0;111;0;34;61;16;0;0;0;0;0;0;0
421140;103;0;22;39;31;11;70;0;18;22;21;9;0;0;0;0;0;0;12;0;1;6;3;2;21;0;3;11;7;0
421145;122;0;40;27;40;15;81;0;24;19;28;10;0;0;0;0;0;0;10;0;2;2;3;3;28;0;12;5;9;2
421150;484;0;219;129;136;0;200;0;99;62;39;0;56;0;24;21;11;0;55;0;19;10;26;0;164;0;70;34;60;0
421160;462;3;112;180;113;54;193;1;70;40;31;51;2;0;2;0;0;0;43;2;10;18;10;3;167;0;30;65;72;0
421165;116;0;32;46;28;10;108;0;29;44;25;10;0;0;0;0;0;0;8;0;3;2;3;0;0;0;0;0;0;0
421170;654;0;149;199;294;12;308;0;91;43;172;2;0;0;0;0;0;0;79;0;8;31;30;10;222;0;50;80;92;0
421175;841;0;147;323;240;131;544;0;117;196;105;126;0;0;0;0;0;0;28;0;4;11;11;2;269;0;26;116;124;3
421180;248;0;78;67;103;0;156;0;65;36;55;0;72;0;10;24;38;0;20;0;3;7;10;0;0;0;0;0;0;0
421185;165;0;61;62;27;15;142;0;56;50;23;13;0;0;0;0;0;0;18;0;5;7;4;2;5;0;0;5;0;0
421187;93;0;44;32;5;12;57;0;21;23;3;10;11;0;11;0;0;0;17;0;6;7;2;2;0;0;0;0;0;0
421189;173;2;78;50;34;9;133;2;61;36;28;6;0;0;0;0;0;0;25;0;11;9;5;0;15;0;6;5;1;3
421190;2629;8;221;1469;677;254;1374;8;146;698;326;196;34;0;4;26;4;0;196;0;19;127;44;6;962;0;52;555;303;52
421200;261;0;98;76;58;29;108;0;50;21;27;10;26;0;13;9;4;0;31;0;9;14;8;0;96;0;26;32;19;19
421205;264;2;105;96;61;0;227;2;99;74;52;0;11;0;0;11;0;0;26;0;6;11;9;0;0;0;0;0;0;0
421210;417;0;114;107;51;145;215;0;82;46;17;70;0;0;0;0;0;0;31;0;5;14;10;2;171;0;27;47;24;73
421220;380;81;67;126;74;32;295;71;52;79;62;31;42;5;12;25;0;0;39;4;3;19;12;1;1;1;0;0;0;0
421223;136;0;39;47;23;27;87;0;29;30;7;21;28;0;4;12;10;2;21;0;6;5;6;4;0;0;0;0;0;0
421225;178;0;78;54;34;12;110;0;50;20;29;11;0;0;0;0;0;0;34;0;14;17;3;0;34;0;14;17;2;1
421227;257;0;121;74;30;32;86;0;44;21;7;14;151;0;75;41;19;16;20;0;2;12;4;2;0;0;0;0;0;0
421230;294;5;105;115;57;12;243;5;85;98;45;10;32;0;17;9;4;2;19;0;3;8;8;0;0;0;0;0;0;0
421240;162;0;74;30;45;13;139;0;72;26;29;12;0;0;0;0;0;0;12;0;2;3;6;1;11;0;0;1;10;0
