code_muni;ADM_DIRETA;SI;EF;EM;ES;POS_GRAD;ESTATUTARIOS;ESTATUTARIOS_SI;ESTATUTARIOS_EF;ESTATUTARIOS_EM;ESTATUTARIOS_ES;ESTATUTARIOS_POS;CLT;CLT_SI;CLT_EF;CLT_EM;CLT_ES;CLT_POS;COMISSIONADOS;COMISSIONADOS_SI;COMISSIONADOS_EF;COMISSIONADOS_EM;COMISSIONADOS_ES;COMISSIONADOS_POS;SEMVINC;SEMVINC_SI;SEMVINC_EF;SEMVINC_EF;SEMVINC_ES;SEMVINC_POS
240180;479;0;79;277;120;3;233;0;28;120;85;0;0;0;0;0;0;0;99;0;6;74;19;0;147;0;45;83;16;3
240185;180;8;52;98;22;0;134;8;39;78;9;0;0;0;0;0;0;0;43;0;13;20;10;0;3;0;0;0;3;0
240190;162;8;52;79;23;0;87;8;24;37;18;0;40;0;23;17;0;0;10;0;0;7;3;0;25;0;5;18;2;0
240200;2390;50;756;1011;378;195;1251;50;517;317;172;195;158;0;0;90;68;0;142;0;0;50;92;0;379;0;40;293;46;0
240210;388;15;87;173;99;14;344;13;80;148;90;13;0;0;0;0;0;0;44;2;7;25;9;1;0;0;0;0;0;0
240220;1427;13;286;639;489;0;641;8;24;282;327;0;740;5;259;348;128;0;46;0;3;9;34;0;0;0;0;0;0;0
240230;785;119;83;357;211;15;227;7;6;61;143;10;258;98;28;105;26;1;74;0;6;50;14;4;226;14;43;141;28;0
240240;365;5;47;226;57;30;221;4;32;123;36;26;0;0;0;0;0;0;28;1;2;19;6;0;116;0;13;84;15;4
240250;512;124;196;147;43;2;381;124;151;96;10;0;0;0;0;0;0;0;85;0;45;25;13;2;46;0;0;26;20;0
240260;2407;18;753;1042;594;0;1434;18;470;528;418;0;0;0;0;0;0;0;420;0;134;252;34;0;553;0;149;262;142;0
240270;493;85;28;189;171;20;412;73;21;161;137;20;0;0;0;0;0;0;43;12;7;21;3;0;38;0;0;7;31;0
240280;287;1;51;169;58;8;240;1;42;147;44;6;0;0;0;0;0;0;38;0;9;22;5;2;9;0;0;0;9;0
240290;284;0;178;68;38;0;243;0;154;68;21;0;0;0;0;0;0;0;28;0;15;0;13;0;13;0;9;0;4;0
240300;344;54;23;207;50;10;302;54;22;174;44;8;22;0;0;19;1;2;15;0;1;9;5;0;5;0;0;5;0;0
240310;1377;0;251;709;307;110;1076;0;220;516;231;109;90;0;7;82;1;0;50;0;2;20;27;1;144;0;22;74;48;0
240320;264;0;65;94;52;53;205;0;40;76;43;46;0;0;0;0;0;0;23;0;2;5;9;7;36;0;23;13;0;0
240325;4222;1;1272;1334;1615;0;2396;1;892;329;1174;0;177;0;68;109;0;0;945;0;310;319;316;0;137;0;2;10;125;0
240330;253;0;67;98;62;26;133;0;46;42;30;15;10;0;0;9;1;0;54;0;10;15;18;11;56;0;11;32;13;0
240340;315;18;83;133;67;14;264;18;75;104;53;14;0;0;0;0;0;0;18;0;3;9;6;0;33;0;5;20;8;0
240350;369;92;75;195;7;0;221;78;52;87;4;0;0;0;0;0;0;0;83;0;20;60;3;0;65;14;3;48;0;0
240360;837;25;146;397;269;0;481;2;116;211;152;0;0;0;0;0;0;0;102;11;13;50;28;0;251;12;17;133;89;0
240370;284;0;95;119;70;0;225;0;78;87;60;0;0;0;0;0;0;0;40;0;17;18;5;0;19;0;0;14;5;0
240375;188;0;29;118;41;0;112;0;16;62;34;0;0;0;0;0;0;0;41;0;0;35;6;0;35;0;13;21;1;0
240380;310;51;34;144;81;0;266;50;31;113;72;0;0;0;0;0;0;0;36;1;3;25;7;0;8;0;0;6;2;0
240390;262;2;94;118;48;0;164;0;65;63;36;0;0;0;0;0;0;0;49;0;0;44;5;0;49;2;29;11;7;0
240400;279;0;48;155;76;0;159;0;48;65;46;0;0;0;0;0;0;0;29;0;0;22;7;0;91;0;0;68;23;0
240410;142;8;30;89;15;0;129;8;30;83;8;0;0;0;0;0;0;0;13;0;0;6;7;0;0;0;0;0;0;0
240420;1170;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;520;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;99;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;551;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
240430;428;17;211;62;130;8;275;6;158;16;89;6;43;0;11;9;21;2;4;0;0;2;2;0;106;11;42;35;18;0
240440;502;0;273;148;79;2;77;0;40;21;14;2;0;0;0;0;0;0;55;0;8;26;21;0;370;0;225;101;44;0
240450;1761;25;860;742;134;0;867;25;414;369;59;0;0;0;0;0;0;0;251;0;131;86;34;0;643;0;315;287;41;0
240460;560;2;241;186;130;1;238;2;90;42;103;1;22;0;12;10;0;0;140;0;68;60;12;0;160;0;71;74;15;0
240470;529;6;102;338;83;0;232;6;43;162;21;0;0;0;0;0;0;0;103;0;9;68;26;0;194;0;50;108;36;0
240480;313;96;83;85;49;0;132;63;14;36;19;0;0;0;0;0;0;0;60;0;28;14;18;0;121;33;41;35;12;0
240485;393;5;79;275;34;0;173;0;22;137;14;0;143;5;57;81;0;0;72;0;0;55;17;0;5;0;0;2;3;0
240490;288;10;62;137;70;9;217;10;48;95;55;9;0;0;0;0;0;0;18;0;0;9;9;0;53;0;14;33;6;0
240500;427;2;86;246;93;0;297;2;72;144;79;0;0;0;0;0;0;0;61;0;14;44;3;0;69;0;0;58;11;0
240510;385;5;94;233;53;0;202;5;76;108;13;0;0;0;0;0;0;0;130;0;12;96;22;0;53;0;6;29;18;0
240520;319;2;81;159;74;3;152;2;50;57;42;1;84;0;31;50;3;0;27;0;0;10;16;1;56;0;0;42;13;1
240530;443;75;99;151;116;2;194;34;38;52;68;2;0;0;0;0;0;0;20;0;7;4;9;0;229;41;54;95;39;0
240540;310;5;147;111;45;2;240;5;130;72;33;0;16;0;16;0;0;0;54;0;1;39;12;2;0;0;0;0;0;0
240550;140;6;30;90;14;0;130;6;30;85;9;0;0;0;0;0;0;0;8;0;0;5;3;0;2;0;0;0;2;0
240560;555;19;150;219;167;0;408;19;106;136;147;0;38;0;15;20;3;0;79;0;25;42;12;0;30;0;4;21;5;0
240570;440;0;25;210;159;46;330;0;10;149;125;46;17;0;0;14;3;0;51;0;0;27;24;0;42;0;15;20;7;0
240580;1039;75;114;653;169;28;760;75;100;400;157;28;165;0;10;150;5;0;108;0;4;98;6;0;6;0;0;5;1;0
240590;158;0;71;53;34;0;86;0;55;17;14;0;0;0;0;0;0;0;52;0;16;26;10;0;20;0;0;10;10;0
240600;341;0;171;85;80;5;211;0;124;30;52;5;0;0;0;0;0;0;72;0;36;24;12;0;58;0;11;31;16;0
240610;873;10;311;446;75;31;780;10;290;400;54;26;0;0;0;0;0;0;78;0;20;40;18;0;15;0;1;6;3;5
240615;215;0;48;127;40;0;150;0;48;70;32;0;0;0;0;0;0;0;45;0;0;37;8;0;20;0;0;20;0;0
240620;514;0;100;159;154;101;407;0;90;131;100;86;0;0;0;0;0;0;66;0;0;16;35;15;41;0;10;12;19;0
240630;397;28;120;190;59;0;180;21;60;59;40;0;0;0;0;0;0;0;22;0;0;15;7;0;193;7;60;114;12;0
240640;213;10;17;113;62;11;143;10;10;70;42;11;0;0;0;0;0;0;31;0;0;21;10;0;39;0;7;22;10;0
240650;649;6;45;379;219;0;556;6;45;298;207;0;0;0;0;0;0;0;93;0;0;81;12;0;0;0;0;0;0;0
240660;241;0;2;144;94;1;225;0;2;138;85;0;0;0;0;0;0;0;7;0;0;4;2;1;9;0;0;2;7;0
240670;447;16;50;224;157;0;369;16;32;174;147;0;0;0;0;0;0;0;16;0;0;10;6;0;62;0;18;40;4;0
240680;304;0;42;198;64;0;256;0;39;156;61;0;0;0;0;0;0;0;48;0;3;42;3;0;0;0;0;0;0;0
240690;220;0;79;88;53;0;141;0;54;45;42;0;0;0;0;0;0;0;32;0;0;27;5;0;47;0;25;16;6;0
240700;394;7;123;159;69;36;239;7;86;65;46;35;0;0;0;0;0;0;100;0;33;50;17;0;55;0;4;44;6;1
240710;1598;13;356;388;841;0;1170;12;276;245;637;0;0;0;0;0;0;0;253;1;70;109;73;0;171;0;10;30;131;0
240720;1369;136;466;460;307;0;833;136;273;235;189;0;0;0;0;0;0;0;223;0;83;111;29;0;313;0;110;114;89;0
240725;153;0;25;72;56;0;102;0;20;35;47;0;8;0;0;8;0;0;38;0;0;29;9;0;5;0;5;0;0;0
240730;349;10;137;142;60;0;280;0;104;121;55;0;0;0;0;0;0;0;27;0;1;21;5;0;42;10;32;0;0;0
240740;381;1;105;154;102;19;281;1;90;95;76;19;0;0;0;0;0;0;42;0;0;34;8;0;58;0;15;25;18;0
240750;508;0;173;204;130;1;256;0;94;96;65;1;0;0;0;0;0;0;27;0;4;12;11;0;225;0;75;96;54;0
240760;234;18;43;138;35;0;167;10;31;91;35;0;10;0;0;10;0;0;36;0;0;36;0;0;21;8;12;1;0;0
240770;405;8;150;173;74;0;268;0;102;112;54;0;106;8;48;38;12;0;31;0;0;23;8;0;0;0;0;0;0;0
240780;677;4;8;458;207;0;499;4;4;354;137;0;0;0;0;0;0;0;109;0;0;71;38;0;69;0;4;33;32;0
240790;277;63;88;58;68;0;206;50;73;40;43;0;0;0;0;0;0;0;40;10;10;10;10;0;31;3;5;8;15;0
240800;5416;0;Ignorado;Ignorado;Ignorado;0;3972;0;1108;1319;1545;0;19;0;1;8;10;0;1253;0;Ignorado;Ignorado;Ignorado;0;167;0;0;167;0;0
240810;14792;10;2976;4779;6264;763;10821;6;2715;2211;5311;578;1039;0;86;925;28;0;480;1;11;125;322;21;1592;3;164;658;603;164
240820;739;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;326;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;109;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;304;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
240830;841;181;81;318;203;58;609;181;63;253;55;57;0;0;0;0;0;0;191;0;10;32;148;1;0;0;0;0;0;0
240840;263;0;69;119;56;19;143;0;40;67;21;15;0;0;0;0;0;0;84;0;17;47;16;4;36;0;12;5;19;0
240850;237;0;52;134;50;1;158;0;40;90;27;1;0;0;0;0;0;0;45;0;6;26;13;0;34;0;6;18;10;0
240860;247;0;85;125;37;0;181;0;68;87;26;0;0;0;0;0;0;0;38;0;12;23;3;0;28;0;5;15;8;0
240870;308;12;59;182;55;0;292;12;59;169;52;0;0;0;0;0;0;0;16;0;0;13;3;0;0;0;0;0;0;0
240880;196;8;31;129;28;0;163;8;29;110;16;0;0;0;0;0;0;0;19;0;2;7;10;0;14;0;0;12;2;0
240890;803;264;142;246;151;0;632;239;106;158;129;0;0;0;0;0;0;0;43;0;0;36;7;0;128;25;36;52;15;0
240895;428;0;116;174;135;3;232;0;78;89;62;3;0;0;0;0;0;0;57;0;0;57;0;0;139;0;38;28;73;0
240910;410;3;203;125;79;0;259;3;120;72;64;0;0;0;0;0;0;0;22;0;4;15;3;0;129;0;79;38;12;0
240920;298;4;144;92;58;0;174;4;99;34;37;0;7;0;0;7;0;0;73;0;29;36;8;0;44;0;16;15;13;0
240930;369;19;68;159;123;0;306;19;63;119;105;0;0;0;0;0;0;0;54;0;5;34;15;0;9;0;0;6;3;0
240933;261;0;70;75;96;20;203;0;50;60;73;20;0;0;0;0;0;0;50;0;20;15;15;0;8;0;0;0;8;0
240940;751;0;315;226;210;0;579;0;232;180;167;0;0;0;0;0;0;0;76;0;5;32;39;0;96;0;78;14;4;0
240950;217;7;43;137;30;0;162;7;34;105;16;0;0;0;0;0;0;0;14;0;0;6;8;0;41;0;9;26;6;0
240960;221;12;69;85;55;0;149;12;54;60;23;0;0;0;0;0;0;0;49;0;15;25;9;0;23;0;0;0;23;0
240970;488;5;171;251;61;0;92;0;31;47;14;0;0;0;0;0;0;0;54;0;0;44;10;0;342;5;140;160;37;0
240980;683;25;80;392;180;6;653;25;80;362;180;6;0;0;0;0;0;0;30;0;0;30;0;0;0;0;0;0;0;0
240990;677;4;206;252;215;0;479;4;146;161;168;0;0;0;0;0;0;0;173;0;52;77;44;0;25;0;8;14;3;0
241000;236;37;72;80;44;3;136;27;51;38;18;2;0;0;0;0;0;0;46;4;17;21;3;1;54;6;4;21;23;0
241010;511;0;446;0;56;9;386;0;321;0;56;9;0;0;0;0;0;0;71;0;71;0;0;0;54;0;54;0;0;0
241020;320;1;112;133;41;33;255;1;99;92;31;32;20;0;0;20;0;0;36;0;4;21;10;1;9;0;9;0;0;0
241025;483;2;190;229;62;0;286;2;83;152;49;0;0;0;0;0;0;0;46;0;16;23;7;0;151;0;91;54;6;0
241030;504;0;122;254;122;6;250;0;52;93;101;4;0;0;0;0;0;0;36;0;0;21;13;2;198;0;70;120;8;0
241040;350;0;162;52;134;2;320;0;161;34;123;2;0;0;0;0;0;0;30;0;1;18;11;0;0;0;0;0;0;0
241050;224;2;45;70;97;10;179;2;30;60;80;7;0;0;0;0;0;0;41;0;11;10;17;3;4;0;4;0;0;0
241060;195;22;37;63;65;8;83;0;5;17;55;6;0;0;0;0;0;0;9;0;0;5;2;2;103;22;32;41;8;0
241070;192;0;51;92;49;0;146;0;37;71;38;0;0;0;0;0;0;0;37;0;12;14;11;0;9;0;2;7;0;0
241080;288;0;97;110;72;9;188;0;79;54;52;3;11;0;0;7;4;0;44;0;14;19;10;1;45;0;4;30;6;5
241090;352;6;87;182;72;5;281;6;76;138;56;5;0;0;0;0;0;0;42;0;11;29;2;0;29;0;0;15;14;0
241100;238;0;15;129;94;0;160;0;15;90;55;0;7;0;0;7;0;0;24;0;0;17;7;0;47;0;0;15;32;0
241105;312;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;192;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;20;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;100;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
241110;270;78;58;64;61;9;232;78;52;45;48;9;0;0;0;0;0;0;26;0;6;13;7;0;12;0;0;6;6;0
241120;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;Ignorado;0;0;Ignorado;Ignorado;0;Ignorado;0;0;Ignorado;Ignorado;0;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
241140;616;4;140;373;99;0;503;3;117;296;87;0;0;0;0;0;0;0;83;1;19;54;9;0;30;0;4;23;3;0
241142;206;0;63;86;57;0;121;0;51;45;25;0;0;0;0;0;0;0;60;0;12;41;7;0;25;0;0;0;25;0
241150;548;2;113;260;69;104;393;2;84;179;48;80;0;0;0;0;0;0;72;0;11;42;13;6;83;0;18;39;8;18
241160;250;3;29;170;48;0;189;3;26;134;26;0;0;0;0;0;0;0;59;0;3;36;20;0;2;0;0;0;2;0
241170;424;0;213;131;80;0;382;0;198;106;78;0;0;0;0;0;0;0;42;0;15;25;2;0;0;0;0;0;0;0
241180;247;3;68;123;53;0;0;0;0;0;0;0;146;2;33;69;42;0;63;0;19;36;8;0;38;1;16;18;3;0
241190;237;61;54;84;38;0;218;55;50;76;37;0;11;5;2;4;0;0;8;1;2;4;1;0;0;0;0;0;0;0
241200;2395;30;378;1356;631;0;1399;29;162;739;469;0;0;0;0;0;0;0;547;1;91;358;97;0;446;0;125;256;65;0
241210;284;20;89;117;27;31;132;12;61;35;9;15;58;6;20;32;0;0;73;2;8;40;10;13;21;0;0;10;8;3
241220;1382;8;173;748;453;0;589;6;59;208;316;0;76;0;0;76;0;0;717;2;114;464;137;0;0;0;0;0;0;0
241230;676;0;58;366;137;115;524;0;27;264;119;114;0;0;0;0;0;0;22;0;0;19;2;1;130;0;31;83;16;0
241240;208;0;33;96;79;0;148;0;32;58;58;0;0;0;0;0;0;0;50;0;1;28;21;0;10;0;0;10;0;0
241250;912;0;173;378;293;68;415;0;57;126;164;68;0;0;0;0;0;0;74;0;18;37;19;0;423;0;98;215;110;0
241255;465;0;82;278;78;27;318;0;56;171;64;27;18;0;0;18;0;0;49;0;20;25;4;0;80;0;6;64;10;0
241260;642;5;1;434;102;100;358;3;0;197;71;87;0;0;0;0;0;0;99;2;1;76;15;5;185;0;0;161;16;8
241270;271;16;47;130;78;0;155;16;30;57;52;0;0;0;0;0;0;0;40;0;10;22;8;0;76;0;7;51;18;0
241280;303;6;26;170;101;0;0;0;0;0;0;0;200;6;17;96;81;0;47;0;5;32;10;0;56;0;4;42;10;0
241290;460;25;97;165;142;31;437;25;95;148;139;30;0;0;0;0;0;0;19;0;2;14;2;1;4;0;0;3;1;0
241300;328;6;114;137;65;6;288;6;90;126;60;6;0;0;0;0;0;0;35;0;24;6;5;0;5;0;0;5;0;0
241310;265;13;79;96;36;41;191;7;60;52;32;40;0;0;0;0;0;0;67;6;19;37;4;1;7;0;0;7;0;0
241320;378;38;151;147;42;0;135;0;71;43;21;0;0;0;0;0;0;0;10;0;0;7;3;0;233;38;80;97;18;0
241330;310;75;117;90;27;1;101;22;20;32;26;1;0;0;0;0;0;0;32;8;16;8;0;0;177;45;81;50;1;0
241335;408;28;169;165;46;0;196;28;77;52;39;0;45;0;29;15;1;0;64;0;17;44;3;0;103;0;46;54;3;0
241340;310;39;26;123;119;3;88;0;3;14;68;3;77;2;11;50;14;0;47;0;4;28;15;0;98;37;8;31;22;0
241350;195;0;71;16;101;7;159;0;51;6;95;7;0;0;0;0;0;0;36;0;20;10;6;0;0;0;0;0;0;0
241355;255;31;79;79;38;28;171;20;48;53;26;24;0;0;0;0;0;0;31;0;14;11;4;2;53;11;17;15;8;2
241360;352;0;0;257;95;0;244;0;0;159;85;0;0;0;0;0;0;0;93;0;0;84;9;0;15;0;0;14;1;0
241370;311;11;79;155;66;0;200;5;43;102;50;0;0;0;0;0;0;0;109;6;36;52;15;0;2;0;0;1;1;0
241380;220;2;41;70;97;10;179;2;30;60;80;7;0;0;0;0;0;0;41;0;11;10;17;3;0;0;0;0;0;0
241390;472;3;162;192;112;3;267;3;97;88;76;3;0;0;0;0;0;0;86;0;25;55;6;0;119;0;40;49;30;0
241400;433;9;83;177;161;3;323;8;63;105;144;3;31;0;0;31;0;0;32;0;8;22;2;0;47;1;12;19;15;0
241410;389;9;68;250;62;0;222;5;48;128;41;0;0;0;0;0;0;0;7;0;0;4;3;0;160;4;20;118;18;0
241415;333;0;78;134;105;16;303;0;75;117;95;16;0;0;0;0;0;0;28;0;3;17;8;0;2;0;0;0;2;0
241420;479;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;295;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;38;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;138;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
241430;328;0;122;137;61;8;262;0;101;96;57;8;13;0;0;12;1;0;53;0;21;29;3;0;0;0;0;0;0;0
241440;1284;44;228;481;479;52;1029;41;209;349;382;48;0;0;0;0;0;0;167;0;4;89;72;2;88;3;15;43;25;2
241445;275;0;104;140;31;0;237;0;87;122;28;0;0;0;0;0;0;0;38;0;17;18;3;0;0;0;0;0;0;0
241450;450;0;108;157;150;35;330;0;100;108;97;25;0;0;0;0;0;0;70;0;0;45;15;10;50;0;8;4;38;0
241460;542;32;51;344;107;8;480;29;45;313;86;7;0;0;0;0;0;0;47;3;6;31;6;1;15;0;0;0;15;0
241470;189;0;66;65;58;0;161;0;64;47;50;0;0;0;0;0;0;0;12;0;0;7;5;0;16;0;2;11;3;0
241475;333;44;136;64;82;7;139;9;58;23;43;6;9;0;0;9;0;0;47;0;22;16;9;0;138;35;56;16;30;1
241480;603;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;374;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;64;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;165;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
241490;147;33;30;35;37;12;81;19;17;16;19;10;0;0;0;0;0;0;46;14;13;11;6;2;20;0;0;8;12;0
241500;193;6;92;43;51;1;80;2;47;4;27;0;0;0;0;0;0;0;26;0;5;13;7;1;87;4;40;26;17;0
250010;490;93;112;153;82;50;381;69;88;111;65;48;0;0;0;0;0;0;7;3;2;1;1;0;102;21;22;41;16;2
250020;349;39;128;107;66;9;153;39;69;21;16;8;0;0;0;0;0;0;108;0;32;46;29;1;88;0;27;40;21;0
250030;1026;0;160;562;213;91;710;0;132;348;141;89;0;0;0;0;0;0;144;0;28;90;25;1;172;0;0;124;47;1
250040;733;7;278;255;152;41;602;7;235;217;114;29;0;0;0;0;0;0;116;0;40;32;32;12;15;0;3;6;6;0
250050;605;15;227;165;97;101;425;14;180;96;40;95;0;0;0;0;0;0;95;1;42;39;10;3;85;0;5;30;47;3
250053;356;5;150;101;93;7;185;2;81;59;36;7;0;0;0;0;0;0;36;0;7;14;15;0;135;3;62;28;42;0
250057;322;17;167;64;73;1;191;12;106;25;47;1;0;0;0;0;0;0;73;3;39;24;7;0;58;2;22;15;19;0
250060;626;0;260;257;70;39;554;0;260;215;45;34;0;0;0;0;0;0;72;0;0;42;25;5;0;0;0;0;0;0
250070;687;19;139;452;68;9;335;19;133;149;26;8;0;0;0;0;0;0;86;0;3;66;16;1;266;0;3;237;26;0
250073;296;3;129;108;56;0;140;3;60;34;43;0;0;0;0;0;0;0;15;0;2;9;4;0;141;0;67;65;9;0
250077;312;15;83;82;128;4;91;15;33;21;18;4;0;0;0;0;0;0;44;0;0;9;35;0;177;0;50;52;75;0
250080;951;33;294;406;157;61;0;0;0;0;0;0;825;33;260;326;145;61;126;0;34;80;12;0;0;0;0;0;0;0
250090;617;25;257;242;93;0;327;19;157;103;48;0;0;0;0;0;0;0;124;1;54;56;13;0;166;5;46;83;32;0
250100;674;165;222;192;82;13;77;0;4;21;43;9;375;77;168;99;28;3;42;2;12;20;7;1;180;86;38;52;4;0
250110;925;320;98;387;111;9;606;235;68;223;80;0;144;70;17;43;14;0;86;14;12;43;17;0;89;1;1;78;0;9
250115;169;3;44;84;32;6;141;2;31;72;30;6;0;0;0;0;0;0;23;1;13;7;2;0;5;0;0;5;0;0
250120;337;5;75;98;159;0;232;0;45;47;140;0;0;0;0;0;0;0;15;0;0;8;7;0;90;5;30;43;12;0
250130;755;0;264;235;256;0;498;0;209;124;165;0;14;0;0;14;0;0;49;0;9;17;23;0;194;0;46;80;68;0
250135;225;55;30;79;48;13;124;33;17;29;32;13;0;0;0;0;0;0;101;22;13;50;16;0;0;0;0;0;0;0
250140;446;20;130;198;96;2;160;13;71;28;48;0;0;0;0;0;0;0;50;0;10;24;14;2;236;7;49;146;34;0
250150;1036;80;300;297;352;7;738;64;186;211;274;3;50;5;30;13;2;0;248;11;84;73;76;4;0;0;0;0;0;0
250153;242;0;85;96;42;19;214;0;77;78;40;19;0;0;0;0;0;0;28;0;8;18;2;0;0;0;0;0;0;0
250157;359;2;65;135;139;18;320;2;65;114;121;18;0;0;0;0;0;0;32;0;0;21;11;0;7;0;0;0;7;0
250160;643;0;231;203;131;78;551;0;224;135;117;75;0;0;0;0;0;0;22;0;1;13;7;1;70;0;6;55;7;2
250170;276;21;98;101;45;11;125;11;63;26;14;11;0;0;0;0;0;0;51;10;10;24;7;0;100;0;25;51;24;0
250180;2247;0;409;884;954;0;1825;0;392;587;846;0;0;0;0;0;0;0;422;0;17;297;108;0;0;0;0;0;0;0
250190;804;0;235;393;170;6;343;0;96;185;60;2;0;0;0;0;0;0;101;0;0;57;40;4;360;0;139;151;70;0
250200;325;0;66;199;60;0;231;0;53;137;41;0;0;0;0;0;0;0;42;0;10;27;5;0;52;0;3;35;14;0
250205;203;0;81;93;23;6;116;0;70;32;9;5;0;0;0;0;0;0;30;0;7;17;5;1;57;0;4;44;9;0
250210;343;2;99;196;42;4;181;2;76;78;23;2;0;0;0;0;0;0;85;0;11;68;6;0;77;0;12;50;13;2
250215;335;8;121;131;59;16;157;8;66;40;36;7;0;0;0;0;0;0;105;0;9;73;22;1;73;0;46;18;1;8
250220;143;32;50;41;20;0;105;32;38;21;14;0;0;0;0;0;0;0;15;0;7;7;1;0;23;0;5;13;5;0
250230;274;1;62;187;24;0;207;0;57;134;16;0;0;0;0;0;0;0;29;1;5;20;3;0;38;0;0;33;5;0
250240;608;14;290;196;96;12;268;2;159;71;31;5;0;0;0;0;0;0;125;0;21;53;45;6;215;12;110;72;20;1
250250;798;118;198;145;270;67;632;58;195;64;250;65;0;0;0;0;0;0;68;0;0;60;6;2;94;60;3;17;14;0
250260;399;40;45;200;81;33;254;40;25;104;60;25;0;0;0;0;0;0;108;0;6;93;6;3;37;0;14;3;15;5
250270;288;0;125;84;43;36;169;0;77;43;18;31;0;0;0;0;0;0;86;0;43;22;16;5;33;0;5;19;9;0
250280;455;0;134;219;83;19;358;0;134;151;54;19;0;0;0;0;0;0;21;0;0;16;5;0;76;0;0;52;24;0
250290;368;16;222;75;55;0;0;0;0;0;0;0;134;0;105;21;8;0;13;0;5;5;3;0;221;16;112;49;44;0
250300;1424;28;978;215;174;29;1144;28;929;41;126;20;19;0;7;9;3;0;225;0;40;159;22;4;36;0;2;6;23;5
250310;242;2;95;87;53;5;185;2;93;61;24;5;0;0;0;0;0;0;15;0;1;5;9;0;42;0;1;21;20;0
250320;2853;0;636;1090;942;185;1732;0;414;623;585;110;0;0;0;0;0;0;244;0;23;99;94;28;869;0;199;360;263;47
250330;344;0;103;86;89;66;269;0;98;62;62;47;0;0;0;0;0;0;33;0;0;16;12;5;42;0;5;8;15;14
250340;256;17;52;106;73;8;121;17;36;34;30;4;0;0;0;0;0;0;65;0;10;47;8;0;70;0;6;25;35;4
250350;589;10;198;218;163;0;417;7;140;129;141;0;0;0;0;0;0;0;96;0;55;31;10;0;76;3;3;58;12;0
250355;362;0;120;155;85;2;155;0;38;62;53;2;0;0;0;0;0;0;48;0;35;8;5;0;159;0;47;85;27;0
250360;385;8;132;115;101;29;369;8;132;103;97;29;0;0;0;0;0;0;12;0;0;12;0;0;4;0;0;0;4;0
250370;312;15;83;82;128;4;91;15;33;21;18;4;0;0;0;0;0;0;44;0;0;9;35;0;177;0;50;52;75;0
250375;279;0;123;95;61;0;181;0;57;69;55;0;0;0;0;0;0;0;30;0;11;16;3;0;68;0;55;10;3;0
250380;363;14;164;131;49;5;217;11;112;64;30;0;0;0;0;0;0;0;108;3;52;49;4;0;38;0;0;18;15;5
250390;250;29;86;77;52;6;223;18;83;68;48;6;0;0;0;0;0;0;22;6;3;9;4;0;5;5;0;0;0;0
250400;8503;562;1803;2200;3181;757;6489;176;878;1718;2978;739;1818;384;923;373;134;4;119;2;0;38;66;13;17;0;2;11;3;1
250403;354;0;119;94;141;0;184;0;40;32;112;0;0;0;0;0;0;0;36;0;8;12;16;0;134;0;71;50;13;0
250407;205;0;34;111;55;5;118;0;2;73;38;5;0;0;0;0;0;0;57;0;23;24;10;0;30;0;9;14;7;0
250410;261;43;104;71;43;0;103;26;42;17;18;0;0;0;0;0;0;0;22;5;7;8;2;0;136;12;55;46;23;0
250415;412;2;265;99;28;18;0;0;0;0;0;0;242;0;186;30;13;13;85;0;30;40;15;0;85;2;49;29;0;5
250420;242;8;72;77;79;6;185;8;72;48;51;6;0;0;0;0;0;0;22;0;0;15;7;0;35;0;0;14;21;0
250430;913;6;250;358;199;100;655;3;168;256;163;65;0;0;0;0;0;0;33;0;0;13;7;13;225;3;82;89;29;22
250435;243;0;85;71;61;26;138;0;39;42;32;25;0;0;0;0;0;0;22;0;0;16;5;1;83;0;46;13;24;0
250440;839;70;293;313;152;11;546;40;221;208;70;7;0;0;0;0;0;0;52;0;5;30;17;0;241;30;67;75;65;4
