"","code_merge","code_muni","cand_reelec_2012","cand_sex_2012","cand_age_2012","cand_esc_2012","cand_reelec_2008","cand_sex_2008","cand_age_2008","cand_esc_2008","code_muni2","pop_2012","pop_2008","IDHM","UF.x","MUNICIPIO.x","log_to_brasilia","log_to_capital","Nome_UF","MicrorregiãoGeográfica_Nome","metropolitano","bur_escol_2008.x","bur_terc_2008.x","bur_espel_2008.x","bur_polit_2008.x","bur_escol_2008.y","bur_terc_2008.y","bur_espel_2008.y","bur_polit_2008.y","bur_consel_2008","bur_consel_2012","alinhamento_federal_2008","alinhamento_estadual_2008","alinhamento_politico_2008","alinhamento_ambos_2008","n_alinhado_2008","alinhamento_federal_2012","alinhamento_estadual_2012","alinhamento_politico_2012","alinhamento_ambos_2012","n_alinhado_2012","partido_pt_2012","competpol_NEP_2004","competpol_candvaga_2004","competpol_NEP_2008","competpol_candvaga_2008","municipio.x","Habilitado","inova7","UF.y","MUNICIPIO.y","municipio.y","rec_orcamento_2012","log_orcamento_2012","orcamento_proppop_2012"
"1518","MGitueta",313410,"Não","Masculino","36",0,"Não","Masculino","50",0,"3134103",5859,6038,0.635,"MG","Itueta",6.71097367784598,5.68897335900249,"Minas Gerais","Aimorés",0,0.187943262411348,0.0815602836879433,2.81914893617021,0.0851063829787234,0.187943262411348,0.0815602836879433,2.81914893617021,0.0851063829787234,0,0,0,0,0,0,1,0,0,0,0,1,0,1.99909327,2,1.939148577,2,"itueta","Sim",1,"MG","Itueta","itueta",12946300.52,16.3763206311659,2209.64337258918
"1519","MGituiutaba",313420,"Sim","Masculino","67",1,"Não","Masculino","66",1,"3134202",98392,96122,0.739,"MG","Ituiutaba",5.96671068264175,6.37234661995529,"Minas Gerais","Ituiutaba",0,0.266504657756177,0.347509113001215,1334,0.112191170514378,0.266504657756177,0.347509113001215,1334,0.112191170514378,1,1,0,0,0,0,1,0,0,0,0,1,0,3.389534376,5,2.083685432,3,"ituiutaba","Não",0,"MG","Ituiutaba","ituiutaba",186940831,19.0463027129854,1899.95966135458
"1521","MGiturama",313440,"Sim","Masculino","45",1,"Não","Masculino","42",1,"3134400",35308,32845,0.747,"MG","Iturama",6.21514795267466,6.48156181522349,"Minas Gerais","Frutal",0,0.205378973105134,0.0128361858190709,607.555012224939,0.0611246943765281,0.205378973105134,0.0128361858190709,607.555012224939,0.0611246943765281,1,1,0,0,0,0,1,0,0,0,0,1,0,4.704838506,5,2.102707253,4,"iturama","Não",0,"MG","Iturama","iturama",92990460.06,18.3480074658558,2633.69378214569
"1528","MGjaiba",313505,"Não","Masculino","38",1,"Não","Masculino","44",0,"3135050",34539,31758,0.638,"MG","Jaíba",6.12804752889452,6.21248584804109,"Minas Gerais","Janaúba",0,0.0758293838862559,0.582938388625592,380,0.0568720379146919,0.0758293838862559,0.582938388625592,380,0.0568720379146919,1,0,0,0,0,0,1,0,0,0,0,1,0,1.958127385,2,2.561472898,3,"jaiba","Não",0,"MG","Jaiba","jaiba",43947619.21,17.5985090102073,1272.40566345291
"1530","MGjanauba",313510,"Não","Masculino","66",0,"Não","Masculino","48",1,"3135100",67581,67941,0.696,"MG","Janaúba",6.20342580901962,6.11270825439335,"Minas Gerais","Janaúba",0,0.0661118816458622,0.509015256588072,981,0.0360610263522885,0.0661118816458622,0.509015256588072,981,0.0360610263522885,1,1,0,1,1,0,0,1,0,1,0,0,0,1.996833214,2,2.907371956,3,"janauba","Sim",1,"MG","Janauba","janauba",101666144.01,18.4372049050051,1504.35986460692
"1532","MGjaparaiba",313530,"Não","Masculino","39",0,"Sim","Masculino","40",0,"3135308",4010,3832,0.721,"MG","Japaraíba",6.30744248871461,5.10975638496406,"Minas Gerais","Bom Despacho",0,0.384615384615385,0,0.839160839160839,0.160839160839161,0.384615384615385,0,0.839160839160839,0.160839160839161,1,1,0,0,0,0,1,0,0,0,0,1,0,2.340745798,3,1.71335922,2,"japaraiba","Não",0,"MG","Japaraiba","japaraiba",10308202.89,16.1484505333314,2570.62416209476
"1536","MGjequitinhonha",313580,"Não","Feminino","42",1,"Sim","Masculino","44",1,"3135803",24317,24879,0.615,"MG","Jequitinhonha",6.61142256404957,6.19178972834151,"Minas Gerais","Almenara",0,0.0866141732283465,0.725721784776903,190,0.0249343832020997,0.0866141732283465,0.725721784776903,190,0.0249343832020997,1,1,0,1,1,0,0,0,1,1,0,0,0,2.189948798,3,1.802391801,2,"jequitinhonha","Sim",1,"MG","Jequitinhonha","jequitinhonha",40336653,17.5127711172911,1658.78410165728
"1541","MGjoao pinheiro",313630,"Não","Masculino","51",1,"Não","Masculino","39",0,"3136306",45848,44834,0.697,"MG","João Pinheiro",5.66108372012309,5.79331843996706,"Minas Gerais","Paracatu",0,0.285226302305722,0,1132,0.0333048676345004,0.285226302305722,0,1132,0.0333048676345004,1,1,0,0,0,0,1,0,0,0,0,1,0,2.795434169,4,1.946829985,2,"joao pinheiro","Não",0,"MG","Joao Pinheiro","joao pinheiro",72215896.18,18.0951707483275,1575.11551605304
"1547","MGjuatuba",313665,"Não","Masculino","75",0,"Não","Masculino","60",0,"3136652",23080,20567,0.717,"MG","Juatuba",6.39586241925572,3.76491414038993,"Minas Gerais","Belo Horizonte",1,0.230605738575983,0.0818278427205101,727,0.120085015940489,0.230605738575983,0.0818278427205101,727,0.120085015940489,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2.681049816,4,"juatuba","Não",0,"MG","Juatuba","juatuba",63644494.22,17.9688233783622,2757.56040814558
"1548","MGjuiz de fora",313670,"Não","Masculino","39",1,"Não","Masculino","61",1,"3136702",525225,520612,0.778,"MG","Juiz de Fora",6.71119279989784,5.41818711239842,"Minas Gerais","Juiz de Fora",0,0.449387292760787,0.195345484502111,6618.00597260838,0.0456183709195757,0.449387292760787,0.195345484502111,6618.00597260838,0.0456183709195757,1,1,0,0,0,0,1,0,1,1,0,0,0,3.484648305,6,5.014051167,8,"juiz de fora","Sim",1,"MG","Juiz de Fora","juiz de fora",1112609582.04,20.8299740678639,2118.34848310724
"1549","MGjuramento",313680,"Não","Masculino","39",1,"Não","Masculino","46",1,"3136801",4146,4092,0.669,"MG","Juramento",6.17050990970039,5.80642931161634,"Minas Gerais","Montes Claros",0,0.052924791086351,0.328690807799443,203,0.105849582172702,0.052924791086351,0.328690807799443,203,0.105849582172702,0,0,0,0,0,0,1,0,1,1,0,0,0,2.909272667,4,3.403307894,4,"juramento","Não",0,"MG","Juramento","juramento",7023496.42,15.7647717175356,1694.04158707188
"1555","MGlagoa dos patos",313730,"Sim","Masculino","46",0,"Não","Masculino","42",0,"3137304",4191,4586,0.634,"MG","Lagoa dos Patos",5.94379625340648,5.77445837350217,"Minas Gerais","Pirapora",0,0.202797202797203,0.318181818181818,175,0.0699300699300699,0.202797202797203,0.318181818181818,175,0.0699300699300699,0,1,1,0,1,0,0,0,0,0,0,1,0,1.994697054,2,1.935724391,2,"lagoa dos patos","Sim",1,"MG","Lagoa dos Patos","lagoa dos patos",11849456.38,16.2877925493876,2827.35776187068
"1558","MGlagoa grande",313753,"Não","Masculino","38",1,"Sim","Masculino","52",0,"3137536",8786,9074,0.679,"MG","Lagoa Grande",5.61214221910102,5.85194382563672,"Minas Gerais","Paracatu",0,0.251445086705202,0,319,0.0780346820809249,0.251445086705202,0,319,0.0780346820809249,1,1,0,1,1,0,0,0,1,1,0,0,0,2.103728664,3,1.980272641,2,"lagoa grande","Sim",1,"MG","Lagoa Grande","lagoa grande",16266570.81,16.60462268931,1851.41939562941
"1565","MGlavras",313820,"Não","Masculino","45",1,"Sim","Feminino","59",1,"3138203",94228,91333,0.782,"MG","Lavras",6.52448698863102,5.25973245123247,"Minas Gerais","Lavras",0,0.380881808077066,0,1765.2901074472,0.0485364949981475,0.380881808077066,0,1765.2901074472,0.0485364949981475,1,1,0,1,1,0,0,0,1,1,0,0,0,2.197588444,4,2.741661427,3,"lavras","Sim",1,"MG","Lavras","lavras",178639549.15,19.0008806417021,1895.82235800399
"1568","MGleopoldina",313840,"Não","Masculino","63",1,"Não","Masculino","67",1,"3138401",51286,51452,0.726,"MG","Leopoldina",6.74277449808402,5.45775405080453,"Minas Gerais","Cataguases",0,0.247422680412371,0.293814432989691,921,0.0279823269513991,0.247422680412371,0.293814432989691,921,0.0279823269513991,1,1,0,0,0,0,1,0,1,1,0,0,0,2.511163042,3,2.83792898,3,"leopoldina","Sim",1,"MG","Leopoldina","leopoldina",59638386.87,17.9038099997083,1162.85900382171
"1576","MGluz",313880,"Não","Masculino","64",0,"Sim","Masculino","46",1,"3138807",17585,17756,0.724,"MG","Luz",6.22710962764512,5.19844178112078,"Minas Gerais","Bom Despacho",0,0.315978456014363,0.238779174147217,405,0.0341113105924596,0.315978456014363,0.238779174147217,405,0.0341113105924596,1,1,1,0,1,0,0,1,0,1,0,0,0,3.095447266,5,2.749685818,3,"luz","Não",0,"MG","Luz","luz",32423315.71,17.2943883426388,1843.80527210691
"1580","MGmalacacheta",313920,"Não","Feminino","66",0,"Não","Masculino","42",1,"3139201",18705,18296,0.618,"MG","Malacacheta",6.49798089928587,5.68873651645093,"Minas Gerais","Teófilo Otoni",0,0.164362519201229,0.331797235023041,369,0.101382488479263,0.164362519201229,0.331797235023041,369,0.101382488479263,1,0,0,0,0,0,1,0,0,0,0,1,0,1.938929005,2,1.980828088,2,"malacacheta","Sim",1,"MG","Malacacheta","malacacheta",28796987.76,17.1757813479694,1539.53422935044
"1593","MGmarlieria",314030,"Não","Masculino","51",0,"Não","Masculino","61",1,"3140308",4008,3819,0.657,"MG","Marliéria",6.55517195294666,4.85686232070672,"Minas Gerais","Ipatinga",0,0.0928270042194093,0.143459915611814,159,0.185654008438819,0.0928270042194093,0.143459915611814,159,0.185654008438819,0,1,0,1,1,0,0,1,0,1,0,0,0,1.681901406,2,2.982328892,3,"marlieria","Não",0,"MG","Marlieria","marlieria",11286799.88,16.2391444486486,2816.06783433134
"1594","MGmarmelopolis",314040,"Não","Masculino","56",0,"Sim","Masculino","43",1,"3140407",2919,3171,0.65,"MG","Marmelópolis",6.68003878769779,5.76327704644184,"Minas Gerais","Itajubá",0,0.263565891472868,0,121,0.062015503875969,0.263565891472868,0,121,0.062015503875969,0,1,0,0,0,0,1,0,0,0,0,1,0,3.107834653,4,1.838953908,2,"marmelopolis","Não",0,"MG","Marmelopolis","marmelopolis",8296258.32,15.9313151663045,2842.15769784173
"1599","MGmateus leme",314070,"Sim","Masculino","52",0,"Não","Masculino","48",0,"3140704",28417,26631,0.704,"MG","Mateus Leme",6.39131391643051,3.96670056671884,"Minas Gerais","Belo Horizonte",1,0.177071509648127,0.190692395005675,623.040862656073,0.0351872871736663,0.177071509648127,0.190692395005675,623.040862656073,0.0351872871736663,1,1,1,0,1,0,0,0,0,0,0,1,0,3.451950133,5,3.097479663,4,"mateus leme","Sim",1,"MG","Mateus Leme","mateus leme",45189533.02,17.6263760476319,1590.22884259422
"1605","MGmatozinhos",314110,"Não","Masculino","58",1,"Não","Masculino","65",1,"3141108",34624,34789,0.731,"MG","Matozinhos",6.37229537425779,3.45410603731756,"Minas Gerais","Sete Lagoas",1,0.127245508982036,0.203592814371257,896,0.125748502994012,0.127245508982036,0.203592814371257,896,0.125748502994012,1,1,0,0,0,0,1,0,0,0,0,1,0,2.994386136,4,3.562191759,7,"matozinhos","Não",0,"MG","Matozinhos","matozinhos",51527604.27,17.7576282272772,1488.20483681839
"1614","MGmiradouro",314210,"Não","Masculino","35",1,"Sim","Masculino","45",1,"3142106",10324,10575,0.663,"MG","Miradouro",6.70781542749956,5.32908902521479,"Minas Gerais","Muriaé",0,0.235169491525424,0,426,0.0974576271186441,0.235169491525424,0,426,0.0974576271186441,0,0,0,0,0,0,1,0,0,0,0,1,0,1.980749648,2,1.99018378,2,"miradouro","Sim",1,"MG","Miradouro","miradouro",16381765.55,16.6116794175159,1586.7653574196
"1615","MGmirai",314220,"Não","Masculino","49",0,"Sim","Masculino","50",1,"3142205",14009,13418,0.68,"MG","Miraí",6.71233632451091,5.33460107862528,"Minas Gerais","Muriaé",0,0.0747330960854092,0.348754448398576,329,0.0658362989323843,0.0747330960854092,0.348754448398576,329,0.0658362989323843,1,1,0,0,0,0,1,0,0,0,0,1,0,2.145890372,3,2.171473853,3,"mirai","Não",0,"MG","Mirai","mirai",20786021.43,16.8497912721124,1483.76196944821
"1634","MGmuriae",314390,"Não","Masculino","56",1,"Sim","Masculino","83",0,"3143906",102074,99006,0.734,"MG","Muriaé",6.72804231684473,5.39752901661898,"Minas Gerais","Muriaé",0,0.274184927846072,0.00106894708711919,1773,0.051309460181721,0.274184927846072,0.00106894708711919,1773,0.051309460181721,1,1,0,0,0,0,1,0,0,0,0,1,0,2.819537846,6,1.992383221,3,"muriae","Sim",1,"MG","Muriae","muriae",179269473.31,19.004400669256,1756.26969953171
"1635","MGmutum",314400,"Não","Masculino","39",0,"Não","Masculino","57",1,"3144003",26657,27105,0.644,"MG","Mutum",6.70898721680924,5.57378767804001,"Minas Gerais","Aimorés",0,0.116644823066841,0.363040629095675,457.001310615989,0.0288335517693316,0.116644823066841,0.363040629095675,457.001310615989,0.0288335517693316,1,1,0,0,0,0,1,1,0,1,0,0,0,1.989322898,2,1.996373368,2,"mutum","Não",0,"MG","Mutum","mutum",29375702.87,17.1956784576317,1101.98832839404
"1638","MGnanuque",314430,"Não","Masculino","43",1,"Não","Masculino","64",1,"3144300",40716,41389,0.701,"MG","Nanuque",6.73124480509291,6.08278952380134,"Minas Gerais","Nanuque",0,0.0628453038674033,0,716.453729281768,0.0517955801104972,0.0628453038674033,0,716.453729281768,0.0517955801104972,1,1,0,0,0,0,1,0,0,0,0,1,0,2.820424641,4,2.89555697,3,"nanuque","Não",0,"MG","Nanuque","nanuque",47374378.57,17.6735921040249,1163.53223720405
"1640","MGnatalandia",314437,"Sim","Masculino","37",0,"Não","Masculino","Ignorado",0,"3144375",3279,3371,0.671,"MG","Natalândia",5.15513959687171,6.12152743140615,"Minas Gerais","Unaí",0,0.190954773869347,0,179,0.100502512562814,0.190954773869347,0,179,0.100502512562814,0,0,0,0,0,0,1,0,0,0,0,1,0,1.989987045,2,1.995776049,2,"natalandia","Não",0,"MG","Natalandia","natalandia",8638724.53,15.9717655060402,2634.56069838365
"1663","MGouro branco",314590,"Não","Feminino","52",1,"Sim","Masculino","50",1,"3145901",36006,35029,0.764,"MG","Ouro Branco",6.53896437519334,4.41872011861036,"Minas Gerais","Conselheiro Lafaiete",1,0.287221570926143,0,1579,0.0615474794841735,0.287221570926143,0,1579,0.0615474794841735,0,1,1,0,1,0,0,1,0,1,0,0,0,2.065661049,4,2.131118226,3,"ouro branco","Sim",1,"MG","Ouro Branco","ouro branco",84643069.3,18.253953788413,2350.804568683
"1665","MGouro preto",314610,"Não","Masculino","69",1,"Sim","Masculino","62",1,"3146107",70886,69251,0.741,"MG","Ouro Preto",6.52992965667739,4.25177557017093,"Minas Gerais","Ouro Preto",1,0.155112044817927,0.161414565826331,2023,0.101540616246499,0.155112044817927,0.161414565826331,2023,0.101540616246499,1,1,0,0,0,0,1,0,0,0,0,1,0,2.88179989,4,1.969927714,2,"ouro preto","Não",0,"MG","Ouro Preto","ouro preto",242042030.66,19.3046219494535,3414.52516237339
"1677","MGparacatu",314700,"Não","Masculino","56",0,"Sim","Masculino","41",1,"3147006",86153,82850,0.744,"MG","Paracatu",5.27740011829265,6.04464980061164,"Minas Gerais","Paracatu",0,0.205815709969789,0,2508,0.0528700906344411,0.205815709969789,0,2508,0.0528700906344411,1,1,0,0,0,0,1,0,0,0,0,1,0,1.918972933,2,2.372062625,4,"paracatu","Sim",1,"MG","Paracatu","paracatu",168042376.14,18.9397267444892,1950.5110227154
"1687","MGpatrocinio",314810,"Sim","Masculino","50",1,"Não","Masculino","46",1,"3148103",83882,85293,0.729,"MG","Patrocínio",5.90153983958,5.80820254823697,"Minas Gerais","Patrocínio",0,0.0197476686780033,0.831047723532639,239,0.0378496982995063,0.0197476686780033,0.831047723532639,239,0.0378496982995063,1,1,0,0,0,0,1,0,0,0,0,1,0,2.135866923,3,2.844748947,3,"patrocinio","Sim",1,"MG","Patrocinio","patrocinio",159186865.18,18.8855893228201,1897.74761188336
"1688","MGpatrocinio do muriae",314820,"Não","Masculino","38",0,"Não","Masculino","41",1,"3148202",5352,5548,0.682,"MG","Patrocínio do Muriaé",6.74342294154774,5.45711437829503,"Minas Gerais","Muriaé",0,0.225806451612903,0.00806451612903226,227,0.0766129032258065,0.225806451612903,0.00806451612903226,227,0.0766129032258065,0,0,0,0,0,0,1,0,0,0,0,1,0,2.375818065,5,1.999821485,2,"patrocinio do muriae","Sim",1,"MG","Patrocinio do Muriae","patrocinio do muriae",10366030.27,16.154044697851,1936.85169469357
"1690","MGpavao",314850,"Sim","Masculino","56",0,"Não","Masculino","52",0,"3148509",8541,9140,0.627,"MG","Pavão",6.63447565817413,6.01476594851025,"Minas Gerais","Teófilo Otoni",0,0.0776699029126214,0.330097087378641,182,0.0550161812297735,0.0776699029126214,0.330097087378641,182,0.0550161812297735,1,1,0,1,1,0,0,0,0,0,0,1,0,1.996789019,2,1,1,"pavao","Não",0,"MG","Pavao","pavao",12151176.22,16.3129365312957,1422.68776724037
"1696","MGpedra dourada",314900,"Não","Feminino","48",1,"Sim","Masculino","36",0,"3149002",2247,2203,0.655,"MG","Pedra Dourada",6.71988234174985,5.38939131344741,"Minas Gerais","Muriaé",0,0.122340425531915,0.473404255319149,84,0.0797872340425532,0.122340425531915,0.473404255319149,84,0.0797872340425532,0,0,0,0,0,0,1,0,1,1,0,0,0,1.807837922,2,1.815470919,2,"pedra dourada","Sim",1,"MG","Pedra Dourada","pedra dourada",9488802.98,16.0656230277516,4222.876270583
"1698","MGpedras de maria da cruz",314915,"Não","Masculino","47",0,"Sim","Feminino","59",1,"3149150",10534,11606,0.614,"MG","Pedras de Maria da Cruz",5.93840653863334,6.15356213785505,"Minas Gerais","Januária",0,0.0795107033639144,0.159021406727829,258,0.0519877675840979,0.0795107033639144,0.159021406727829,258,0.0519877675840979,1,0,0,0,0,0,1,0,0,0,0,1,0,2.035972624,4,2.853561404,3,"pedras de maria da cruz","Não",0,"MG","Pedras de Maria da Cruz","pedras de maria da cruz",15568988.34,16.5607915667474,1477.97497057148
"1699","MGpedro leopoldo",314930,"Não","Feminino","55",1,"Sim","Masculino","54",1,"3149309",59670,58635,0.757,"MG","Pedro Leopoldo",6.3851100784108,3.17513290192028,"Minas Gerais","Belo Horizonte",1,0.0943121050072922,0.555177442877978,684,0.0962566844919786,0.0943121050072922,0.555177442877978,684,0.0962566844919786,1,1,0,0,0,0,1,0,0,0,0,1,0,2.233261514,3,2.564532543,3,"pedro leopoldo","Sim",1,"MG","Pedro Leopoldo","pedro leopoldo",116663982.03,18.5748084123434,1955.15304223228
"1709","MGpiedade de ponte nova",315020,"Não","Masculino","52",0,"Sim","Masculino","57",1,"3150208",4067,4254,0.639,"MG","Piedade de Ponte Nova",6.60717707439527,4.91441803635443,"Minas Gerais","Ponte Nova",0,0.285714285714286,0,289,0.0398671096345515,0.285714285714286,0,289,0.0398671096345515,0,0,0,0,0,0,1,0,0,0,0,1,0,1.97583209,2,2.195792156,3,"piedade de ponte nova","Não",0,"MG","Piedade de Ponte Nova","piedade de ponte nova",11508549.95,16.2586007910067,2829.73935333169
"1720","MGpirapora",315120,"Não","Masculino","60",1,"Sim","Masculino","44",0,"3151206",53832,53433,0.731,"MG","Pirapora",5.89412731421902,5.6831034634478,"Minas Gerais","Pirapora",0,0.264467005076142,0.230964467005076,1395,0.0609137055837563,0.264467005076142,0.230964467005076,1395,0.0609137055837563,1,1,0,0,0,0,1,0,0,0,0,1,0,2.097860175,3,1.824757851,2,"pirapora","Não",0,"MG","Pirapora","pirapora",110958028.37,18.5246625649774,2061.19089705008
"1726","MGpocrane",315190,"Não","Masculino","55",1,"Sim","Masculino","61",0,"3151909",8856,8896,0.626,"MG","Pocrane",6.67391724500247,5.49602002538029,"Minas Gerais","Aimorés",0,0.0579150579150579,0.683397683397683,77,0.0193050193050193,0.0579150579150579,0.683397683397683,77,0.0193050193050193,1,1,0,0,0,0,1,0,0,0,0,1,0,1.812832185,2,1.861453525,2,"pocrane","Não",0,"MG","Pocrane","pocrane",11033075.3,16.2164081646988,1245.83054426378
"1727","MGpompeu",315200,"Sim","Masculino","49",0,"Não","Masculino","45",0,"3152006",29561,29595,0.689,"MG","Pompéu",6.20955535478554,4.80369312212005,"Minas Gerais","Três Marias",0,0.0686661404893449,0.163378058405683,1012,0.0378847671665351,0.0686661404893449,0.163378058405683,1012,0.0378847671665351,1,1,0,1,1,0,0,0,0,0,0,1,0,1.428084735,2,2.633933466,3,"pompeu","Não",0,"MG","Pompeu","pompeu",51887433.2,17.764587183942,1755.26650654579
"1730","MGponto dos volantes",315217,"Sim","Masculino","41",0,"Não","Masculino","37",0,"3152170",11469,11380,0.595,"MG","Ponto dos Volantes",6.54301936108804,6.05881941112621,"Minas Gerais","Araçuaí",0,0.0611570247933884,0.593388429752066,171,0.0826446280991736,0.0611570247933884,0.593388429752066,171,0.0826446280991736,0,1,0,0,0,0,1,0,1,1,0,0,0,1.996857261,2,1.749743273,2,"ponto dos volantes","Sim",1,"MG","Ponto dos Volantes","ponto dos volantes",23100354.53,16.9553585229933,2014.15594472055
"1740","MGpresidente bernardes",315310,"Sim","Masculino","56",0,"Não","Masculino","53",0,"3153103",5491,5857,0.632,"MG","Presidente Bernardes",6.61625258390456,4.88839232771778,"Minas Gerais","Viçosa",0,0.0512820512820513,0,304,0.0256410256410256,0.0512820512820513,0,304,0.0256410256410256,0,0,0,0,0,0,1,0,1,1,0,0,0,2.171179187,3,1.964008839,2,"presidente bernardes","Sim",1,"MG","Presidente Bernardes","presidente bernardes",10556022.21,16.1722070806198,1922.4225478055
"1743","MGpresidente olegario",315340,"Não","Masculino","53",1,"Não","Masculino","61",1,"3153400",18698,18892,0.701,"MG","Presidente Olegário",5.81251729095298,5.70986394497207,"Minas Gerais","Paracatu",0,0.312297734627832,0,574,0.0711974110032362,0.312297734627832,0,574,0.0711974110032362,1,1,0,0,0,0,1,0,0,0,0,1,0,2.28744348,3,1.998349199,2,"presidente olegario","Não",0,"MG","Presidente Olegario","presidente olegario",40256988.28,17.5107941686217,2153.01039041609
"1748","MGraul soares",315400,"Não","Masculino","53",0,"Sim","Masculino","47",1,"3154002",23748,24596,0.655,"MG","Raul Soares",6.62356045234783,5.07673509580078,"Minas Gerais","Ponte Nova",0,0.160958904109589,0.157534246575342,453,0.0667808219178082,0.160958904109589,0.157534246575342,453,0.0667808219178082,0,1,0,0,0,0,1,0,0,0,0,1,0,4.458922311,5,1.985204401,2,"raul soares","Não",0,"MG","Raul Soares","raul soares",33210995.46,17.3183915676101,1398.47546993431
"1754","MGriachinho",315445,"Não","Masculino","43",0,"Não","Masculino","53",0,"3154457",8013,8401,0.632,"MG","Riachinho",5.36176153910457,6.11639972290298,"Minas Gerais","Pirapora",0,0.0131147540983607,0.436065573770492,150,0.0721311475409836,0.0131147540983607,0.436065573770492,150,0.0721311475409836,1,0,0,0,0,0,1,0,0,0,0,1,0,1.998385483,2,1.993218881,2,"riachinho","Não",0,"MG","Riachinho","riachinho",13856430.46,16.4442599759877,1729.24378634719
"1759","MGrio casca",315490,"Não","Masculino","69",0,"Sim","Masculino","55",0,"3154903",14042,14846,0.65,"MG","Rio Casca",6.61410878803032,4.96786696224532,"Minas Gerais","Ponte Nova",0,0.0446009389671361,0.490610328638498,274,0.187793427230047,0.0446009389671361,0.490610328638498,274,0.187793427230047,1,1,0,0,0,0,1,0,0,0,0,1,0,1.963184569,2,1.992477104,2,"rio casca","Não",0,"MG","Rio Casca","rio casca",24707171,17.022604083349,1759.51937046005
"1763","MGrio manso",315530,"Não","Feminino","50",1,"Não","Masculino","43",1,"3155306",5372,5212,0.648,"MG","Rio Manso",6.44368600655792,4.12584322928147,"Minas Gerais","Itaguara",1,0.163461538461538,0.206730769230769,157,0.0384615384615385,0.163461538461538,0.206730769230769,157,0.0384615384615385,1,1,1,0,1,0,0,0,1,1,0,0,0,1.938172003,2,1.985752292,2,"rio manso","Não",0,"MG","Rio Manso","rio manso",10758540.22,16.191210436208,2002.70666790767
"1773","MGrosario da limeira",315645,"Não","Masculino","54",0,"Não","Masculino","56",1,"3156452",4305,4320,0.662,"MG","Rosário da Limeira",6.70055889299737,5.29003314696034,"Minas Gerais","Muriaé",0,0.240677966101695,0.128813559322034,198,0.2,0.240677966101695,0.128813559322034,198,0.2,1,1,0,0,0,0,1,0,1,1,0,0,0,2.466990871,3,2.778168909,3,"rosario da limeira","Sim",1,"MG","Rosario da Limeira","rosario da limeira",10591284.64,16.1755420171138,2460.22872009292
"1781","MGsanta barbara",315720,"Não","Feminino","30",1,"Sim","Masculino","46",0,"3157203",28435,27277,0.707,"MG","Santa Bárbara",6.50190509674244,4.07295066953443,"Minas Gerais","Itabira",1,0.317014446227929,0.0104333868378812,1113.03370786517,0.0626003210272873,0.317014446227929,0.0104333868378812,1113.03370786517,0.0626003210272873,1,1,0,0,0,0,1,0,0,0,0,1,0,1.982799987,2,1.843116918,2,"santa barbara","Não",0,"MG","Santa Barbara","santa barbara",58699616.22,17.8879437467872,2064.34380938984
"1787","MGsanta cruz do escalvado",315740,"Sim","Masculino","44",0,"Não","Masculino","40",0,"3157401",4934,5331,0.625,"MG","Santa Cruz do Escalvado",6.59778669695112,4.85265506868846,"Minas Gerais","Ponte Nova",0,0.315789473684211,0.0143540669856459,176,0.143540669856459,0.315789473684211,0.0143540669856459,176,0.143540669856459,1,1,0,0,0,0,1,0,0,0,0,1,0,2.789746964,3,1.986054667,3,"santa cruz do escalvado","Não",0,"MG","Santa Cruz do Escalvado","santa cruz do escalvado",14108274.47,16.462272025068,2859.39896027564
"1790","MGsanta helena de minas",315765,"Não","Masculino","32",0,"Não","Masculino","54",0,"3157658",6101,6096,0.567,"MG","Santa Helena de Minas",6.66470234467356,6.14682164178126,"Minas Gerais","Nanuque",0,0.093984962406015,0.406015037593985,95,0.0639097744360902,0.093984962406015,0.406015037593985,95,0.0639097744360902,0,0,1,0,1,0,0,0,1,1,0,0,0,1.992884807,2,1.890854351,2,"santa helena de minas","Não",0,"MG","Santa Helena de Minas","santa helena de minas",11237678.75,16.2347828641984,1841.94046058023
"1801","MGsanta rosa da serra",315970,"Sim","Feminino","39",1,"Não","Masculino","41",0,"3159704",3241,3383,0.705,"MG","Santa Rosa da Serra",6.14418563412565,5.3606346726129,"Minas Gerais","Patos de Minas",0,0.272251308900524,0.0837696335078534,173,0.0104712041884817,0.272251308900524,0.0837696335078534,173,0.0104712041884817,0,0,0,0,0,0,1,0,0,0,0,1,0,1.992098025,2,2.967122878,3,"santa rosa da serra","Não",0,"MG","Santa Rosa da Serra","santa rosa da serra",10167038.55,16.1346615309291,3137.00664918235
"1802","MGsanta vitoria",315980,"Não","Masculino","49",0,"Sim","Masculino","54",1,"3159803",18406,15858,0.71,"MG","Santa Vitória",6.02114470120939,6.48602358441003,"Minas Gerais","Ituiutaba",0,0.202459016393443,0,1067,0.125409836065574,0.202459016393443,0,1067,0.125409836065574,1,1,0,0,0,0,1,0,0,0,0,1,0,2.025662952,4,1.885786996,2,"santa vitoria","Não",0,"MG","Santa Vitoria","santa vitoria",72752542.22,18.1025744080101,3952.65360317288
