"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2012","partido_pt_2012","inova7","pop_2012.1","bur_consel_2012","cand_reelec_2012","cand_sex_2012","cand_esc_2012","cand_age_2012","bur_escol_2011","bur_terc_2011","bur_espel_2012","bur_polit_2012","alinhamento_estadual_2012","alinhamento_federal_2012","alinhamento_ambos_2012","n_alinhado_2012","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2012","log_orcamento_2012","iqb_pcr_2012","iqb_factor_2012"
"1143","MSaral moreira",500124,"5001243",0.633,"MS","aral moreira","Mato Grosso do Sul",7.03310075825304,5.687754713579,0,10583,0,1,10583,0,"Sim","Masculino",1,"52",0.0776699029126214,0.16,0.315161839863714,0.248648648648649,0,0,0,1,"MS","Aral Moreira","aral moreira","27360049.72",17.1245944679684,0.235240353315771,0.492429104824425
"1144","MSbataguassu",500190,"5001904",0.71,"MS","bataguassu","Mato Grosso do Sul",6.69909385361633,5.60056780317521,0,20389,0,0,20389,1,"Não","Masculino",1,"42",0.270886075949367,0.137345679012346,0.917920656634747,0.0894187779433681,0,1,0,0,"MS","Bataguassu","bataguassu","46668211.62",17.6585737975003,0.153246450966243,0.658538195581242
"1145","MSbela vista",500210,"5002100",0.698,"MS","bela vista","Mato Grosso do Sul",7.04290660879961,5.59262742529004,0,23395,0,0,23395,1,"Não","Masculino",1,"58",0.214209968186638,0.152512998266898,0.831501831501832,0.1071953010279,0,1,0,0,"MS","Bela Vista","bela vista","37121613.25",17.4297099253366,0.17236041132252,0.617358201656055
"1146","MSbodoquena",500215,"5002159",0.666,"MS","bodoquena","Mato Grosso do Sul",6.9735991977174,5.37421302555129,0,7928,0,1,7928,1,"Sim","Masculino",1,"58",0.244897959183673,0,0.674521354933726,0.0807860262008734,1,0,0,0,"MS","Bodoquena","bodoquena","31891939.21",17.277863846482,0.154661948800548,0.646872610607572
"1147","MSbonito",500220,"5002209",0.67,"MS","bonito","Mato Grosso do Sul",6.9843180926881,5.32408257443406,0,19985,0,0,19985,1,"Não","Masculino",1,"50",0.217809867629362,0.149277688603531,0.77039627039627,0.133131618759455,1,0,0,0,"MS","Bonito","bonito","49249014.75",17.7123999203061,0.175936688986793,0.612806927003638
"1148","MScampo grande",500270,"5002704",0.784,"MS","campo grande","Mato Grosso do Sul",6.77851182286098,0,0,805397,0,1,805397,1,"Não","Masculino",1,"47",0.327885659148474,0.125968851865266,0.91631746031746,0.0388026607538803,1,0,0,0,"MS","Campo Grande","campo grande","2302654425.57",21.5573283924962,0.128262963806987,0.708600774674578
"1149","MScaracol",500280,"5002803",0.647,"MS","caracol","Mato Grosso do Sul",7.0739813286112,5.71072498622278,0,5520,1,0,5520,1,"Não","Masculino",1,"38",0.270783847980998,0.0363128491620112,0.717277486910995,0.175182481751825,0,0,0,1,"MS","Caracol","caracol","15522154.57",16.5577788884706,0.1656341935336,0.637548310351785
"1150","MScorguinho",500310,"5003108",0.671,"MS","corguinho","Mato Grosso do Sul",6.75456913384171,4.25674681824712,0,5054,0,0,5054,0,"Não","Masculino",1,"57",0.321525885558583,0.0294117647058824,0.874035989717224,0.0294117647058824,0,0,0,1,"MS","Corguinho","corguinho","14479528.42",16.4882463767119,0.125411370091274,0.708882662554761
"1151","MScoronel sapucaia",500315,"5003157",0.589,"MS","coronel sapucaia","Mato Grosso do Sul",7.04916803193246,5.79148805507531,0,14254,0,0,14254,1,"Não","Feminino",1,"47",0.338770388958595,0.082815734989648,0.571095571095571,0.253061224489796,1,0,0,0,"MS","Coronel Sapucaia","coronel sapucaia","17994965.88",16.7056026034112,0.162458089120867,0.659287932283363
"1152","MScosta rica",500325,"5003256",0.706,"MS","costa rica","Mato Grosso do Sul",6.4489526832833,5.57719832254675,0,20348,0,1,20348,1,"Não","Masculino",1,"53",0.178398058252427,0.262086513994911,0.469498910675381,0.946635730858469,1,0,0,0,"MS","Costa Rica","costa rica","67028875.56",18.0206340630181,0.336116950181396,0.368803417647234
"1153","MScoxim",500330,"5003306",0.703,"MS","coxim","Mato Grosso do Sul",6.66746556883296,5.37342483903484,0,32355,0,0,32355,1,"Não","Masculino",1,"32",0.250696378830084,0.0815602836879433,0.742653606411398,0.0575539568345324,1,0,0,0,"MS","Coxim","coxim","70467079.27",18.0706561980132,0.15135984458056,0.655208624226181
"1154","MSdouradina",500350,"5003504",0.699,"MS","douradina","Mato Grosso do Sul",6.89664377422742,5.17959013527924,0,5460,0,0,5460,1,"Sim","Masculino",0,"59",0.147590361445783,0.0545454545454545,0.801152737752161,0.107913669064748,0,0,0,1,"MS","Douradina","douradina","18351684.63",16.7252319337006,0.187726272800369,0.576531883698052
"1155","MSdourados",500370,"5003702",0.747,"MS","dourados","Mato Grosso do Sul",6.92483852583819,5.29028519485077,0,200729,0,1,200729,1,"Sim","Masculino",1,"63",0.310030395136778,0.37597503900156,0.564874012786762,0.136484687083888,0,0,0,1,"MS","Dourados","dourados","513668868.83",20.0570893917518,0.158183284543741,0.666430887681684
"1156","MSeldorado",500375,"5003751",0.684,"MS","eldorado","Mato Grosso do Sul",7.01274572617307,5.92345333649144,0,11790,1,0,11790,1,"Sim","Feminino",1,"52",0.218905472636816,0.159090909090909,0.659817351598174,0.190311418685121,0,0,0,1,"MS","Eldorado","eldorado","29396262.75",17.1963781068819,0.186197110591157,0.598086622590363
"1157","MSiguatemi",500430,"5004304",0.662,"MS","iguatemi","Mato Grosso do Sul",7.02021751760403,5.88621513638888,0,15065,0,0,15065,1,"Sim","Masculino",1,"46",0.301919720767888,0.0210727969348659,0.722627737226277,0.0555555555555556,0,0,0,1,"MS","Iguatemi","iguatemi","33325064.09",17.321820347208,0.135204538647468,0.689569227124683
"1158","MSivinhema",500470,"5004700",0.72,"MS","ivinhema","Mato Grosso do Sul",6.85975130568366,5.41258311267638,0,22447,0,1,22447,1,"Não","Masculino",1,"42",0.161212121212121,0,0.882575757575758,0.133047210300429,1,0,0,0,"MS","Ivinhema","ivinhema","51694979.89",17.7608712339904,0.186881648860024,0.579564126627004
"1159","MSjaraguari",500490,"5004908",0.664,"MS","jaraguari","Mato Grosso do Sul",6.73165035879855,3.74336763939801,0,6485,0,0,6485,1,"Não","Masculino",1,"38",0.162241887905605,0.00993377483443709,0.849112426035503,0.132404181184669,0,0,0,1,"MS","Jaraguari","jaraguari","16229827.79",16.6023613288368,0.186783685872197,0.58020333044226
"1160","MSjardim",500500,"5005004",0.712,"MS","jardim","Mato Grosso do Sul",6.97709475706075,5.26331175734922,0,24619,0,0,24619,1,"Não","Feminino",1,"39",0.337092731829574,0.0342146189735614,0.672260612043435,0.124816446402349,0,0,0,1,"MS","Jardim","jardim","55045349.87",17.8236679465387,0.138433872057675,0.693306458751199
"1161","MSjuti",500515,"5005152",0.623,"MS","juti","Mato Grosso do Sul",6.95963590085913,5.59437675112927,0,6039,0,0,6039,1,"Não","Feminino",1,"42",0.340361445783133,0.201754385964912,0.614457831325301,0.142156862745098,0,0,0,1,"MS","Juti","juti","17176581.99",16.6590575018745,0.145688999314583,0.687584263424018
"1162","MSmaracaju",500540,"5005400",0.736,"MS","maracaju","Mato Grosso do Sul",6.90838508061545,4.94897263370415,0,39095,0,1,39095,1,"Não","Masculino",1,"65",0.389403973509934,0,0.593188854489164,0.162839248434238,0,0,0,1,"MS","Maracaju","maracaju","92711489.38",18.3450029643878,0.12995548089444,0.717199633379534
"1163","MSmiranda",500560,"5005608",0.632,"MS","miranda","Mato Grosso do Sul",6.92902741425768,5.20384183832515,0,25986,1,0,25986,1,"Não","Feminino",0,"58",0.093984962406015,0.148477157360406,0.580128205128205,0.157458563535912,0,0,0,1,"MS","Miranda","miranda","52021342.97",17.7671646340683,0.214071834529341,0.527349068905367
"1164","MSmundo novo",500568,"5005681",0.686,"MS","mundo novo","Mato Grosso do Sul",7.02393703327155,5.96753039681235,0,17251,1,0,17251,1,"Não","Masculino",1,"45",0.248780487804878,0.106699751861042,0.655284552845528,0.255583126550869,1,0,0,0,"MS","Mundo Novo","mundo novo","41170782.68",17.5332394044957,0.188186998294066,0.600753754646225
"1165","MSnioaque",500580,"5005806",0.639,"MS","nioaque","Mato Grosso do Sul",6.93123740312934,4.97783658234487,0,14287,0,1,14287,1,"Não","Masculino",1,"61",0.292079207920792,0.0459290187891441,0.662968099861304,0.142259414225941,1,0,0,0,"MS","Nioaque","nioaque","33561292.89",17.328883963553,0.154201445435843,0.65972101868872
"1166","MSnova alvorada do sul",500600,"5006002",0.694,"MS","nova alvorada do sul","Mato Grosso do Sul",6.83332263874482,4.76183199600147,0,17410,0,0,17410,1,"Não","Masculino",0,"35",0.184068891280947,0.194991055456172,0.617901828681424,0.0872274143302181,0,1,0,0,"MS","Nova Alvorada do Sul","nova alvorada do sul","44153347.43",17.6031793016191,0.17827790259411,0.602641186489519
"1167","MSnova andradina",500620,"5006200",0.721,"MS","nova andradina","Mato Grosso do Sul",6.81952497758772,5.48259534164038,0,47126,0,0,47126,1,"Não","Masculino",1,"56",0.329831932773109,0.0109809663250366,0.947854785478548,0.032033426183844,1,0,0,0,"MS","Nova Andradina","nova andradina","98960935",18.4102357342658,0.123061429171646,0.713833702214489
"1168","MSnovo horizonte do sul",500625,"5006259",0.649,"MS","novo horizonte do sul","Mato Grosso do Sul",6.8944673846552,5.5626796336782,0,4718,0,0,4718,0,"Não","Feminino",1,"49",0.405405405405405,0.00380228136882129,0.387205387205387,0.478260869565217,1,0,0,0,"MS","Novo Horizonte do Sul","novo horizonte do sul","15353036.95",16.5468238593339,0.182325313486344,0.64330795074685
"1170","MSpedro gomes",500640,"5006408",0.671,"MS","pedro gomes","Mato Grosso do Sul",6.62017986750854,5.56302503693994,0,7882,1,0,7882,1,"Não","Masculino",0,"50",0.245,0.0895061728395062,0.793187347931874,0.0858895705521472,1,0,0,0,"MS","Pedro Gomes","pedro gomes","21143048.04",16.8668217115512,0.158239789351008,0.643874986916755
"1171","MSribas do rio pardo",500710,"5007109",0.664,"MS","ribas do rio pardo","Mato Grosso do Sul",6.69085469970165,4.52634340544212,0,21584,0,1,21584,1,"Não","Masculino",0,"58",0.150724637681159,0.0834575260804769,0.596118299445471,0.0914728682170543,0,0,0,1,"MS","Ribas do Rio Pardo","ribas do rio pardo","63279154.05",17.9630665129715,0.184788341414097,0.582360978674304
"1172","MSrio brilhante",500720,"5007208",0.715,"MS","rio brilhante","Mato Grosso do Sul",6.87295677343944,5.02038758553893,0,31875,0,0,31875,1,"Não","Masculino",1,"49",0.260726072607261,0.197104677060134,0.719418306244654,0.0535077288941736,0,0,0,1,"MS","Rio Brilhante","rio brilhante","99684721.41",18.4175229775518,0.151368303354335,0.660486220845193
"1173","MSrio negro",500730,"5007307",0.709,"MS","rio negro","Mato Grosso do Sul",6.74730479700635,4.75471025325767,0,4977,0,1,4977,1,"Não","Masculino",1,"53",0.24,0,0.728125,0.124463519313305,0,1,0,0,"MS","Rio Negro","rio negro","13178722.39",16.3941141468317,0.163839313248273,0.632112487695299
"1174","MSrio verde de mato grosso",500740,"5007406",0.673,"MS","rio verde de mato grosso","Mato Grosso do Sul",6.70001744781778,5.14066890995897,0,19004,1,0,19004,0,"Não","Masculino",0,"64",0.199516324062878,0.186006825938567,0.631120783460283,0.105172413793103,0,0,0,1,"MS","Rio Verde de Mato Grosso","rio verde de mato grosso","39202395.88",17.4842484222807,0.177013657142641,0.607886142583952
"1175","MSrochedo",500750,"5007505",0.651,"MS","rochedo","Mato Grosso do Sul",6.76920560151686,4.09900037375829,0,5015,0,0,5015,0,"Não","Masculino",0,"62",0.291139240506329,0.0643564356435644,0.81992337164751,0.116822429906542,0,0,0,1,"MS","Rochedo","rochedo","16246491.83",16.6033875560484,0.15044540260616,0.665547061067957
"1176","MSsanta rita do pardo",500755,"5007554",0.642,"MS","santa rita do pardo","Mato Grosso do Sul",6.68758231111276,5.35389397443678,0,7353,0,0,7353,1,"Não","Masculino",1,"57",0.25974025974026,0,0.734913793103448,0.175953079178886,0,1,0,0,"MS","Santa Rita do Pardo","santa rita do pardo","21617171.09",16.8889985147131,0.167695204981519,0.630988886105414
"1178","MSsonora",500793,"5007935",0.681,"MS","sonora","Mato Grosso do Sul",6.6256310663077,5.76487757401601,0,15632,0,1,15632,1,"Não","Masculino",1,"30",0.223350253807107,0.234604105571848,0.640468227424749,0.279373368146214,1,0,0,0,"MS","Sonora","sonora","41233105.58",17.5347520251547,0.203240996834868,0.575759425662162
"1180","MStaquarussu",500797,"5007976",0.651,"MS","taquarussu","Mato Grosso do Sul",6.84392051015281,5.57572180458868,0,3522,0,0,3522,1,"Não","Masculino",0,"46",0.369346733668342,0.068259385665529,0.779859484777518,0.12012012012012,0,0,0,1,"MS","Taquarussu","taquarussu","17707597.8",16.6895043596781,0.129811601586587,0.714485747018805
"1181","MSterenos",500800,"5008008",0.658,"MS","terenos","Mato Grosso do Sul",6.79910045415262,3.10458667846607,0,17975,0,0,17975,1,"Não","Feminino",1,"42",0.165061898211829,0.257009345794392,0.650259067357513,0.0717131474103586,1,0,0,0,"MS","Terenos","terenos","40793233.06",17.5240267692462,0.182543509839473,0.593468767349552
"1182","MSvicentina",500840,"5008404",0.711,"MS","vicentina","Mato Grosso do Sul",6.91269306801176,5.39221746174109,0,5920,0,0,5920,1,"Não","Masculino",1,"61",0.202952029520295,0.111111111111111,0.580985915492958,0.272727272727273,1,0,0,0,"MS","Vicentina","vicentina","16121236.87",16.5956480210074,0.203903881232427,0.566867007567966
"1183","MTalta floresta",510025,"5100250",0.714,"MT","alta floresta","Mato Grosso",7.00391055613654,6.4552614544442,0,49494,0,0,49494,1,"Não","Masculino",1,"46",0.211400110680686,0,0.907265209686946,0.102213541666667,0,0,0,1,"MT","Alta Floresta","alta floresta","84073666.79",18.2472039580756,0.16765013871198,0.619794880460166
"1184","MTalto araguaia",510030,"5100300",0.704,"MT","alto araguaia","Mato Grosso",6.37771285628901,5.89139556213047,0,16284,0,0,16284,1,"Não","Masculino",1,"52",0.254299754299754,0.0742942050520059,0.80905752753978,0.10590015128593,0,1,0,0,"MT","Alto Araguaia","alto araguaia","59407138.62",17.8999249558999,0.158836928664128,0.644766351730466
"1185","MTalto boa vista",510035,"5100359",0.651,"MT","alto boa vista","Mato Grosso",6.37983435978751,6.50738218453955,0,5553,0,1,5553,0,"Não","Masculino",1,"51",0.240506329113924,0.110236220472441,0.68,0.16289592760181,0,0,0,1,"MT","Alto Boa Vista","alto boa vista","13997709.53",16.4544042691948,0.173912709508498,0.62009962155634
"1186","MTalto paraguai",510050,"5100508",0.638,"MT","alto paraguai","Mato Grosso",6.83374268689498,4.84615365543063,0,10290,0,0,10290,0,"Sim","Masculino",1,"41",0.263779527559055,0,0.766917293233083,0.303921568627451,1,0,0,0,"MT","Alto Paraguai","alto paraguai","12466382.72",16.3385461969867,0.189564939578968,0.59947531846082
"1187","MTalto taquari",510060,"5100607",0.705,"MT","alto taquari","Mato Grosso",6.41901725168015,5.96365646146741,0,8615,0,1,8615,1,"Sim","Masculino",1,"46",0.200378071833648,0.227848101265823,0.545454545454545,0.138364779874214,0,0,0,1,"MT","Alto Taquari","alto taquari","37996442.04",17.4530030827807,0.183994229922644,0.598797381654538
"1188","MTaraguaiana",510100,"5101001",0.687,"MT","araguaiana","Mato Grosso",6.03428454429091,6.12466150881672,0,3163,0,0,3163,1,"Não","Masculino",1,"54",0.137777777777778,0.0324675324675325,0.699570815450644,0.282208588957055,1,0,0,0,"MT","Araguaiana","araguaiana","10452515.86",16.1623532595521,0.221029025553304,0.52426061292304
"1189","MTaraguainha",510120,"5101209",0.701,"MT","araguainha","Mato Grosso",6.32351631354567,5.87453739507869,0,1058,0,0,1058,0,"Não","Feminino",1,"61",0.162162162162162,0.0222222222222222,0.89119170984456,0.122093023255814,1,0,0,0,"MT","Araguainha","araguainha","7630318.13",15.8476400970179,0.185323702251121,0.582665498890489
"1190","MTaraputanga",510125,"5101258",0.725,"MT","araputanga","Mato Grosso",7.01801676523967,5.48930955784516,0,15594,0,0,15594,1,"Não","Masculino",1,"47",0.296296296296296,0,0.833634719710669,0.0477223427331887,0,0,0,1,"MT","Araputanga","araputanga","27178469.86",17.117935668561,0.134699813541665,0.688469558152107
"1191","MTbarra do bugres",510170,"5101704",0.693,"MT","barra do bugres","Mato Grosso",6.9023708087053,4.8673805924662,0,32464,0,1,32464,0,"Não","Masculino",0,"41",0.239819004524887,0.132876712328767,0.587274290627687,0.155197657393851,0,0,0,1,"MT","Barra do Bugres","barra do bugres","65803640.21",18.0021857171057,0.17339865406854,0.621281133898008
"1192","MTbom jesus do araguaia",510185,"5101852",0.661,"MT","bom jesus do araguaia","Mato Grosso",6.32096611640911,6.4376236415437,0,5555,0,0,5555,0,"Não","Feminino",0,"33",0.274418604651163,0,0.6875,0.153846153846154,0,0,0,1,"MT","Bom Jesus do Araguaia","bom jesus do araguaia","12329125.65",16.3274749602174,0.159720950691446,0.646241952889206
"1193","MTbrasnorte",510190,"5101902",0.696,"MT","brasnorte","Mato Grosso",7.05322265351167,6.07119951512684,0,16194,0,0,16194,1,"Não","Masculino",0,"48",0.228571428571429,0,0.7744,0.117768595041322,0,0,0,1,"MT","Brasnorte","brasnorte","36973909.96",17.4257230856668,0.165756375733505,0.626605285054667
"1194","MTcampo novo do parecis",510263,"5102637",0.734,"MT","campo novo do parecis","Mato Grosso",6.99983296718305,5.66278685395268,0,29078,0,1,29078,0,"Sim","Masculino",1,"55",0.37972972972973,0,0.800766283524904,0.127591706539075,1,0,0,0,"MT","Campo Novo do Parecis","campo novo do parecis","99090420.55",18.4115433301476,0.126268203704407,0.720417900256779
"1195","MTcampo verde",510267,"5102678",0.75,"MT","campo verde","Mato Grosso",6.65343061018435,4.60066003051021,0,33759,0,1,33759,1,"Não","Masculino",1,"49",0.322241681260946,0.401574803149606,0.598802395209581,0.32,0,0,0,1,"MT","Campo Verde","campo verde","79250228.02",18.1881208479415,0.188563488336219,0.624845948616867
"1196","MTcanabrava do norte",510269,"5102694",0.667,"MT","canabrava do norte","Mato Grosso",6.51299269400711,6.52811872340606,0,4756,0,0,4756,1,"Não","Masculino",0,"54",0.0444444444444444,0,0.463636363636364,0.392156862745098,0,0,0,1,"MT","Canabrava do Norte","canabrava do norte","12877366.15",16.3709817662696,0.265261560353395,0.436047796059232
"1197","MTcanarana",510270,"5102702",0.693,"MT","canarana","Mato Grosso",6.25140279425067,6.17443172877467,0,19260,0,0,19260,1,"Não","Masculino",0,"69",0.394817073170732,0,0.909230769230769,0.0998307952622673,0,0,0,1,"MT","Canarana","canarana","44548124.73",17.6120806173924,0.117167366064774,0.737438084713246
"1198","MTcarlinda",510279,"5102793",0.665,"MT","carlinda","Mato Grosso",6.97853056103118,6.44185521856914,0,10793,0,0,10793,1,"Não","Masculino",0,"52",0.208333333333333,0,0.808943089430894,0.236180904522613,0,0,0,1,"MT","Carlinda","carlinda","22884619.1",16.9459755878413,0.192536012649262,0.582150025125641
"1199","MTcastanheira",510285,"5102850",0.665,"MT","castanheira","Mato Grosso",7.14217105933423,6.33762187431734,0,8298,1,0,8298,1,"Não","Feminino",1,"52",0.107784431137725,0,0.412621359223301,0.882352941176471,0,0,0,1,"MT","Castanheira","castanheira","17188955.37",16.659777605879,0.335972669456178,0.345868160899525
"1200","MTcocalinho",510310,"5103106",0.66,"MT","cocalinho","Mato Grosso",5.89525646430939,6.3347882586783,0,5510,1,0,5510,1,"Sim","Masculino",0,"42",0.125,0.084,0.641025641025641,0.148,0,1,0,0,"MT","Cocalinho","cocalinho","14446301.69",16.4859490013566,0.201972352036244,0.550881327068732
"1201","MTcolniza",510325,"5103254",0.611,"MT","colniza","Mato Grosso",7.25325096724883,6.63675987314828,0,28810,0,0,28810,1,"Não","Masculino",0,"47",0.216,0,0.92507204610951,0.0799584631360332,0,0,0,1,"MT","Colniza","colniza","44352892.49",17.6076884842098,0.162399729608134,0.628657996010732
"1202","MTcomodoro",510330,"5103304",0.689,"MT","comodoro","Mato Grosso",7.16732332999377,6.11222093574376,0,18651,0,0,18651,1,"Não","Feminino",0,"54",0.290488431876607,0,0.907360406091371,0.102097902097902,0,1,0,0,"MT","Comodoro","comodoro","44259498.1",17.6055805527127,0.146045940450037,0.670279045042132
"1203","MTconfresa",510335,"5103353",0.668,"MT","confresa","Mato Grosso",6.54202517483399,6.60285922579567,0,26224,0,1,26224,1,"Sim","Masculino",0,"49",0.129113924050633,0.155844155844156,0.645193260654113,0.0675883256528418,0,0,0,1,"MT","Confresa","confresa","51177913.53",17.750818620573,0.188573488705694,0.573560070620058
"1204","MTdenise",510345,"5103452",0.683,"MT","denise","Mato Grosso",6.89313897940786,4.94185668536769,0,8684,0,0,8684,1,"Não","Masculino",1,"52",0.264227642276423,0.159722222222222,0.681614349775785,0.131578947368421,0,0,0,1,"MT","Denise","denise","13223350.68",16.3974948156441,0.163304257440194,0.642633422685449
"1205","MTdiamantino",510350,"5103502",0.718,"MT","diamantino","Mato Grosso",6.83173779255822,4.92151259893308,0,20605,0,0,20605,0,"Sim","Masculino",1,"48",0.620689655172414,0,0.814993954050786,0.0623145400593472,0,0,0,1,"MT","Diamantino","diamantino","51151183.56",17.7502961890971,0.0487913910884766,0.891524741302351
"1206","MTdom aquino",510360,"5103601",0.69,"MT","dom aquino","Mato Grosso",6.61694832918283,4.85553972355589,0,8134,0,0,8134,0,"Não","Masculino",1,"34",0.227586206896552,0.0495495495495495,0.752577319587629,0.141552511415525,0,0,0,1,"MT","Dom Aquino","dom aquino","15019140.79",16.5248359982699,0.171783671555596,0.618697977261854
"1207","MTfeliz natal",510370,"5103700",0.692,"MT","feliz natal","Mato Grosso",6.73689578109162,5.93714034837738,0,11562,0,0,11562,1,"Não","Masculino",0,"41",0.308068459657702,0.132013201320132,0.902439024390244,0.0540540540540541,0,0,0,1,"MT","Feliz Natal","feliz natal","26241209.62",17.0828416193008,0.136590590884678,0.691780719234507
"1208","MTgeneral carneiro",510390,"5103908",0.67,"MT","general carneiro","Mato Grosso",6.24693975178545,5.88070057012313,0,5130,0,0,5130,0,"Não","Feminino",1,"49",0.0979020979020979,0.0917874396135266,0.819787985865724,0.219827586206897,0,1,0,0,"MT","General Carneiro","general carneiro","13309211.28",16.4039669309145,0.222495468627872,0.514311771390903
"1209","MTguiratinga",510420,"5104203",0.705,"MT","guiratinga","Mato Grosso",6.4392225674064,5.57477417075926,0,14137,0,0,14137,0,"Não","Masculino",0,"59",0.120320855614973,0.08,0.5,0.121673003802281,0,0,0,1,"MT","Guiratinga","guiratinga","24382636.46",17.0093818164496,0.198403060760537,0.554985862776541
"1210","MTipiranga do norte",510452,"5104526",0.727,"MT","ipiranga do norte","Mato Grosso",6.87691455543046,5.92184648022711,0,5631,0,0,5631,1,"Não","Masculino",1,"54",0.347826086956522,0,0.854901960784314,0.160550458715596,0,0,0,1,"MT","Ipiranga do Norte","ipiranga do norte","21096061.67",16.864596930314,0.140891341993509,0.691285290957396
"1211","MTitiquira",510460,"5104609",0.693,"MT","itiquira","Mato Grosso",6.5248683545122,5.61462333833638,0,11822,0,1,11822,1,"Não","Masculino",0,"41",0.17741935483871,0,0.457230142566191,0.0801781737193764,0,0,0,1,"MT","Itiquira","itiquira","42804652.27",17.572157352542,0.172967944067687,0.603987448620055
"1212","MTjaciara",510480,"5104807",0.735,"MT","jaciara","Mato Grosso",6.62406522779989,4.84874361881381,0,25927,1,0,25927,1,"Não","Masculino",1,"42",0.179787234042553,0.253554502369668,0.656804733727811,0.230630630630631,0,0,0,1,"MT","Jaciara","jaciara","54665655.56",17.8167462010957,0.206948931512052,0.560593271171827
"1213","MTjangada",510490,"5104906",0.63,"MT","jangada","Mato Grosso",6.82328612235569,4.06113242801599,0,7781,0,0,7781,0,"Sim","Masculino",1,"42",0.352422907488987,0.0635838150289017,0.8125,0.206730769230769,0,1,0,0,"MT","Jangada","jangada","13064835.7",16.3854348812742,0.149837445093526,0.680705602897717
"1214","MTjauru",510500,"5105002",0.673,"MT","jauru","Mato Grosso",7.06674850046945,5.69736190685328,0,10062,1,0,10062,1,"Não","Feminino",1,"38",0.252659574468085,0.0657276995305164,0.838785046728972,0.192200557103064,0,0,0,1,"MT","Jauru","jauru","29018415.52",17.1834412043432,0.174519209478829,0.620892895333507
"1215","MTjuara",510510,"5105101",0.682,"MT","juara","Mato Grosso",7.04935032280844,6.22778095413244,0,33100,0,0,33100,1,"Não","Masculino",0,"41",0.190860215053763,0.0565610859728507,0.786187322611164,0.0421179302045728,0,0,0,1,"MT","Juara","juara","60157731.86",17.9124805350999,0.164167148220778,0.621624724593197
"1216","MTjuruena",510517,"5105176",0.662,"MT","juruena","Mato Grosso",7.15626243723185,6.45516711630479,0,12125,0,0,12125,0,"Não","Masculino",0,"43",0.167785234899329,0.270588235294118,0.915254237288136,0.0888888888888889,0,0,0,1,"MT","Juruena","juruena","20179888.28",16.8201970367,0.185291605722078,0.59037214230356
"1217","MTjuscimeira",510520,"5105200",0.714,"MT","juscimeira","Mato Grosso",6.61228294105529,4.93648629545993,0,11335,0,0,11335,1,"Sim","Masculino",0,"40",0.192528735632184,0,0.954054054054054,0.0481586402266289,0,0,0,1,"MT","Juscimeira","juscimeira","18035982.58",16.7078793526766,0.163096612474491,0.622156173834378
"1218","MTlucas do rio verde",510525,"5105259",0.768,"MT","lucas do rio verde","Mato Grosso",6.81499285090038,5.64830500018691,0,49519,0,1,49519,1,"Não","Masculino",0,"54",0.393816110659072,0.00819672131147541,0.814871016691957,0.0884543761638734,0,0,0,1,"MT","Lucas do Rio Verde","lucas do rio verde","132782041.21",18.7042195540095,0.115644611481958,0.739674202842059
"1219","MTluciara",510530,"5105309",0.676,"MT","luciara","Mato Grosso",6.37495667440574,6.63628770483774,0,2184,0,0,2184,1,"Não","Masculino",1,"33",0.0728155339805825,0.0246913580246914,0.819327731092437,0.220512820512821,1,0,0,0,"MT","Luciara","luciara","8567164.54",15.9634473770183,0.227448534018723,0.49940230856531
"1220","MTnobres",510590,"5105903",0.699,"MT","nobres","Mato Grosso",6.8118389154856,4.61025722503665,0,15004,0,0,15004,1,"Não","Masculino",0,"49",0.298192771084337,0,0.910144927536232,0.0987261146496815,0,0,0,1,"MT","Nobres","nobres","33224530.29",17.3187990252176,0.143338122096288,0.67609215991157
"1221","MTnossa senhora do livramento",510610,"5106109",0.638,"MT","nossa senhora do livramento","Mato Grosso",6.80295016461601,3.50465609003039,0,11550,0,0,11550,1,"Não","Masculino",1,"61",0.285163776493256,0.124242424242424,0.848258706467662,0.126099706744868,0,0,0,1,"MT","Nossa Senhora do Livramento","nossa senhora do livramento","23793991.11",16.9849436323949,0.155541009095759,0.6581241273074
"1222","MTnova bandeirantes",510615,"5106158",0.65,"MT","nova bandeirantes","Mato Grosso",7.14230552587797,6.50847102994905,0,12352,0,0,12352,0,"Não","Feminino",1,"34",0.133663366336634,0.190954773869347,0.491271820448878,0.111675126903553,1,0,0,0,"MT","Nova Bandeirantes","nova bandeirantes","23088290.2",16.9548361292169,0.196301129414675,0.564049659170263
"1223","MTnova guarita",510880,"5108808",0.688,"MT","nova guarita","Mato Grosso",6.92011853796554,6.38318563742389,0,4824,0,0,4824,0,"Não","Masculino",1,"50",0.257281553398058,0,0.74537037037037,0.217391304347826,0,1,0,0,"MT","Nova Guarita","nova guarita","17349916.69",16.6690982626165,0.175804911356934,0.618381385875432
"1224","MTnova lacerda",510618,"5106182",0.636,"MT","nova lacerda","Mato Grosso",7.14031040218358,5.98436440061768,0,5648,0,0,5648,0,"Sim","Masculino",0,"43",0.320945945945946,0,0.667630057803468,0.173160173160173,0,0,0,1,"MT","Nova Lacerda","nova lacerda","20410853.21",16.83157733744,0.150490626003324,0.670778272502325
