"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2012","partido_pt_2012","inova7","pop_2012.1","bur_consel_2012","cand_reelec_2012","cand_sex_2012","cand_esc_2012","cand_age_2012","bur_escol_2011","bur_terc_2011","bur_espel_2012","bur_polit_2012","alinhamento_estadual_2012","alinhamento_federal_2012","alinhamento_ambos_2012","n_alinhado_2012","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2012","log_orcamento_2012","iqb_pcr_2012","iqb_factor_2012"
"409","CEpires ferreira",231095,"2310951",0.591,"CE","pires ferreira","Ceará",7.31952712441478,5.48272008954582,0,10365,0,0,10365,0,"Não","Feminino",0,"28",0.270212765957447,0.0876132930513595,0.719026548672566,0.150769230769231,1,0,0,0,"CE","Pires Ferreira","pires ferreira","18573336.25",16.7372375752429,0.162949042310806,0.642711440622541
"410","CEporteiras",231110,"2311108",0.622,"CE","porteiras","Ceará",7.19029163491387,6.06210938667731,0,14971,0,0,14971,0,"Sim","Masculino",1,"60",0.409230769230769,0,0.570961718020542,0.0335241210139002,1,0,0,0,"CE","Porteiras","porteiras","28559920.49",17.1675149114682,0.101330886568682,0.764296983384646
"411","CEpotengi",231120,"2311207",0.562,"CE","potengi","Ceará",7.16528479795699,6.01505899596161,0,10448,0,0,10448,0,"Não","Feminino",0,"50",0.160535117056856,0,0.659033078880407,0.125482625482625,0,0,0,1,"CE","Potengi","potengi","21115757.54",16.8655301225714,0.185708460728457,0.581147420082608
"412","CEpotiretama",231123,"2311231",0.604,"CE","potiretama","Ceará",7.34113382351462,5.39062303733206,0,6181,0,0,6181,0,"Não","Masculino",1,"39",0.190058479532164,0,0.631168831168831,0.0823045267489712,0,0,0,1,"CE","Potiretama","potiretama","15224788.46",16.5384354772108,0.16990039806775,0.611483959532601
"413","CEquixeramobim",231140,"2311405",0.642,"CE","quixeramobim","Ceará",7.3183472223821,5.21808297383743,0,73812,0,1,73812,1,"Não","Masculino",0,"42",0.209859154929577,0.413127413127413,0.522754732178816,0.0554699537750385,0,0,0,1,"CE","Quixeramobim","quixeramobim","126839820.28",18.6584355907302,0.172093458633755,0.623403055995999
"414","CEreriutaba",231170,"2311702",0.601,"CE","reriutaba","Ceará",7.32849644504282,5.44276397091306,0,19179,0,0,19179,1,"Não","Masculino",1,"50",0.257861635220126,0.0668103448275862,0.755037115588547,0.162921348314607,0,0,0,1,"CE","Reriutaba","reriutaba","28536258.51",17.1666860650631,0.167876072202317,0.631990761486997
"415","CErussas",231180,"2311801",0.674,"CE","russas","Ceará",7.39207469659068,5.00943457351974,0,71723,0,0,71723,1,"Não","Masculino",1,"63",0.219128725843433,0.10352264557872,0.475566911529863,0.124916051040967,0,0,0,1,"CE","Russas","russas","96627677.14",18.3863757709822,0.172727089987049,0.616707516190942
"416","CEsaboeiro",231190,"2311900",0.575,"CE","saboeiro","Ceará",7.20699282899312,5.85378169193241,0,15681,0,0,15681,0,"Sim","Masculino",1,"57",0.122430741733691,0.157068062827225,0.210526315789474,0.25,0,0,0,1,"CE","Saboeiro","saboeiro","29353561.24",17.1949244338453,0.223179471706464,0.520679490169149
"417","CEsalitre",231195,"2311959",0.54,"CE","salitre","Ceará",7.12809490296361,6.10866963800869,0,15684,1,0,15684,1,"Não","Masculino",0,"35",0.0327421555252387,0.00562587904360056,0.426882389545737,0.622448979591837,0,1,0,0,"CE","Salitre","salitre","33298062.5",17.3210097700748,0.309964728159829,0.367126394861058
"418","CEsantana do cariri",231210,"2312106",0.612,"CE","santana do cariri","Ceará",7.17544380591401,6.01114461787481,0,17219,0,0,17219,0,"Não","Feminino",0,"41",0.0881516587677725,0.13302034428795,0.491320754716981,0.287250384024578,0,0,0,1,"CE","Santana do Cariri","santana do cariri","32329013.89",17.2914756478445,0.238498680600118,0.48934581176724
"419","CEsenador pompeu",231270,"2312700",0.619,"CE","senador pompeu","Ceará",7.29192865162268,5.42684249873632,0,26382,1,0,26382,0,"Não","Masculino",0,"31",0.089143865842895,0.0442622950819672,0.452999104744852,0.233201581027668,0,1,0,0,"CE","Senador Pompeu","senador pompeu","38565928.48",17.4678797627767,0.225858365164673,0.506066109660499
"420","CEsobral",231290,"2312908",0.714,"CE","sobral","Ceará",7.36981493828588,5.23782398611907,0,193134,1,1,193134,1,"Sim","Masculino",1,"55",0.208261945554921,0.261456825856247,0.354632034632035,0.34375,1,0,0,0,"CE","Sobral","sobral","426243287.32",19.8705208382151,0.219721997483,0.548473361325644
"421","CEtabuleiro do norte",231310,"2313104",0.645,"CE","tabuleiro do norte","Ceará",7.36904606137544,5.17133590478725,0,29522,1,0,29522,1,"Não","Masculino",1,"55",0.281094527363184,0.0465116279069767,0.735294117647059,0.0688,0,0,0,1,"CE","Tabuleiro do Norte","tabuleiro do norte","39144705.44",17.4827757334523,0.144029752549753,0.672271734931228
"422","CEtamboril",231320,"2313203",0.58,"CE","tamboril","Ceará",7.295707935339,5.4506091768903,0,25397,0,0,25397,1,"Não","Masculino",1,"47",0.23122866894198,0.0371944739638682,0.814619442351168,0.153561517113784,1,0,0,0,"CE","Tamboril","tamboril","44499057.95",17.6109785772495,0.172574158183254,0.618057576786687
"423","CEtarrafas",231325,"2313252",0.576,"CE","tarrafas","Ceará",7.20576137483157,5.87610981074495,0,8865,0,0,8865,0,"Não","Feminino",1,"36",0.26904376012966,0,0.535885167464115,0.0491071428571429,0,0,0,1,"CE","Tarrafas","tarrafas","22300737.94",16.9201303273627,0.142385702397707,0.670715253669482
"424","CEtrairi",231350,"2313500",0.606,"CE","trairi","Ceará",7.42801228709066,4.54552633306058,0,52464,0,0,52464,1,"Não","Masculino",1,"55",0.271904761904762,0.00843608046722907,0.708415841584158,0.108315863032844,0,0,0,1,"CE","Trairi","trairi","68270624.85",18.0389901419818,0.152487179287031,0.656606868290478
"425","CEtururu",231355,"2313559",0.606,"CE","tururu","Ceará",7.40494231864325,4.60866407524235,0,14848,0,0,14848,1,"Sim","Masculino",0,"55",0.171282051282051,0.133333333333333,0.406330196749358,0.138947368421053,0,0,0,1,"CE","Tururu","tururu","26156831.11",17.079620942277,0.189199169250077,0.581879214663935
"426","CEubajara",231360,"2313609",0.648,"CE","ubajara","Ceará",7.33410739355508,5.57700914716168,0,32496,0,0,32496,1,"Não","Masculino",0,"59",0.448057813911472,0.00806451612903226,0.871428571428571,0.0665983606557377,1,0,0,0,"CE","Ubajara","ubajara","45795879.23",17.6397046718925,0.0969144674738252,0.780101870002719
"427","CEumari",231370,"2313708",0.591,"CE","umari","Ceará",7.26475117141139,5.78806234670279,0,7562,0,0,7562,0,"Não","Feminino",0,"49",0.206543967280164,0.0147058823529412,0.478476821192053,0.321799307958477,0,1,0,0,"CE","Umari","umari","11796213.68",16.2832891633684,0.208835880354352,0.557920245842361
"428","CEumirim",231375,"2313757",0.587,"CE","umirim","Ceará",7.40285387888577,4.49602473872729,0,19023,0,0,19023,1,"Sim","Masculino",0,"34",0.30077519379845,0.108045977011494,0.476580796252927,0.275184275184275,0,0,0,1,"CE","Umirim","umirim","28250006.87",17.1566042587425,0.177556609145323,0.628675801282321
"429","CEuruburetama",231380,"2313807",0.639,"CE","uruburetama","Ceará",7.39978944404863,4.67814179844391,0,20289,0,0,20289,1,"Não","Masculino",0,"30",0.171919770773639,0.116120218579235,0.651501364877161,0.0782122905027933,0,0,0,1,"CE","Uruburetama","uruburetama","32821917.91",17.3066070791522,0.177605141763151,0.598793192171971
"430","CEuruoca",231390,"2313906",0.566,"CE","uruoca","Ceará",7.38014356267801,5.4292140413498,0,13096,0,0,13096,0,"Não","Masculino",1,"37",0.212199312714777,0.0164948453608247,0.908004778972521,0.0223684210526316,0,0,0,1,"CE","Uruoca","uruoca","22695741.43",16.9376878626495,0.153594408983218,0.641261317267073
"431","CEvarjota",231395,"2313955",0.611,"CE","varjota","Ceará",7.32926432536998,5.39816270151775,0,17745,0,0,17745,1,"Sim","Feminino",0,"44",0.218166383701188,0,0.637175324675325,0.349044585987261,0,0,0,1,"CE","Varjota","varjota","32239316.22",17.2886972663207,0.210113090722826,0.558356394088233
"433","ESalfredo chaves",320030,"3200300",0.71,"ES","alfredo chaves","Espírito Santo",6.83587252150851,4.01584233406714,0,14007,0,0,14007,0,"Não","Masculino",1,"58",0.130168453292496,0.326164874551971,0.394244604316547,0.430656934306569,1,0,0,0,"ES","Alfredo Chaves","alfredo chaves","36780928.9",17.4204900323952,0.25857929194489,0.474271646458897
"434","ESalto rio novo",320035,"3200359",0.664,"ES","alto rio novo","Espírito Santo",6.70780321413203,5.05885386636673,0,7371,0,0,7371,1,"Não","Feminino",1,"29",0.165820642978003,0.0162271805273834,0.84984520123839,0.109289617486339,0,0,0,1,"ES","Alto Rio Novo","alto rio novo","20362638.94",16.8292123551964,0.181846766103957,0.588524237694466
"435","ESanchieta",320040,"3200409",0.73,"ES","anchieta","Espírito Santo",6.85683033779685,4.13979582512602,0,24616,0,1,24616,1,"Não","Masculino",1,"54",0.085576259489303,0.723849372384937,0.468561064087062,0.290322580645161,0,0,0,1,"ES","Anchieta","anchieta","291199889.09",19.4895204934145,0.25750658621668,0.475641959637132
"436","ESaracruz",320060,"3200607",0.752,"ES","aracruz","Espírito Santo",6.83148959602846,4.02356438016105,0,84429,0,1,84429,1,"Não","Masculino",0,"42",0.289462636439966,0,0.912569430158404,0.0831830477908025,0,0,0,1,"ES","Aracruz","aracruz","324223696",19.5969442552796,0.142930412660015,0.674663504438844
"437","ESatilio vivacqua",320070,"3200706",0.708,"ES","atilio vivacqua","Espírito Santo",6.81471851301314,4.7122292582815,0,10080,0,0,10080,1,"Sim","Masculino",0,"64",0.530510585305106,0,0.729613733905579,0.0313725490196078,0,0,0,1,"ES","Atilio Vivacqua","atilio vivacqua","29316382.79",17.1936570573174,0.0678470259412835,0.842239024893697
"438","ESbaixo guandu",320080,"3200805",0.702,"ES","baixo guandu","Espírito Santo",6.73599376811743,4.73391514187865,0,29272,0,0,29272,1,"Não","Masculino",1,"36",0.726863753213368,0,0.768642447418738,0.266169154228856,0,0,0,1,"ES","Baixo Guandu","baixo guandu","62282529.69",17.9471915221206,0.0564108038066167,0.904950948088751
"440","ESbrejetuba",320115,"3201159",0.656,"ES","brejetuba","Espírito Santo",6.74945098482989,4.6168022702178,0,11950,0,0,11950,1,"Não","Masculino",0,"59",0.0497512437810945,0.0979020979020979,0.658206429780034,0.105398457583548,0,0,0,1,"ES","Brejetuba","brejetuba","31719201.87",17.2724327926867,0.215278151786187,0.513961739446016
"441","EScachoeiro de itapemirim",320120,"3201209",0.746,"ES","cachoeiro de itapemirim","Espírito Santo",6.81762267238293,4.60426978074493,0,192156,1,1,192156,1,"Sim","Masculino",0,"53",0.209411356138218,0.205336426914153,0.544891640866873,0.111931818181818,0,1,0,0,"ES","Cachoeiro de Itapemirim","cachoeiro de itapemirim","337541624.57",19.6371993927313,0.176107504162625,0.612030056653104
"442","EScariacica",320130,"3201308",0.718,"ES","cariacica","Espírito Santo",6.84308874965187,2.35232718488886,0,352431,0,1,352431,1,"Não","Masculino",1,"42",0.313428445359612,0.567102546455609,0.380837963658207,0.19794952681388,0,1,0,0,"ES","Cariacica","cariacica","485718838.77",20.0011404934075,0.174032820280039,0.648587770827731
"443","EScastelo",320140,"3201407",0.726,"ES","castelo","Espírito Santo",6.79302881724065,4.5407383258287,0,35048,0,1,35048,1,"Não","Masculino",1,"45",0.222167487684729,0.457380457380457,0.506267029972752,0.160387513455328,0,1,0,0,"ES","Castelo","castelo","73167248.55",18.1082584546271,0.188898330097695,0.602463257114732
"444","EScolatina",320150,"3201506",0.746,"ES","colatina","Espírito Santo",6.77865974764718,4.52157116211178,0,113054,1,1,113054,1,"Sim","Masculino",1,"52",0.394236858771374,0,0.687102371312898,0.119107744107744,0,1,0,0,"ES","Colatina","colatina","233829693.13",19.270103601205,0.120786179576266,0.731932631637204
"445","ESdomingos martins",320190,"3201902",0.669,"ES","domingos martins","Espírito Santo",6.82648014551716,3.52105234347043,0,32042,0,1,32042,1,"Não","Masculino",0,"61",0.176140350877193,0.120614035087719,0.628411476557033,0.123608017817372,1,0,0,0,"ES","Domingos Martins","domingos martins","80396531.1",18.202481587696,0.184737508472865,0.589306880473062
"446","ESdores do rio preto",320200,"3202009",0.654,"ES","dores do rio preto","Espírito Santo",6.73691950729127,5.08919998696692,0,6429,0,0,6429,1,"Sim","Feminino",1,"48",0.164335664335664,0.24375,0.545138888888889,0.178343949044586,0,0,0,1,"ES","Dores do Rio Preto","dores do rio preto","20842573.96",16.8525082777793,0.201484938051186,0.564851700146607
"448","ESgovernador lindenberg",320225,"3202256",0.694,"ES","governador lindenberg","Espírito Santo",6.78094411211575,4.78197656209394,0,11106,0,1,11106,1,"Não","Masculino",1,"46",0.217864923747277,0,0.721442885771543,0.111111111111111,0,0,0,1,"ES","Governador Lindenberg","governador lindenberg","28802126.96",17.175959795157,0.167483105126992,0.621548741368277
"449","ESguarapari",320240,"3202405",0.731,"ES","guarapari","Espírito Santo",6.85931055514132,3.73241775612842,0,107836,0,0,107836,1,"Não","Masculino",1,"59",0.310322156476003,0.138035482475119,0.741592411612532,0.0596899224806202,0,0,0,1,"ES","Guarapari","guarapari","227809792.38",19.2440215947962,0.137168225344133,0.69160246569916
"450","ESibatiba",320245,"3202454",0.647,"ES","ibatiba","Espírito Santo",6.73347331785789,4.80982384798846,0,22843,0,1,22843,0,"Não","Masculino",0,"76",0.257336343115124,0.249201277955272,0.673889490790899,0.106109324758842,0,0,0,1,"ES","Ibatiba","ibatiba","45441861.89",17.6319443062296,0.163301492395882,0.643319591918724
"451","ESibitirama",320255,"3202553",0.622,"ES","ibitirama","Espírito Santo",6.74194859780583,4.9464167217696,0,8919,0,0,8919,1,"Sim","Masculino",0,"51",0.192307692307692,0.195121951219512,0.536259541984733,0.238434163701068,0,0,0,1,"ES","Ibitirama","ibitirama","24435558.69",17.011549952759,0.203177085067049,0.567613572769842
"452","ESiconha",320260,"3202603",0.729,"ES","iconha","Espírito Santo",6.84104907678733,4.27847004651558,0,12681,0,0,12681,0,"Não","Masculino",0,"73",0.361635220125786,0.157248157248157,0.594813614262561,0.26158038147139,0,0,0,1,"ES","Iconha","iconha","35704126.09",17.3907768168221,0.159984099712593,0.670188453322994
"453","ESirupi",320265,"3202652",0.637,"ES","irupi","Espírito Santo",6.72893956951743,4.91184573493241,0,11930,0,0,11930,1,"Não","Masculino",0,"45",0.363934426229508,0,0.900195694716243,0.110869565217391,0,0,0,1,"ES","Irupi","irupi","26997791.05",17.1112656076588,0.127576940276003,0.71479621423623
"454","ESitapemirim",320280,"3202801",0.654,"ES","itapemirim","Espírito Santo",6.85414350953349,4.52882895273137,0,31421,0,0,31421,1,"Não","Masculino",1,"53",0.122857142857143,0.0678111587982833,0.601463414634146,0.193025141930251,0,0,0,1,"ES","Itapemirim","itapemirim","289005174.73",19.4819551515565,0.210153310339042,0.537827822950506
"455","ESitarana",320290,"3202900",0.684,"ES","itarana","Espírito Santo",6.77354937321047,4.31468418620358,0,10799,1,0,10799,0,"Não","Masculino",0,"48",0.0335429769392034,0.686131386861314,0.284232365145228,0.0656934306569343,0,0,0,1,"ES","Itarana","itarana","29568344.99",17.2022149210368,0.230249303021216,0.503006151990265
"456","ESlaranja da terra",320316,"3203163",0.656,"ES","laranja da terra","Espírito Santo",6.75630428505466,4.4820981883981,0,10810,0,0,10810,1,"Sim","Masculino",0,"48",0.111524163568773,0.0911764705882353,0.542024013722127,0.506329113924051,0,0,0,1,"ES","Laranja da Terra","laranja da terra","28183301.18",17.1542402037767,0.27019048023725,0.446690393464673
"457","ESlinhares",320320,"3203205",0.724,"ES","linhares","Espírito Santo",6.82919896607636,4.67161314253681,0,145639,0,0,145639,1,"Não","Masculino",0,"67",0.199603174603175,0.161902530459232,0.637202525497814,0.141577743902439,0,0,0,1,"ES","Linhares","linhares","495632333.94",20.0213449476008,0.182800901408692,0.598701957355359
"458","ESmarechal floriano",320334,"3203346",0.71,"ES","marechal floriano","Espírito Santo",6.82744503552409,3.62300670996323,0,14576,0,0,14576,1,"Não","Masculino",0,"50",0.150829562594268,0,0.532412327311371,0.339321357285429,0,0,0,1,"ES","Marechal Floriano","marechal floriano","38974839.28",17.4784268492306,0.226744060441132,0.517989985747432
"459","ESmimoso do sul",320340,"3203403",0.67,"ES","mimoso do sul","Espírito Santo",6.81111221127727,4.9072727811011,0,25858,0,1,25858,0,"Não","Feminino",1,"43",0.236124176857949,0.0367107195301028,0.599264705882353,0.283742331288344,0,0,0,1,"ES","Mimoso do Sul","mimoso do sul","52910461.48",17.784111636823,0.194592828172017,0.586510085632757
"460","ESmontanha",320350,"3203502",0.667,"ES","montanha","Espírito Santo",6.74049571866484,5.49614310987796,0,17938,0,0,17938,1,"Não","Masculino",1,"37",0.283080260303688,0,0.667514843087362,0.232528589580686,0,0,0,1,"ES","Montanha","montanha","43796333.79",17.5950606684187,0.171481713118585,0.6308068122861
"461","ESmucurici",320360,"3203601",0.666,"ES","mucurici","Espírito Santo",6.72071460464821,5.51431544970138,0,5619,0,0,5619,1,"Não","Masculino",1,"53",0.254385964912281,0.180379746835443,0.706093189964158,0.322335025380711,0,0,0,1,"ES","Mucurici","mucurici","22292574.3",16.9197641899451,0.200854088269399,0.585145212031644
"462","ESmuniz freire",320370,"3203700",0.645,"ES","muniz freire","Espírito Santo",6.7607043362701,4.72915616576908,0,18202,0,1,18202,1,"Não","Masculino",0,"59",0.391129032258065,0.159203980099502,0.798479087452472,0.0444444444444444,1,0,0,0,"ES","Muniz Freire","muniz freire","44349693.51",17.6076163559857,0.113015102357605,0.746810695551141
"463","ESmuqui",320380,"3203809",0.694,"ES","muqui","Espírito Santo",6.80425968993382,4.83881836994739,0,14506,0,0,14506,0,"Não","Masculino",1,"63",0.225700164744646,0.120805369127517,0.820261437908497,0.0557768924302789,1,0,0,0,"ES","Muqui","muqui","31442904.19",17.2636838937147,0.159041638163738,0.638989252427489
"465","ESpinheiros",320410,"3204104",0.673,"ES","pinheiros","Espírito Santo",6.76905627149148,5.3586595955542,0,24284,0,1,24284,1,"Sim","Masculino",0,"49",0.366363636363636,0.0542635658914729,0.740048740861089,0.142700329308452,1,0,0,0,"ES","Pinheiros","pinheiros","56668863.51",17.8527354734185,0.13425859418181,0.706833746086954
"466","ESponto belo",320425,"3204252",0.669,"ES","ponto belo","Espírito Santo",6.71889237414476,5.50125821054473,0,7088,0,0,7088,1,"Não","Masculino",0,"62",0.131679389312977,0.0732323232323232,0.744376278118609,0.233516483516484,0,0,0,1,"ES","Ponto Belo","ponto belo","23029827.8",16.9523007945653,0.215177330903015,0.53256594964644
"467","ESpresidente kennedy",320430,"3204302",0.657,"ES","presidente kennedy","Espírito Santo",6.84178640203993,4.7347939537816,0,10429,0,0,10429,0,"Não","Feminino",1,"24",0.108829568788501,0.293078055964654,0.548387096774194,0.153250773993808,0,0,0,1,"ES","Presidente Kennedy","presidente kennedy","314588471.75",19.5667759037657,0.213610393376564,0.535188418759911
"468","ESrio bananal",320435,"3204351",0.681,"ES","rio bananal","Espírito Santo",6.79539252701129,4.76388187714291,0,17713,0,0,17713,0,"Não","Masculino",0,"53",0.2647412755716,0.243713733075435,0.599769319492503,0.0557692307692308,1,0,0,0,"ES","Rio Bananal","rio bananal","55706782.03",17.8356124574495,0.152079048178255,0.66155831835404
"469","ESrio novo do sul",320440,"3204401",0.711,"ES","rio novo do sul","Espírito Santo",6.8346468071615,4.4636066216663,0,11334,0,0,11334,0,"Não","Feminino",0,"54",0.172240802675585,0.118110236220472,0.612111292962357,0.152406417112299,0,0,0,1,"ES","Rio Novo do Sul","rio novo do sul","26688730.42",17.099751952621,0.190896170774832,0.579195063309974
"470","ESsanta leopoldina",320450,"3204500",0.626,"ES","santa leopoldina","Espírito Santo",6.82249146502343,3.44839898314645,0,12207,0,0,12207,1,"Sim","Masculino",0,"55",0.129411764705882,0.357487922705314,0.825852782764811,0.117391304347826,0,0,0,1,"ES","Santa Leopoldina","santa leopoldina","29944516.46",17.2148567759464,0.203491618814052,0.556645788555636
"471","ESsanta teresa",320460,"3204609",0.714,"ES","santa teresa","Espírito Santo",6.80546781443999,3.92434675511698,0,22005,0,1,22005,1,"Não","Masculino",0,"56",0.199395770392749,0.219001610305958,0.561478933791917,0.214395099540582,0,0,0,1,"ES","Santa Teresa","santa teresa","57759506.07",17.8717985010926,0.197644942170191,0.578084853456914
"472","ESserra",320500,"3205002",0.739,"ES","serra","Espírito Santo",6.84576284713993,3.06152001409199,0,422569,0,1,422569,1,"Não","Masculino",1,"48",0.325484623972394,0.253887605850654,0.650590188122464,0.104890148830617,0,0,0,1,"ES","Serra","serra","939005647.67",20.6603320517125,0.144625581742791,0.687029506378629
"473","ESsooretama",320501,"3205010",0.662,"ES","sooretama","Espírito Santo",6.81695491465564,4.84623223780465,0,24685,0,0,24685,1,"Não","Masculino",1,"52",0.185245901639344,0.134165366614665,0.500897666068223,0.186379928315412,1,0,0,0,"ES","Sooretama","sooretama","53693909.55",17.7988101368459,0.19392817580343,0.578135567012562
"474","ESvargem alta",320503,"3205036",0.663,"ES","vargem alta","Espírito Santo",6.81454289725996,4.3810261343403,0,19395,0,1,19395,1,"Não","Masculino",1,"43",0.181909547738693,0.189542483660131,0.626,0.105431309904153,0,0,0,1,"ES","Vargem Alta","vargem alta","52226817.8",17.7711066718859,0.181971315872095,0.596517883562472
"475","ESvenda nova do imigrante",320506,"3205069",0.728,"ES","venda nova do imigrante","Espírito Santo",6.77881902679561,4.420405647543,0,21094,0,1,21094,0,"Sim","Masculino",1,"54",0.181932245922208,0.135972461273666,0.889132821075741,0.0567901234567901,0,0,0,1,"ES","Venda Nova do Imigrante","venda nova do imigrante","53024347.81",17.7862617586694,0.171623672218786,0.610509556258493
"476","ESviana",320510,"3205101",0.686,"ES","viana","Espírito Santo",6.84366465752253,2.90526037038992,0,66745,0,0,66745,1,"Não","Masculino",1,"35",0.396527451900516,0,0.536476868327402,0.312603648424544,0,0,0,1,"ES","Viana","viana","141075440.35",18.7648053432039,0.154896183930419,0.681847241836274
"477","ESvila velha",320520,"3205200",0.8,"ES","vila velha","Espírito Santo",6.85920558589722,1.5993875765806,0,424948,0,1,424948,1,"Não","Masculino",1,"48",0.490337846720126,0.0623123123123123,0.503439431036493,0.227188513200556,0,0,0,1,"ES","Vila Velha","vila velha","763011256.38",20.4527833419315,0.115834278683674,0.763260953860141
"478","GOalto horizonte",520055,"5200555",0.719,"GO","alto horizonte","Goiás",5.44768519819886,5.62130625283196,0,4799,0,0,4799,1,"Sim","Masculino",1,"55",0.285420944558522,0.154838709677419,0.593155893536122,0.298076923076923,1,0,0,0,"GO","Alto Horizonte","alto horizonte","63936625.09",17.9734029177506,0.187262422481135,0.611891849031043
"479","GOalvorada do norte",520080,"5200803",0.66,"GO","alvorada do norte","Goiás",5.35370476862759,5.94991311994975,0,8164,0,0,8164,0,"Sim","Masculino",1,"56",0.185082872928177,0,0.734042553191489,0.144927536231884,1,0,0,0,"GO","Alvorada do Norte","alvorada do norte","20267927.68",16.8245502773853,0.182499927413798,0.591627282037782
"480","GOamaralina",520082,"5200829",0.609,"GO","amaralina","Goiás",5.53398219841592,5.72407517792396,0,3489,0,0,3489,1,"Não","Masculino",0,"45",0.202702702702703,0.0745341614906832,0.757990867579909,0.186746987951807,1,0,0,0,"GO","Amaralina","amaralina","10056619.82",16.1237416641865,0.187438221923263,0.590308803177063
"481","GOamericano do brasil",520085,"5200852",0.7,"GO","americano do brasil","Goiás",5.41916237624024,4.50997999898434,0,5595,0,0,5595,1,"Sim","Masculino",1,"44",0.118421052631579,0.0995024875621891,0.498168498168498,0.551470588235294,0,0,0,1,"GO","Americano do Brasil","americano do brasil","12012348.82",16.3014457469578,0.276661984564207,0.438906209778454
"482","GOanhanguera",520120,"5201207",0.725,"GO","anhanguera","Goiás",5.6559218783047,5.36858941953337,0,1039,0,0,1039,0,"Não","Masculino",0,"64",0.135802469135802,0.0178571428571429,0.649425287356322,0.415929203539823,0,0,0,1,"GO","Anhanguera","anhanguera","7422975",15.8200904781835,0.245133718385731,0.487655789899075
"483","GOanicuns",520130,"5201306",0.714,"GO","anicuns","Goiás",5.43760093365042,4.37260741275739,0,20464,0,1,20464,1,"Sim","Masculino",1,"45",0.0150753768844221,0.210526315789474,0.390909090909091,1.07364341085271,0,0,0,1,"GO","Anicuns","anicuns","37535415.25",17.4407954519359,0.401938472555873,0.231760547234675
"484","GOaparecida do rio doce",520145,"5201454",0.693,"GO","aparecida do rio doce","Goiás",6.09103835200407,5.59682809688213,0,2431,0,0,2431,1,"Sim","Masculino",0,"54",0.186440677966102,0.0375,0.669491525423729,0.462025316455696,1,0,0,0,"GO","Aparecida do Rio Doce","aparecida do rio doce","12411984.63",16.3341730662319,0.240179511102627,0.507306155264597
"485","GOaraguapaz",520215,"5202155",0.674,"GO","araguapaz","Goiás",5.70234811311802,5.43803582971712,0,7541,0,1,7541,1,"Não","Masculino",0,"50",0.158995815899582,0.1171875,0.578313253012048,0.701388888888889,0,0,0,1,"GO","Araguapaz","araguapaz","13170116.26",16.3934609013191,0.293032768579765,0.424516112486565
"486","GObaliza",520310,"5203104",0.655,"GO","baliza","Goiás",6.20550680703299,5.87231495313598,0,3933,0,0,3933,0,"Não","Masculino",1,"55",0.173469387755102,0.0217391304347826,0.630769230769231,0.382113821138211,0,1,0,0,"GO","Baliza","baliza","11048978.66",16.2178485526969,0.228900636446131,0.520619341158689
"487","GObarro alto",520320,"5203203",0.742,"GO","barro alto","Goiás",4.93310609158702,5.26439857334441,0,9089,1,0,9089,1,"Não","Masculino",1,"58",0.0822695035460993,0.221804511278195,0.639008620689655,0.300168634064081,0,0,0,1,"GO","Barro Alto","barro alto","37431242.96",17.4380162869167,0.245090775546984,0.480462576429333
"488","GObrazabrantes",520360,"5203609",0.701,"GO","brazabrantes","Goiás",5.14662200329584,3.43720781918519,0,3302,0,0,3302,0,"Não","Masculino",1,"43",0.107142857142857,0,0.428571428571429,0.971014492753623,0,0,0,1,"GO","Brazabrantes","brazabrantes","9172035.74",16.0316698195943,0.352063696423846,0.321839744644706
"489","GOburiti alegre",520390,"5203906",0.71,"GO","buriti alegre","Goiás",5.6641056575033,5.10242412972399,0,9105,0,0,9105,1,"Não","Masculino",1,"56",0.106753812636166,0.0674846625766871,0.655172413793103,0.121710526315789,0,1,0,0,"GO","Buriti Alegre","buriti alegre","24284756.67",17.0053594139465,0.201736215097087,0.546559095461173
"490","GOcabeceiras",520400,"5204003",0.668,"GO","cabeceiras","Goiás",4.67609452432479,5.58694898803541,0,7444,0,0,7444,0,"Sim","Masculino",1,"59",0.395136778115502,0.0461538461538462,0.785294117647059,0.228464419475655,0,0,0,1,"GO","Cabeceiras","cabeceiras","13449009.44",16.4144160137164,0.141558438469487,0.702496250613378
"491","GOcachoeira alta",520410,"5204102",0.71,"GO","cachoeira alta","Goiás",6.13281218812001,5.67907986201583,0,10841,0,0,10841,1,"Não","Masculino",1,"42",0.270194986072423,0.0505415162454874,0.852760736196319,0.12589928057554,0,0,0,1,"GO","Cachoeira Alta","cachoeira alta","24171370.5",17.0006794535959,0.157375450256207,0.650030781257658
"492","GOcachoeira dourada",520425,"5204250",0.698,"GO","cachoeira dourada","Goiás",5.83872120984278,5.31295964328491,0,8214,0,0,8214,1,"Não","Masculino",0,"49",0.272058823529412,0.0816326530612245,0.706051873198847,0.23469387755102,0,0,0,1,"GO","Cachoeira Dourada","cachoeira dourada","31509132.85",17.2657879935198,0.177331139426848,0.621645673061428
