"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_pcr_2008","iqb_factor_2008"
"1591","PEmoreno",260940,"2609402",0.652,"PE","moreno","Pernambuco",7.39925740065314,3.19171015679543,0,55102,1,55102,1,"Sim","Masculino",1,"65",0.153172866520788,0.0232558139534884,0.37636761487965,0.134883720930233,0,0,0,1,"PE","Moreno","moreno","59125529.77",17.8951733649054,0.0724606278110127,0.700895796819459
"1592","PEolinda",260960,"2609600",0.735,"PE","olinda","Pernambuco",7.41658892006733,1.7509374747078,0,394850,1,394850,1,"Não","Masculino",1,"50",0.418615107913669,0,0.831834532374101,0.135405405405405,0,0,0,1,"PE","Olinda","olinda","293693410.2",19.4980469587363,0.0423934672206021,0.839414285100806
"1593","PEouricuri",260990,"2609907",0.572,"PE","ouricuri","Pernambuco",7.11023070856789,6.35097297294271,0,66077,0,66077,1,"Não","Masculino",0,"26",0.243339253996448,0.123152709359606,0.540852575488455,0.110016420361248,0,0,0,1,"PE","Ouricuri","ouricuri","45328250.85",17.6294410351441,0.0624420977838254,0.750092839644501
"1594","PEpalmares",261000,"2610004",0.622,"PE","palmares","Pernambuco",7.3491214938781,4.65329346116982,0,58584,0,58584,1,"Não","Masculino",0,"54",0.210196078431373,0.0630749014454665,0.596862745098039,0.275952693823916,0,0,0,1,"PE","Palmares","palmares","61123715.01",17.928410483207,0.0810457561626821,0.710531862252778
"1595","PEpalmeirina",261010,"2610103",0.549,"PE","palmeirina","Pernambuco",7.29130873736898,5.25127816854225,0,8586,0,8586,1,"Sim","Masculino",0,"47",0.119230769230769,0.0813953488372093,0.661538461538462,0.0901162790697674,0,0,0,1,"PE","Palmeirina","palmeirina","10627744.88",16.1789785810574,0.0732531715936821,0.68870697747076
"1597","PEparanatama",261030,"2610301",0.537,"PE","paranatama","Pernambuco",7.27358518804961,5.38408213350883,0,12256,1,12256,0,"Não","Masculino",0,"58",0.054726368159204,0.177777777777778,0.522388059701492,0.0888888888888889,0,1,0,0,"PE","Paranatama","paranatama","11767060.97",16.2808147428723,0.0826986574711167,0.654077612820762
"1598","PEparnamirim",261040,"2610400",0.599,"PE","parnamirim","Pernambuco",7.12852802215034,6.24827495589268,0,19813,0,19813,0,"Não","Masculino",1,"43",0.384615384615385,0,0.942857142857143,0.0571095571095571,0,0,0,1,"PE","Parnamirim","parnamirim","24832481.13",17.0276630771801,0.0384377059417058,0.832568164111234
"1599","PEpassira",261050,"2610509",0.592,"PE","passira","Pernambuco",7.37608250384693,4.34834057701907,0,28598,0,28598,0,"Sim","Masculino",1,"56",0.163992869875223,0.0365535248041775,0.68270944741533,0.16579634464752,0,0,0,1,"PE","Passira","passira","23777037",16.984230840959,0.0746416492605161,0.702077842501671
"1600","PEpaudalho",261060,"2610608",0.639,"PE","paudalho","Pernambuco",7.40251249456906,3.61818871349117,0,47337,0,47337,0,"Não","Masculino",0,"41",0.0142030510257759,0.0108010801080108,0.584429247764335,0.220522052205221,0,0,0,1,"PE","Paudalho","paudalho","40855003.13",17.5255398474134,0.0960844437827678,0.616754130095053
"1601","PEpaulista",261070,"2610707",0.732,"PE","paulista","Pernambuco",7.41803075144265,2.53369681395743,0,314302,0,314302,1,"Sim","Masculino",0,"60",0.248629385964912,0,0.804550438596491,0.242930153321976,0,0,0,1,"PE","Paulista","paulista","202859506.2",19.1280242097181,0.0719413121898273,0.735920278785931
"1604","PEpetrolina",261110,"2611101",0.697,"PE","petrolina","Pernambuco",6.97865167095722,6.45537150435981,0,276174,1,276174,1,"Não","Masculino",1,"37",0.181566820276498,0.0966759705658462,0.726451612903226,0.0454199441766049,0,0,0,1,"PE","Petrolina","petrolina","200206991.36",19.1148623461138,0.062275619829943,0.727201750835557
"1605","PEpombos",261130,"2611309",0.598,"PE","pombos","Pernambuco",7.38108462190643,4.05195884572566,0,22253,0,22253,0,"Não","Masculino",1,"49",0.227324913892078,0.0335120643431635,0.856486796785304,0.0670241286863271,0,0,0,1,"PE","Pombos","pombos","25059443.96",17.0367613188381,0.0577537737772826,0.748824599843307
"1606","PEprimavera",261140,"2611408",0.58,"PE","primavera","Pernambuco",7.37637670342277,4.10247806211882,0,12291,0,12291,1,"Não","Masculino",0,"57",0.136666666666667,0.192727272727273,0.458333333333333,0.574545454545455,0,0,0,1,"PE","Primavera","primavera","12590329.63",16.3484395875682,0.121958055925929,0.629169017078809
"1607","PEquixaba",261153,"2611533",0.577,"PE","quixaba","Pernambuco",7.25571132354464,5.79575375319501,0,7097,0,7097,0,"Não","Masculino",0,"50",0.132791327913279,0,0.59349593495935,0.191780821917808,0,0,0,1,"PE","Quixaba","quixaba","7477169.21",15.8273648304602,0.0797773282549319,0.682665486628993
"1608","PErecife",261160,"2611606",0.772,"PE","recife","Pernambuco",7.41351810840567,0,0,1549980,0,1549980,1,"Não","Masculino",0,"48",0.375862216700227,0.0277915906956185,0.775416648815389,0.226366097574452,0,1,0,0,"PE","Recife","recife","2107305920",21.4686761534455,0.0568319293948065,0.804168434976137
"1609","PEriacho das almas",261170,"2611705",0.57,"PE","riacho das almas","Pernambuco",7.35473334284185,4.67934958416234,0,18871,1,18871,0,"Não","Masculino",1,"65",0.155327342747112,0.0897435897435897,0.700898587933248,0.205128205128205,0,0,0,1,"PE","Riacho das Almas","riacho das almas","21492910.08",16.8832336749929,0.0808118769754212,0.691445656995486
"1610","PErio formoso",261190,"2611903",0.613,"PE","rio formoso","Pernambuco",7.3756316472117,4.30959034140917,0,21735,0,21735,1,"Não","Masculino",1,"52",0.0759109311740891,0.0631578947368421,0.480769230769231,0.136842105263158,0,0,0,1,"PE","Rio Formoso","rio formoso","25216373.42",17.0430040803816,0.0822416691209352,0.659875043183047
"1611","PEsalgadinho",261210,"2612109",0.534,"PE","salgadinho","Pernambuco",7.37541240734675,4.42891022057273,0,8120,0,8120,0,"Sim","Masculino",0,"49",0.00810810810810811,0.0274725274725275,0.491891891891892,0.384615384615385,0,0,0,1,"PE","Salgadinho","salgadinho","7727589.28",15.8603075064642,0.113396931762192,0.590593566795817
"1612","PEsalgueiro",261220,"2612208",0.669,"PE","salgueiro","Pernambuco",7.158934142519,6.14568665295577,0,55119,0,55119,1,"Não","Masculino",1,"51",0.223330775134305,0.0221631205673759,0.865694551036071,0.0913120567375887,1,0,0,0,"PE","Salgueiro","salgueiro","40595380.21",17.5191648301666,0.0603180858154819,0.743512196153237
"1613","PEsanta cruz",261245,"2612455",0.549,"PE","santa cruz","Pernambuco",7.07022270715374,6.39826210044992,0,14466,0,14466,0,"Sim","Feminino",0,"34",0.0566037735849057,0.0915492957746479,0.574123989218329,0.267605633802817,0,0,0,1,"PE","Santa Cruz","santa cruz","15818099.45",16.576665377183,0.0980202132924709,0.631312425789089
"1614","PEsanta cruz da baixa verde",261247,"2612471",0.612,"PE","santa cruz da baixa verde","Pernambuco",7.23222722788077,5.88962560121595,0,12096,0,12096,0,"Sim","Masculino",1,"55",0.29305912596401,0,0.858611825192802,0.164670658682635,0,0,0,1,"PE","Santa Cruz da Baixa Verde","santa cruz da baixa verde","12480727.88",16.3396962429227,0.0592602772905577,0.769933264336919
"1616","PEsanta filomena",261255,"2612554",0.533,"PE","santa filomena","Pernambuco",7.05751920821592,6.44800292540015,0,14465,1,14465,0,"Não","Feminino",0,"36",0.0707803992740472,0.702702702702703,0.268602540834846,0.831081081081081,0,0,0,1,"PE","Santa Filomena","santa filomena","17222419.26",16.6617225383851,0.167284241700375,0.552927145374891
"1617","PEsanta maria da boa vista",261260,"2612604",0.59,"PE","santa maria da boa vista","Pernambuco",7.06701289617754,6.31035454668396,0,41329,1,41329,0,"Sim","Masculino",1,"43",0.28656273199703,0.0191972076788831,0.850779510022272,0.0767888307155323,0,0,0,1,"PE","Santa Maria da Boa Vista","santa maria da boa vista","43979223.17",17.5992278796789,0.0517714942207692,0.77851069920892
"1618","PEsanta terezinha",261280,"2612802",0.593,"PE","santa terezinha","Pernambuco",7.29417347417007,5.6906296880779,0,10198,0,10198,1,"Não","Masculino",0,"41",0.208747514910537,0.0636604774535809,0.749502982107356,0.169761273209549,0,0,0,1,"PE","Santa Terezinha","santa terezinha","9452956.7",16.0618381288406,0.0707241319402937,0.724511029981128
"1619","PEserra talhada",261390,"2613909",0.661,"PE","serra talhada","Pernambuco",7.21479870491254,5.92982847644958,0,79484,1,79484,1,"Sim","Masculino",1,"55",0.187639198218263,0,0.716035634743875,0.0925349922239502,0,0,0,1,"PE","Serra Talhada","serra talhada","54976932.64",17.8224242486758,0.0638622354738684,0.725019892378804
"1620","PEserrita",261400,"2614006",0.595,"PE","serrita","Pernambuco",7.15586457631409,6.18690796777991,0,18869,0,18869,0,"Não","Masculino",0,"47",0.177725118483412,0.348837209302326,0.407582938388626,0.366279069767442,0,0,0,1,"PE","Serrita","serrita","21376700.31",16.8778121162901,0.100668070628252,0.677543575651108
"1621","PEsurubim",261450,"2614501",0.635,"PE","surubim","Pernambuco",7.37252649298771,4.59985609116432,0,56238,0,56238,0,"Sim","Masculino",1,"46",0.348333333333333,0.0686204431736955,0.777222222222222,0.0250178699070765,0,1,0,0,"PE","Surubim","surubim","44706167.96",17.615622035747,0.0410033652069979,0.817271039346547
"1622","PEtabira",261460,"2614600",0.605,"PE","tabira","Pernambuco",7.28033900452029,5.69474173000405,0,26947,0,26947,1,"Não","Masculino",0,"46",0.145966709346991,0.0556745182012848,0.597951344430218,0.0556745182012848,0,0,0,1,"PE","Tabira","tabira","21416833.01",16.8796877600452,0.0662356997156148,0.707736142204461
"1623","PEtacaratu",261480,"2614808",0.573,"PE","tacaratu","Pernambuco",7.16621964101394,5.93484128416689,0,21770,0,21770,1,"Sim","Masculino",0,"49",0.187221396731055,0.037243947858473,0.797919762258544,0.0540037243947858,0,0,0,1,"PE","Tacaratu","tacaratu","16647858.37",16.6277921396912,0.0610224708876613,0.729690775134102
"1625","PEterezinha",261510,"2615102",0.545,"PE","terezinha","Pernambuco",7.27018761727288,5.40082882750111,0,6735,0,6735,1,"Não","Masculino",0,"35",0.0805785123966942,0.0481099656357388,0.601239669421488,0.0412371134020619,0,0,0,1,"PE","Terezinha","terezinha","8979834.55",16.0104920158325,0.0718985451471513,0.675764515914508
"1626","PEterra nova",261520,"2615201",0.599,"PE","terra nova","Pernambuco",7.13293675232191,6.20490113795205,0,9596,0,9596,0,"Sim","Masculino",0,"58",0.392086330935252,0,0.859712230215827,0.163179916317992,0,0,0,1,"PE","Terra Nova","terra nova","8347975.23",15.9375295799971,0.0480916040462211,0.821736411824677
"1627","PEtoritama",261540,"2615409",0.618,"PE","toritama","Pernambuco",7.34883203127948,4.8595798191763,0,32169,0,32169,0,"Não","Masculino",0,"37",0.0541338582677165,0.174358974358974,0.383858267716535,0.407692307692308,0,0,0,1,"PE","Toritama","toritama","18069956.75",16.7097612690957,0.114194608045802,0.609555883016689
"1628","PEtrindade",261560,"2615607",0.595,"PE","trindade","Pernambuco",7.10687659295427,6.38719913353651,0,25869,1,25869,0,"Sim","Masculino",1,"47",0.343773873185638,0.0963503649635036,0.523300229182582,0.0817518248175182,0,1,0,0,"PE","Trindade","trindade","24282467.61",17.0052651503753,0.0478061136475281,0.80667714384236
"1629","PEtriunfo",261570,"2615706",0.67,"PE","triunfo","Pernambuco",7.23442245991152,5.87360963386847,0,15724,1,15724,0,"Não","Masculino",1,"45",0.435530085959885,0,0.885386819484241,0.129449838187702,0,0,0,1,"PE","Triunfo","triunfo","14637013.41",16.499064043637,0.0399221755366206,0.849054239425769
"1630","PEtupanatinga",261580,"2615805",0.519,"PE","tupanatinga","Pernambuco",7.23716693397154,5.63991928098925,0,19207,0,19207,1,"Não","Masculino",0,"43",0.173228346456693,0.00610687022900763,0.644685039370079,0.545038167938931,0,0,0,1,"PE","Tupanatinga","tupanatinga","23690716.48",16.9805938196624,0.110348729445179,0.654620908526642
"1631","PEtuparetama",261590,"2615904",0.634,"PE","tuparetama","Pernambuco",7.29308570466992,5.60712472061477,0,8600,1,8600,1,"Sim","Masculino",1,"52",0.124675324675325,0.144067796610169,0.612987012987013,0.122881355932203,0,0,0,1,"PE","Tuparetama","tuparetama","11638809.57",16.269855724419,0.0774387737945082,0.686220985039826
"1632","PEventurosa",261600,"2616001",0.592,"PE","venturosa","Pernambuco",7.274798288293,5.4240685718536,0,16417,1,16417,0,"Sim","Masculino",1,"46",0.185714285714286,0.0858369098712446,0.665714285714286,0.130901287553648,0,0,0,1,"PE","Venturosa","venturosa","15823989.26",16.5770376541285,0.0699955956952919,0.717630399835461
"1633","PEverdejante",261610,"2616100",0.605,"PE","verdejante","Pernambuco",7.1763692043411,6.11082411715847,0,9989,0,9989,0,"Não","Masculino",1,"43",0.407949790794979,0,0.920502092050209,0.0863636363636364,0,0,0,1,"PE","Verdejante","verdejante","9430664.25",16.0594770922137,0.0387325414438849,0.840665147910279
"1634","PEvertentes",261620,"2616209",0.582,"PE","vertentes","Pernambuco",7.35640119741585,4.81259077683707,0,17899,0,17899,0,"Sim","Masculino",1,"54",0.198934280639432,0.180124223602484,0.571936056838366,0.108695652173913,0,0,0,1,"PE","Vertentes","vertentes","17683159.36",16.688123296042,0.0686650171407926,0.726435847615938
"1635","PIaltos",220040,"2200400",0.614,"PI","altos","Piauí",7.19691126468992,3.6423118182976,0,39430,0,39430,0,"Sim","Masculino",1,"68",0.236675700090334,0.00285442435775452,0.949412827461608,0.0313986679352997,0,0,0,1,"PI","Altos","altos","25639183.33",17.0596323381054,0.0524318804664181,0.759020887329809
"1636","PIamarante",220050,"2200509",0.598,"PI","amarante","Piauí",7.08697202082261,4.85382552647102,0,17813,0,17813,1,"Não","Masculino",0,"37",0.328548644338118,0,0.840510366826156,0.15180265654649,0,0,0,1,"PI","Amarante","amarante","13645043.95",16.4288869330794,0.05403840233586,0.790210685055019
"1637","PIaroazes",220090,"2200905",0.583,"PI","aroazes","Piauí",7.14328579410723,5.07486126639553,0,6025,0,6025,0,"Sim","Masculino",1,"53",0.276190476190476,0,0.657142857142857,0.0869565217391304,0,0,0,1,"PI","Aroazes","aroazes","6584227.75",15.7001876121746,0.0534554040050289,0.771932206169855
"1638","PIaroeiras do itaim",220095,"2200954",0.519,"PI","aroeiras do itaim","Piauí",7.06669731903124,5.63135514072061,0,2731,0,2731,0,"Sim","Masculino",0,"47",0.48,0.0588235294117647,0.85,0.0941176470588235,0,0,0,1,"PI","Aroeiras do Itaim","aroeiras do itaim","4420869.24",15.3018468953522,0.0329374431335424,0.876402257135638
"1639","PIavelino lopes",220110,"2201101",0.554,"PI","avelino lopes","Piauí",6.63508003863688,6.3549959318432,0,11840,0,11840,0,"Sim","Masculino",0,"58",0.415902140672783,0.0106761565836299,0.859327217125382,0.0889679715302491,0,0,0,1,"PI","Avelino Lopes","avelino lopes","8940578",16.0061107983036,0.0383694131539649,0.844315117347022
"1640","PIbaixa grande do ribeiro",220115,"2201150",0.564,"PI","baixa grande do ribeiro","Piauí",6.83509856094186,6.00763312826957,0,10531,0,10531,0,"Não","Masculino",0,"63",0.0869565217391304,0,0.706521739130435,0.0395604395604396,0,0,0,1,"PI","Baixa Grande do Ribeiro","baixa grande do ribeiro","13031916.88",16.3829120510976,0.0698310929569499,0.679914889612729
"1641","PIbarras",220120,"2201200",0.595,"PI","barras","Piauí",7.26023443289189,4.69263146175809,0,44574,1,44574,0,"Sim","Masculino",1,"50",0.144358407079646,0.0737430167597765,0.495022123893805,0.18659217877095,0,0,0,1,"PI","Barras","barras","32458393.75",17.2954696348461,0.0798039360358441,0.688501332515736
"1643","PIbatalha",220150,"2201507",0.545,"PI","batalha","Piauí",7.28301544281061,4.96319421949612,0,26465,1,26465,0,"Não","Masculino",1,"56",0.259443339960239,0.0529032258064516,0.77037773359841,0.179354838709677,0,0,0,1,"PI","Batalha","batalha","22158055.23",16.9137116556131,0.0657637577562417,0.749726285305989
"1644","PIbeneditinos",220160,"2201606",0.557,"PI","beneditinos","Piauí",7.16939620498035,4.15339932500342,0,9833,0,9833,0,"Não","Masculino",1,"51",0.0177514792899408,0,0.77810650887574,0.224334600760456,0,0,0,1,"PI","Beneditinos","beneditinos","7114540.53",15.777651209768,0.0957988181129563,0.618207191003732
"1645","PIboa hora",220177,"2201770",0.575,"PI","boa hora","Piauí",7.25581723742263,4.69546782396887,0,6262,0,6262,0,"Sim","Masculino",1,"67",0.403921568627451,0.0689655172413793,0.796078431372549,0.0689655172413793,0,0,0,1,"PI","Boa Hora","boa hora","6723674.39",15.7211453472935,0.039169539430241,0.840129278593857
"1646","PIbom jesus",220190,"2201903",0.668,"PI","bom jesus","Piauí",6.73383037145543,6.16381993959009,0,20100,0,20100,0,"Sim","Masculino",1,"35",0.130859375,0.0230179028132992,0.763671875,0.179028132992327,0,0,0,1,"PI","Bom Jesus","bom jesus","16437504.4",16.6150761355828,0.0793019425839198,0.683144739489446
"1647","PIbrasileira",220196,"2201960",0.577,"PI","brasileira","Piauí",7.2856915896607,5.04555188599982,0,7920,0,7920,1,"Sim","Masculino",1,"48",0,0.13986013986014,0.690821256038647,0.167832167832168,0,0,0,1,"PI","Brasileira","brasileira","6520439.86",15.6904523948175,0.0956538971120889,0.615073388333858
"1648","PIburiti dos lopes",220200,"2202000",0.565,"PI","buriti dos lopes","Piauí",7.34648106678473,5.46696249252575,0,19700,0,19700,1,"Sim","Feminino",1,"46",0.167388167388167,0.120098039215686,0.588744588744589,0.232843137254902,0,0,0,1,"PI","Buriti dos Lopes","buriti dos lopes","16341377.76",16.609210962079,0.0829612572749899,0.693507335154394
"1649","PIburiti dos montes",220202,"2202026",0.574,"PI","buriti dos montes","Piauí",7.23154746244598,5.2487068659947,0,8046,0,8046,0,"Não","Masculino",1,"61",0.451327433628319,0.00574712643678161,0.769911504424779,0.21264367816092,0,0,0,1,"PI","Buriti dos Montes","buriti dos montes","7963511.28",15.8903805761356,0.0465303434368132,0.84566542566055
"1650","PIcajueiro da praia",220208,"2202083",0.546,"PI","cajueiro da praia","Piauí",7.37839620511107,5.67036356511076,0,7183,0,7183,1,"Sim","Masculino",1,"55",0.253968253968254,0.055045871559633,0.692063492063492,0.275229357798165,0,0,0,1,"PI","Cajueiro da Praia","cajueiro da praia","7213510.45",15.7914662770395,0.0759036854399242,0.733538130900286
"1651","PIcampo alegre do fidalgo",220211,"2202117",0.537,"PI","campo alegre do fidalgo","Piauí",6.96269790644626,5.94211672747764,0,4579,0,4579,0,"Sim","Masculino",0,"51",0.0850202429149798,0.083969465648855,0.530364372469636,0.175572519083969,0,0,0,1,"PI","Campo Alegre do Fidalgo","campo alegre do fidalgo","6404435.39",15.6725013379832,0.085572042211043,0.658987678560411
"1652","PIcampo maior",220220,"2202208",0.656,"PI","campo maior","Piauí",7.22311331428416,4.32928492341582,0,45827,0,45827,0,"Sim","Masculino",1,"49",0.260017809439003,0.186900958466454,0.557435440783615,0.194888178913738,0,0,0,1,"PI","Campo Maior","campo maior","30607467.5",17.2367545730984,0.0705549614417752,0.746213530888006
"1653","PIcanto do buriti",220230,"2202307",0.576,"PI","canto do buriti","Piauí",6.91819064070367,5.81797388294878,0,20556,0,20556,0,"Sim","Masculino",1,"59",0.166355140186916,0.0260416666666667,0.717757009345794,0.190104166666667,0,0,0,1,"PI","Canto do Buriti","canto do buriti","14062158.77",16.4589979723901,0.0765212241718481,0.700064217350941
"1654","PIcaracol",220250,"2202505",0.552,"PI","caracol","Piauí",6.77807930182575,6.15173219437052,0,10643,0,10643,0,"Sim","Masculino",1,"49",0.025,0,0.895833333333333,0.116279069767442,0,0,0,1,"PI","Caracol","caracol","10782471.52",16.1934323661837,0.0843104652661533,0.636983811664945
"1655","PIcocal",220270,"2202703",0.497,"PI","cocal","Piauí",7.33702805538742,5.42455346309318,0,26956,0,26956,0,"Não","Masculino",0,"40",0.124624624624625,0,0.914414414414414,0.0935960591133005,0,0,0,1,"PI","Cocal","cocal","18570092.75",16.7370629279314,0.0709803805302122,0.692040075233084
"1656","PIcocal de telha",220271,"2202711",0.555,"PI","cocal de telha","Piauí",7.24943535978272,4.69345575085545,0,4652,0,4652,0,"Sim","Masculino",0,"59",0.312727272727273,0,0.654545454545455,0.444444444444444,0,0,0,1,"PI","Cocal de Telha","cocal de telha","5549629.67",15.5292417573702,0.0847277991407639,0.741343679294347
"1657","PIcoivaras",220273,"2202737",0.565,"PI","coivaras","Piauí",7.20228882638302,4.18813844150846,0,3907,0,3907,0,"Sim","Masculino",0,"58",0.297979797979798,0.0972222222222222,0.727272727272727,0.125,0,0,0,1,"PI","Coivaras","coivaras","5720136.09",15.559503155031,0.0571996152924874,0.776802682616579
"1658","PIcorrente",220290,"2202901",0.642,"PI","corrente","Piauí",6.49948624354124,6.47635678884747,0,25223,1,25223,0,"Não","Masculino",0,"47",0.357073170731707,0.0575539568345324,0.678048780487805,0.060431654676259,0,0,0,1,"PI","Corrente","corrente","19262445.44",16.77366792616,0.0432572624375276,0.817045481622178
"1659","PIcurrais",220323,"2203230",0.542,"PI","currais","Piauí",6.73866184352875,6.15366842698284,0,4669,0,4669,0,"Não","Masculino",0,"49",0.159090909090909,0.0384615384615385,0.492424242424242,0.0538461538461538,0,0,0,1,"PI","Currais","currais","6307756.04",15.6572905516184,0.0641678629936237,0.715040757221693
"1660","PIcurralinhos",220325,"2203255",0.555,"PI","curralinhos","Piauí",7.14326208927975,4.00715135051972,0,4189,0,4189,0,"Sim","Masculino",0,"35",0.114982578397213,0.840579710144927,0.240418118466899,0.101449275362319,0,0,0,1,"PI","Curralinhos","curralinhos","6557172.62",15.696070064963,0.0936540924683891,0.675539244175596
"1661","PIdirceu arcoverde",220335,"2203354",0.561,"PI","dirceu arcoverde","Piauí",6.8376975550267,6.16175569451796,0,6915,0,6915,0,"Não","Masculino",0,"50",0.253289473684211,0.015625,0.842105263157895,0.1015625,0,0,0,1,"PI","Dirceu Arcoverde","dirceu arcoverde","7448843.85",15.8235693903934,0.0578351239638513,0.757779452711018
"1662","PIdom expedito lopes",220340,"2203404",0.601,"PI","dom expedito lopes","Piauí",7.08695530218886,5.49868347017226,0,6721,0,6721,0,"Sim","Masculino",0,"48",0.308370044052863,0,0.700440528634361,0.427672955974843,0,0,0,1,"PI","Dom Expedito Lopes","dom expedito lopes","6332123.83",15.6611462560142,0.0835548267833476,0.741401593456067
"1663","PIeliseu martins",220360,"2203602",0.595,"PI","eliseu martins","Piauí",6.87939695587708,5.85151258668054,0,4858,0,4858,0,"Sim","Feminino",0,"56",0.217741935483871,0.0454545454545455,0.532258064516129,0.272727272727273,0,0,0,1,"PI","Eliseu Martins","eliseu martins","5390576",15.5001628017396,0.0794505697728146,0.715128958600352
"1664","PIesperantina",220370,"2203701",0.605,"PI","esperantina","Piauí",7.28636978103941,4.98524910770584,0,37231,0,37231,0,"Não","Masculino",1,"43",0.267123287671233,0,0.858732876712329,0.0767696909272183,0,0,0,1,"PI","Esperantina","esperantina","23340965.1",16.9657205335822,0.0534575440008613,0.768622026085934
"1665","PIfloriano",220390,"2203909",0.7,"PI","floriano","Piauí",7.03510133177154,5.23739895157862,0,57700,1,57700,1,"Sim","Masculino",0,"39",0.171314741035857,0.0327245053272451,0.581673306772908,0.202435312024353,0,0,0,1,"PI","Floriano","floriano","54486521.8",17.8134639226262,0.0773537721265535,0.700853973144312
"1666","PIfrancisco ayres",220410,"2204105",0.577,"PI","francisco ayres","Piauí",7.06233729434228,5.14166355650266,0,5160,0,5160,0,"Sim","Masculino",0,"64",0.148148148148148,0.0740740740740741,0.833333333333333,0.125925925925926,0,0,0,1,"PI","Francisco Ayres","francisco ayres","5247672.81",15.473295262007,0.0733933088375491,0.698893305902056
"1667","PIfrancisco macedo",220415,"2204154",0.553,"PI","francisco macedo","Piauí",7.10604860528579,5.81182937873933,0,2319,0,2319,1,"Não","Masculino",0,"35",0.216049382716049,0.0101010101010101,0.611111111111111,0.383838383838384,0,0,0,1,"PI","Francisco Macedo","francisco macedo","4712611.41",15.3657527518383,0.0897467821957968,0.699259858097019
"1668","PIfrancisco santos",220420,"2204204",0.608,"PI","francisco santos","Piauí",7.11101443965764,5.63653807370337,0,8533,0,8533,0,"Não","Masculino",0,"43",0.214788732394366,0.00467289719626168,0.753521126760563,0.233644859813084,0,0,0,1,"PI","Francisco Santos","francisco santos","7251916.28",15.7967763063887,0.074905518736057,0.719519473956567
"1669","PIfronteiras",220430,"2204303",0.619,"PI","fronteiras","Piauí",7.13270519783172,5.79411056748007,0,11373,0,11373,0,"Sim","Masculino",0,"72",0.398648648648649,0.00307692307692308,0.731981981981982,0.156923076923077,0,0,0,1,"PI","Fronteiras","fronteiras","12383186.9",16.3318502153564,0.046818964752397,0.825986113686264
"1670","PIgeminiano",220435,"2204352",0.561,"PI","geminiano","Piauí",7.08676301780803,5.63421801127029,0,5406,0,5406,0,"Sim","Masculino",1,"41",0.161538461538462,0,0.830769230769231,0.203703703703704,0,0,0,1,"PI","Geminiano","geminiano","6128535.05",15.6284662989279,0.0777565076732158,0.695988528020371
"1671","PIguadalupe",220450,"2204501",0.65,"PI","guadalupe","Piauí",7.00946313178185,5.3326704829197,0,9860,0,9860,0,"Não","Masculino",0,"37",0.208171206225681,0,0.844357976653696,0.0691244239631336,0,0,0,1,"PI","Guadalupe","guadalupe","12508909.97",16.341951745953,0.0592629028692581,0.738967476907998
"1672","PIguaribas",220455,"2204550",0.508,"PI","guaribas","Piauí",6.74027110184246,6.19232158884295,0,4468,0,4468,0,"Sim","Masculino",0,"53",0.28921568627451,0.072289156626506,0.813725490196078,0.150602409638554,0,0,0,1,"PI","Guaribas","guaribas","7123730.44",15.7789420843827,0.0600882165967061,0.768990361026312
"1673","PIilha grande",220465,"2204659",0.563,"PI","ilha grande","Piauí",7.36826397366607,5.60171283441931,0,8663,0,8663,1,"Não","Feminino",1,"45",0.340153452685422,0,0.859335038363171,0.163690476190476,0,0,0,1,"PI","Ilha Grande","ilha grande","7508677.97",15.8315699722921,0.0539219839970875,0.794606917040517
"1674","PIinhuma",220470,"2204709",0.624,"PI","inhuma","Piauí",7.10580253623757,5.36237139533814,0,15403,1,15403,0,"Não","Masculino",1,"49",0.241106719367589,0.0450704225352113,0.701581027667984,0.0732394366197183,0,0,0,1,"PI","Inhuma","inhuma","14322831.18",16.4773654080557,0.057120662978538,0.754999729484951
"1675","PIitaueira",220510,"2205102",0.583,"PI","itaueira","Piauí",6.96052797851006,5.63707270918382,0,10861,0,10861,0,"Não","Feminino",1,"37",0.12962962962963,0.0231023102310231,0.701388888888889,0.102310231023102,0,0,0,1,"PI","Itaueira","itaueira","9560808.78",16.0731828818676,0.071857097424986,0.693152692486811
"1676","PIjardim do mulato",220525,"2205250",0.593,"PI","jardim do mulato","Piauí",7.1080559059774,4.73540866291182,0,4291,0,4291,0,"Não","Masculino",1,"48",0.112676056338028,0,0.348591549295775,0.595959595959596,0,0,0,1,"PI","Jardim do Mulato","jardim do mulato","5025487.8",15.4300330818248,0.121970393724591,0.61607802378584
"1677","PIjerumenha",220530,"2205300",0.591,"PI","jerumenha","Piauí",6.9844107178711,5.46239008828519,0,4496,0,4496,0,"Não","Masculino",1,"33",0.129411764705882,0.0229885057471264,0.682352941176471,0.396551724137931,0,0,0,1,"PI","Jerumenha","jerumenha","5396845.06",15.5013250926469,0.100965206426646,0.652194932072818
