"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_pcr_2008","iqb_factor_2008"
"634","MAchapadinha",210320,"2103208",0.604,"MA","chapadinha","Maranhão",7.26461120654235,5.13967327310844,0,69734,0,69734,1,"Não","Feminino",0,"32",0.227291930713984,0,0.833967046894803,0.194528875379939,0,0,0,1,"MA","Chapadinha","chapadinha","61438249.54",17.9335431558379,0.0695314647391762,0.731521719788379
"635","MAcoelho neto",210340,"2103406",0.564,"MA","coelho neto","Maranhão",7.23665606724987,5.47872041751936,0,45343,0,45343,1,"Não","Masculino",0,"38",0.222313371616079,0.231237322515213,0.404429860541427,0.279918864097363,0,0,0,1,"MA","Coelho Neto","coelho neto","43631841.76",17.5912977573649,0.0842552280296775,0.714216823647396
"636","MAcolinas",210350,"2103505",0.596,"MA","colinas","Maranhão",7.05313618796381,5.96301363093397,0,36725,1,36725,1,"Não","Feminino",1,"42",0.205882352941176,0,0.747899159663866,0.215355805243446,0,0,0,1,"MA","Colinas","colinas","38761545.98",17.4729392301563,0.0739730665040895,0.717475546853109
"637","MAcururupu",210370,"2103703",0.612,"MA","cururupu","Maranhão",7.36977083838069,4.60686874262367,0,35009,0,35009,1,"Sim","Masculino",1,"Ignorado",0.0810055865921788,0.0167064439140811,0.780260707635009,0.118138424821002,0,0,0,1,"MA","Cururupu","cururupu","30542184.68",17.2346193902323,0.0786749641334,0.665699890227102
"638","MAduque bacelar",210390,"2103901",0.533,"MA","duque bacelar","Maranhão",7.24618274575163,5.46158351680683,0,10704,0,10704,0,"Não","Masculino",0,"39",0.159036144578313,0.0144927536231884,0.831325301204819,0.0550724637681159,0,0,0,1,"MA","Duque Bacelar","duque bacelar","14111406.64",16.4624940098595,0.0637013868433417,0.715138168226709
"640","MAformosa da serra negra",210409,"2104099",0.556,"MA","formosa da serra negra","Maranhão",6.96248964608219,6.17796486072335,0,17432,0,17432,0,"Não","Masculino",1,"48",0.329268292682927,0,0.707317073170732,0.165024630541872,0,0,0,1,"MA","Formosa da Serra Negra","formosa da serra negra","15538497.82",16.5588312328517,0.0552653415117632,0.78875021222424
"641","MAfortaleza dos nogueiras",210410,"2104107",0.616,"MA","fortaleza dos nogueiras","Maranhão",6.90646444621588,6.2822106705574,0,11919,0,11919,0,"Não","Masculino",1,"41",0.286384976525822,0,0.859154929577465,0.163934426229508,0,0,0,1,"MA","Fortaleza dos Nogueiras","fortaleza dos nogueiras","12709374.24",16.3578504082793,0.0599303030196937,0.766558029427207
"642","MAgodofredo viana",210430,"2104305",0.604,"MA","godofredo viana","Maranhão",7.38766592131116,5.3303488373787,0,10823,0,10823,1,"Sim","Feminino",1,"51",0.198830409356725,0.024822695035461,0.824561403508772,0.0886524822695035,0,0,0,1,"MA","Godofredo Viana","godofredo viana","9924430.17",16.1105099692873,0.0628478531946432,0.731083084730704
"643","MAgovernador archer",210450,"2104503",0.565,"MA","governador archer","Maranhão",7.13981099868292,5.62445062537407,0,10224,0,10224,0,"Sim","Masculino",0,"59",0.344213649851632,0.0542986425339367,0.655786350148368,0.361990950226244,0,0,0,1,"MA","Governador Archer","governador archer","11184385.57",16.2300292180045,0.0744178947691888,0.768524016511081
"644","MAgovernador luiz rocha",210462,"2104628",0.544,"MA","governador luiz rocha","Maranhão",7.10767933213992,5.79237315943805,0,7091,0,7091,0,"Não","Masculino",0,"52",0.352617079889807,0.0653846153846154,0.716253443526171,0.0230769230769231,0,0,0,1,"MA","Governador Luiz Rocha","governador luiz rocha","11145961.27",16.2265877723164,0.0402545702943306,0.819812422956701
"645","MAgovernador nunes freire",210467,"2104677",0.569,"MA","governador nunes freire","Maranhão",7.33609020118105,5.20075966295323,0,24671,0,24671,1,"Não","Masculino",1,"41",0.199600798403194,0.150326797385621,0.305389221556886,0.150326797385621,0,0,0,1,"MA","Governador Nunes Freire","governador nunes freire","29775969.52",17.2092122342204,0.0719680110879485,0.721372223563606
"646","MAhumberto de campos",210500,"2105005",0.535,"MA","humberto de campos","Maranhão",7.34297981645407,4.54159120434522,0,25037,1,25037,0,"Sim","Masculino",1,"51",0.0691588785046729,0.114164904862579,0.442056074766355,0.101479915433404,0,0,0,1,"MA","Humberto de Campos","humberto de campos","26949937.71",17.1094915439994,0.0807611151527397,0.660635598522262
"647","MAicatu",210510,"2105104",0.546,"MA","icatu","Maranhão",7.31760409790773,3.63653297374173,0,25198,0,25198,1,"Sim","Masculino",1,"57",0.019730010384216,0.0687361419068736,0.468328141225338,0.0465631929046563,0,0,0,1,"MA","Icatu","icatu","24135641.76",16.999200217152,0.07970821220004,0.643066359722812
"648","MAimperatriz",210530,"2105302",0.731,"MA","imperatriz","Maranhão",7.03989695639965,6.18328253637928,0,236311,1,236311,1,"Não","Masculino",1,"59",0.333411433926898,0,0.859887535145267,0.143869209809264,0,0,0,1,"MA","Imperatriz","imperatriz","255912011.6",19.3603442386763,0.0527129487101977,0.793845642816612
"649","MAitapecuru mirim",210540,"2105401",0.599,"MA","itapecuru mirim","Maranhão",7.26662481304539,4.5660134707869,0,56241,1,56241,0,"Sim","Masculino",1,"39",0.172953081876725,0.0754716981132075,0.463201471941122,0.0556107249255213,0,0,0,1,"MA","Itapecuru Mirim","itapecuru mirim","44763322.29",17.6168996631843,0.0637163741194544,0.721561094884821
"650","MAjenipapo dos vieiras",210547,"2105476",0.49,"MA","jenipapo dos vieiras","Maranhão",7.07682272009768,5.85447002189907,0,15270,0,15270,0,"Sim","Masculino",0,"30",0.172268907563025,0,0.863445378151261,0.0364963503649635,0,0,0,1,"MA","Jenipapo dos Vieiras","jenipapo dos vieiras","15528984.01",16.5582187718644,0.0600332908356409,0.724790603094141
"651","MAlago da pedra",210570,"2105708",0.589,"MA","lago da pedra","Maranhão",7.15729146045228,5.50035984795419,0,43947,0,43947,0,"Não","Feminino",1,"46",0.105263157894737,0,0.795726941115164,0.182711198428291,0,0,0,1,"MA","Lago da Pedra","lago da pedra","40393571.42",17.5141812070026,0.0819445367471081,0.669581482531141
"652","MAlago do junco",210580,"2105807",0.581,"MA","lago do junco","Maranhão",7.15571631313888,5.50350059248525,0,9890,0,9890,1,"Não","Masculino",1,"61",0.0167865707434053,0.0288461538461538,0.748201438848921,0.0673076923076923,0,0,0,1,"MA","Lago do Junco","lago do junco","10435627.01",16.1607361838948,0.0810982394356917,0.639145965609816
"653","MAlago dos rodrigues",210594,"2105948",0.602,"MA","lago dos rodrigues","Maranhão",7.15718237180986,5.49339060726715,0,7993,0,7993,0,"Não","Masculino",0,"50",0.00854700854700855,0,0.925925925925926,0.0307692307692308,0,0,0,1,"MA","Lago dos Rodrigues","lago dos rodrigues","9391632.35",16.0553296752668,0.0776887017290168,0.640281498361082
"654","MAlago verde",210590,"2105906",0.557,"MA","lago verde","Maranhão",7.21367257452307,5.1287738221133,0,15014,0,15014,0,"Não","Masculino",0,"56",0.188380281690141,0,0.941901408450704,0.0616822429906542,0,0,0,1,"MA","Lago Verde","lago verde","14817233.42",16.5113014815931,0.0607298664113539,0.729688898428265
"655","MAlagoa do mato",210592,"2105922",0.566,"MA","lagoa do mato","Maranhão",7.07666226135423,5.99258891476969,0,10536,0,10536,0,"Não","Masculino",0,"61",0.348659003831418,0.0424528301886792,0.812260536398467,0.0377358490566038,0,0,0,1,"MA","Lagoa do Mato","lagoa do mato","11681892.64",16.273550563333,0.0415760621355408,0.815998602762926
"656","MAlajeado novo",210598,"2105989",0.589,"MA","lajeado novo","Maranhão",6.97627337111254,6.22890540312302,0,6829,0,6829,0,"Não","Masculino",0,"50",0.188073394495413,0.0191570881226054,0.598623853211009,0.187739463601533,0,0,0,1,"MA","Lajeado Novo","lajeado novo","9370528.67",16.0530800741811,0.0736997596345812,0.711793424936603
"657","MAlima campos",210600,"2106003",0.581,"MA","lima campos","Maranhão",7.17623924138037,5.40281250787748,0,11706,0,11706,1,"Sim","Masculino",0,"44",0.00958466453674121,0,0.5814696485623,0.263736263736264,1,0,0,0,"MA","Lima Campos","lima campos","16889539.81",16.6422050421132,0.100602726178697,0.608482418917033
"658","MAloreto",210610,"2106102",0.582,"MA","loreto","Maranhão",6.92116496589205,6.24381732500618,0,10646,0,10646,0,"Não","Masculino",1,"29",0.158371040723982,0.0251046025104603,0.540723981900452,0.0627615062761506,0,0,0,1,"MA","Loreto","loreto","14427067.37",16.4846166786335,0.0647983905723815,0.713593132286275
"659","MAmatinha",210650,"2106508",0.619,"MA","matinha","Maranhão",7.2758853615767,4.63531134290008,0,21037,0,21037,0,"Não","Masculino",1,"55",0.312151616499443,0.0252365930599369,0.706800445930881,0.123028391167192,0,0,0,1,"MA","Matinha","matinha","18846119.48",16.7518175875356,0.0536441011209784,0.785349838268055
"660","MAmirador",210670,"2106706",0.545,"MA","mirador","Maranhão",7.01761366404238,6.05713523959763,0,19999,0,19999,0,"Sim","Masculino",1,"41",0.105932203389831,0.0447761194029851,0.709745762711864,0.0865671641791045,0,0,0,1,"MA","Mirador","mirador","17796128.34",16.694491482615,0.0734752105218024,0.682723190247016
"661","MAmiranda do norte",210675,"2106755",0.61,"MA","miranda do norte","Maranhão",7.24869608807382,4.78473795458542,0,18288,0,18288,0,"Não","Masculino",1,"30",0.351590106007067,0,0.904593639575972,0.10546875,0,0,0,1,"MA","Miranda do Norte","miranda do norte","18583117.58",16.7377640695242,0.0468937353289114,0.808647915495203
"662","MAmirinzal",210680,"2106805",0.622,"MA","mirinzal","Maranhão",7.35468857278406,4.30891816285324,0,14201,0,14201,1,"Sim","Masculino",0,"39",0.277533039647577,0.134883720930233,0.473568281938326,0.27906976744186,0,0,0,1,"MA","Mirinzal","mirinzal","13023689.72",16.3822805432306,0.0756385406591436,0.744296452921573
"663","MAmontes altos",210700,"2107001",0.575,"MA","montes altos","Maranhão",7.01236751474838,6.16998723064479,0,9055,0,9055,0,"Não","Masculino",1,"32",0.181058495821727,0,0.841225626740947,0.188741721854305,0,0,0,1,"MA","Montes Altos","montes altos","8990394.56",16.01166729425,0.0741049723369053,0.70823603779847
"664","MAmorros",210710,"2107100",0.548,"MA","morros","Maranhão",7.3119061905789,3.85693303911019,0,17620,0,17620,1,"Não","Feminino",1,"42",0.211123723041998,0.155555555555556,0.306469920544835,0.359259259259259,0,0,0,1,"MA","Morros","morros","17696077.98",16.6888535899401,0.0914687136303892,0.698308081024565
"665","MAnina rodrigues",210720,"2107209",0.585,"MA","nina rodrigues","Maranhão",7.27123104481804,4.72800709594715,0,10326,0,10326,0,"Sim","Feminino",1,"52",0.201729106628242,0,0.769452449567723,0.250936329588015,1,0,0,0,"MA","Nina Rodrigues","nina rodrigues","10544325.91",16.1710984447687,0.0779525500283837,0.710372404983692
"666","MAnova colinas",210725,"2107258",0.566,"MA","nova colinas","Maranhão",6.88802184929175,6.31711053365648,0,4987,0,4987,0,"Sim","Masculino",1,"51",0.22972972972973,0.0470588235294118,0.765765765765766,0.129411764705882,0,0,0,1,"MA","Nova Colinas","nova colinas","7652560.82",15.8505508974996,0.0639889420655834,0.741249738189218
"667","MAnova iorque",210730,"2107308",0.584,"MA","nova iorque","Maranhão",6.99513408846018,6.14919452787387,0,5041,1,5041,1,"Não","Masculino",1,"29",0.357142857142857,0.0261437908496732,0.910714285714286,0.065359477124183,0,0,0,1,"MA","Nova Iorque","nova iorque","7087216.74",15.7738032600819,0.0429584907570128,0.816785854998848
"668","MAparaibano",210770,"2107704",0.58,"MA","paraibano","Maranhão",7.02535163054746,6.07633404858574,0,20048,0,20048,0,"Não","Masculino",0,"62",0.486646884272997,0,0.70326409495549,0.19620253164557,0,0,0,1,"MA","Paraibano","paraibano","20481602.13",16.8350375840798,0.0408318022902346,0.866421264292955
"669","MAparnarama",210780,"2107803",0.542,"MA","parnarama","Maranhão",7.12339877506452,5.92769906043559,0,35972,0,35972,0,"Sim","Masculino",0,"59",0.195804195804196,0.0714285714285714,0.685314685314685,0.102040816326531,0,0,0,1,"MA","Parnarama","parnarama","31542019.43",17.2668311650335,0.0656627366354292,0.727071910252544
"670","MApassagem franca",210790,"2107902",0.532,"MA","passagem franca","Maranhão",7.05550264413576,6.01596201870837,0,17625,0,17625,0,"Não","Masculino",1,"39",0.0995024875621891,0.0384615384615385,0.517412935323383,0.216346153846154,0,0,0,1,"MA","Passagem Franca","passagem franca","16111736.05",16.5950585116067,0.0868634292754583,0.6614356397279
"671","MApastos bons",210800,"2108009",0.61,"MA","pastos bons","Maranhão",7.00625128773095,6.1169511671494,0,18055,0,18055,1,"Sim","Masculino",0,"40",0.23956043956044,0.0121951219512195,0.901098901098901,0.0658536585365854,0,0,0,1,"MA","Pastos Bons","pastos bons","17809818.07",16.6952604401659,0.0557482072114602,0.755625573524173
"672","MApaulino neves",210805,"2108058",0.561,"MA","paulino neves","Maranhão",7.35751155705669,5.28690246373274,0,13195,0,13195,0,"Não","Masculino",1,"52",0,0,0.78125,0.08,0,1,0,0,"MA","Paulino Neves","paulino neves","21241858.39",16.8714842453317,0.0835065612838727,0.62899418892186
"673","MApaulo ramos",210810,"2108108",0.549,"MA","paulo ramos","Maranhão",7.16567892926964,5.46776473885839,0,16534,0,16534,1,"Não","Masculino",1,"48",0.127659574468085,0,0.829787234042553,0.0239316239316239,0,0,0,1,"MA","Paulo Ramos","paulo ramos","19155108.04",16.7680799764038,0.0637560587504556,0.703291968643954
"674","MApedreiras",210820,"2108207",0.682,"MA","pedreiras","Maranhão",7.16871085941231,5.43638221750393,0,39049,1,39049,1,"Sim","Masculino",1,"45",0.0249322493224932,0.056390977443609,0.432520325203252,0.0150375939849624,0,1,0,0,"MA","Pedreiras","pedreiras","37583048.02",17.4420636561645,0.075706986616966,0.650305713925125
"675","MAperi mirim",210840,"2108405",0.599,"MA","peri mirim","Maranhão",7.31731200499356,4.11806108883942,0,12556,0,12556,0,"Não","Masculino",0,"63",0.00328407224958949,0.858974358974359,0.12807881773399,0.179487179487179,0,0,0,1,"MA","Peri Mirim","peri mirim","11015001.82",16.2147687034478,0.11425565510315,0.606280632271788
"676","MApinheiro",210860,"2108603",0.637,"MA","pinheiro","Maranhão",7.31783638363349,4.46187701616162,0,76391,0,76391,0,"Não","Masculino",1,"Ignorado",0.0153256704980843,0.0871848739495798,0.521072796934866,0.0241596638655462,0,0,0,1,"MA","Pinheiro","pinheiro","63418416.42",17.9652648570371,0.0784407820504754,0.64365358194783
"677","MApio xii",210870,"2108702",0.541,"MA","pio xii","Maranhão",7.21205845245015,5.19089917978074,0,22410,0,22410,1,"Sim","Masculino",0,"70",0.00406091370558376,0,0.839593908629442,0.0785973397823458,0,0,0,1,"MA","Pio XII","pio xii","22747928.03",16.9399846236092,0.0829159414800359,0.631304762121784
"678","MAporto franco",210900,"2109007",0.684,"MA","porto franco","Maranhão",6.95797299514275,6.30084083901983,0,19271,1,19271,0,"Sim","Masculino",1,"44",0.180508474576271,0.0639344262295082,0.516949152542373,0.147540983606557,1,0,0,0,"MA","Porto Franco","porto franco","36859573.45",17.422625937974,0.0716772600312211,0.712878788477614
"679","MApresidente dutra",210910,"2109106",0.653,"MA","presidente dutra","Maranhão",7.11100627895712,5.72880023763149,0,41173,0,41173,0,"Sim","Feminino",1,"47",0.261471861471861,0.0544629349470499,0.572294372294372,0.0847201210287443,0,0,0,1,"MA","Presidente Dutra","presidente dutra","37041118.03",17.427539151682,0.0562216973792946,0.763900819569752
"680","MApresidente juscelino",210920,"2109205",0.563,"MA","presidente juscelino","Maranhão",7.30679310965671,3.94255221046297,0,12094,0,12094,0,"Não","Masculino",0,"47",0.00341685649202733,0.0238970588235294,0.619589977220957,0.0606617647058824,0,0,0,1,"MA","Presidente Juscelino","presidente juscelino","11324804.72",16.2425059859176,0.0818066541122031,0.633163656036916
"681","MApresidente sarney",210927,"2109270",0.557,"MA","presidente sarney","Maranhão",7.30869683791817,4.77119296981254,0,16095,0,16095,0,"Não","Masculino",1,"69",0.0108564535585042,0,0.699638118214717,0.0275862068965517,0,0,0,1,"MA","Presidente Sarney","presidente sarney","19681933.14",16.7952116734228,0.0771170185279522,0.64192664703989
"682","MApresidente vargas",210930,"2109304",0.587,"MA","presidente vargas","Maranhão",7.27285662090074,4.62810515727059,0,10096,0,10096,0,"Sim","Masculino",0,"41",0.114864864864865,0,0.903153153153153,0.0947630922693267,0,0,0,1,"MA","Presidente Vargas","presidente vargas","9624375.64",16.0798095674626,0.072181965314791,0.686792937643323
"683","MAraposa",210945,"2109452",0.626,"MA","raposa","Maranhão",7.34163938142149,3.22684399451738,0,25042,0,25042,0,"Sim","Masculino",0,"70",0.0384122919334187,0.717948717948718,0.199743918053777,0.224358974358974,0,0,0,1,"MA","Raposa","raposa","23144492.79",16.957267417755,0.111288020146292,0.620097178433427
"684","MAribamar fiquene",210955,"2109551",0.615,"MA","ribamar fiquene","Maranhão",7.0002341817744,6.23350835792267,0,7391,0,7391,0,"Sim","Masculino",0,"32",0.105421686746988,0.0192307692307692,0.469879518072289,0.166666666666667,0,0,0,1,"MA","Ribamar Fiquene","ribamar fiquene","9049249.61",16.0181923962163,0.0808172591160245,0.671653700242843
"685","MAsanta helena",210980,"2109809",0.571,"MA","santa helena","Maranhão",7.33555575200943,4.75056838867745,0,35070,0,35070,0,"Sim","Feminino",1,"51",0.0808531746031746,0.127218934911243,0.33531746031746,0.103550295857988,0,0,0,1,"MA","Santa Helena","santa helena","31034543.89",17.2506114610891,0.0799876497594443,0.666279975547534
"686","MAsanta rita",211020,"2110203",0.609,"MA","santa rita","Maranhão",7.2857601147272,4.22420254948031,0,31940,0,31940,1,"Sim","Masculino",1,"43",0.192127460168697,0.0277777777777778,0.607310215557638,0.0632716049382716,0,0,0,1,"MA","Santa Rita","santa rita","27992762.84",17.1474565647304,0.0611580932701955,0.731077418806969
"687","MAsatubinha",211172,"2111722",0.493,"MA","satubinha","Maranhão",7.19915543080233,5.28472541302857,0,8651,0,8651,0,"Sim","Masculino",0,"60",0.05859375,0,0.962890625,0.0385395537525355,0,0,0,1,"MA","Satubinha","satubinha","8559898.68",15.9625989115993,0.0728868316815707,0.665278732718761
"688","MAsenador alexandre costa",211174,"2111748",0.538,"MA","senador alexandre costa","Maranhão",7.12631232835819,5.71817835493993,0,9343,0,9343,0,"Sim","Masculino",0,"47",0.0688336520076482,0.139303482587065,0.384321223709369,0.174129353233831,0,0,0,1,"MA","Senador Alexandre Costa","senador alexandre costa","8558099.95",15.9623887550213,0.0886017087718492,0.650070553315437
"689","MAsenador la rocque",211176,"2111763",0.602,"MA","senador la rocque","Maranhão",7.04885545595659,6.13861219139427,0,19328,0,19328,0,"Sim","Masculino",0,"32",0.211926605504587,0.0189798339264531,0.773394495412844,0.170818505338078,0,0,0,1,"MA","Senador La Rocque","senador la rocque","22018424.59",16.9073901421944,0.0693679179533218,0.726572781597763
"690","MAsucupira do norte",211190,"2111904",0.579,"MA","sucupira do norte","Maranhão",7.01369062939081,6.08463607799578,0,10529,0,10529,0,"Não","Masculino",0,"35",0.0516129032258065,0.0263157894736842,0.858064516129032,0.0451127819548872,0,0,0,1,"MA","Sucupira do Norte","sucupira do norte","9843536.94",16.1023256495655,0.0749654940483975,0.660403844588242
"691","MAtasso fragoso",211200,"2112001",0.599,"MA","tasso fragoso","Maranhão",6.7408857227471,6.52206338597291,0,6850,0,6850,1,"Não","Masculino",1,"49",0.174358974358974,0.0512820512820513,0.7,0.234432234432234,0,0,0,1,"MA","Tasso Fragoso","tasso fragoso","11786699.3",16.2824822757269,0.0806376957756653,0.697769090888689
"692","MAtimbiras",211210,"2112100",0.537,"MA","timbiras","Maranhão",7.21055992670403,5.27796158629096,0,26884,0,26884,0,"Não","Masculino",0,"40",0.248351648351648,0.102608695652174,0.631868131868132,0.104347826086957,0,0,0,1,"MA","Timbiras","timbiras","24943234",17.0321131610205,0.0608149300000501,0.753745204753578
"694","MAtrizidela do vale",211223,"2112233",0.606,"MA","trizidela do vale","Maranhão",7.17094228183065,5.42128692889172,0,18867,0,18867,1,"Sim","Masculino",0,"48",0.0082135523613963,0.00790513833992095,0.519507186858316,0.231225296442688,0,0,0,1,"MA","Trizidela do Vale","trizidela do vale","8796433.36",15.9898568972922,0.0977373551794152,0.612183412618415
"695","MAtuntum",211230,"2112308",0.572,"MA","tuntum","Maranhão",7.10953626693231,5.72280048049196,0,39041,0,39041,0,"Não","Masculino",1,"48",0.0740466493891151,0.775,0.118474639022584,0.01875,0,0,0,1,"MA","Tuntum","tuntum","49867747.33",17.7248850056579,0.0884103564043802,0.666500772087781
"696","MAurbano santos",211260,"2112605",0.588,"MA","urbano santos","Maranhão",7.30188302809151,4.82919335032931,0,22459,0,22459,0,"Não","Masculino",1,"52",0.10498687664042,0.0289017341040462,0.681102362204724,0.0366088631984586,0,0,0,1,"MA","Urbano Santos","urbano santos","19812178.76",16.801807395464,0.0682486215205734,0.68936185233832
"697","MAvargem grande",211270,"2112704",0.542,"MA","vargem grande","Maranhão",7.26528285932312,4.79214755431824,0,44648,0,44648,1,"Não","Masculino",1,"62",0.0425655976676385,0,0.7533527696793,0.136996904024768,0,0,0,1,"MA","Vargem Grande","vargem grande","32708201.21",17.3031364059511,0.084403510539407,0.643260043424432
"698","MAviana",211280,"2112803",0.618,"MA","viana","Maranhão",7.26741376772142,4.69409639518249,0,48907,0,48907,1,"Sim","Masculino",0,"37",0.29265873015873,0.0420650095602294,0.518849206349206,0.0956022944550669,0,0,0,1,"MA","Viana","viana","38830598.57",17.474719116732,0.0535193247613569,0.778792704064748
"699","MAvitorino freire",211300,"2113009",0.57,"MA","vitorino freire","Maranhão",7.17901829340562,5.40001618637287,0,31107,0,31107,0,"Sim","Masculino",0,"71",0.0394173093401885,0,0.864610111396744,0.0822596630327057,0,0,0,1,"MA","Vitorino Freire","vitorino freire","26208778.87",17.0816049839815,0.0793429562724759,0.649218135510317
"700","MGabadia dos dourados",310010,"3100104",0.689,"MG","abadia dos dourados","Minas Gerais",5.72378116116289,5.9690655521645,0,6777,0,6777,1,"Não","Feminino",1,"56",0.124579124579125,0.0950413223140496,0.814814814814815,0.0206611570247934,0,0,0,1,"MG","Abadia dos Dourados","abadia dos dourados","10045467.7",16.1226321156251,0.0661301302188343,0.700966549344862
"701","MGabre campo",310030,"3100302",0.654,"MG","abre campo","Minas Gerais",6.63945744566082,5.09675182638732,0,13204,0,13204,0,"Sim","Masculino",0,"34",0.268562401263823,0.00690846286701209,0.914691943127962,0.0846286701208981,0,0,0,1,"MG","Abre Campo","abre campo","12478698.15",16.3395336005605,0.0542454093884837,0.768195523819687
"702","MGacaiaca",310040,"3100401",0.63,"MG","acaiaca","Minas Gerais",6.57631635396877,4.64631212931927,0,4206,0,4206,0,"Não","Masculino",1,"51",0.293838862559242,0.0645161290322581,0.734597156398104,0.0903225806451613,0,0,0,1,"MG","Acaiaca","acaiaca","7182128.93",15.787106405431,0.053422262525909,0.779863078102352
"703","MGaguanil",310080,"3100807",0.663,"MG","aguanil","Minas Gerais",6.45111792179172,5.27412712774682,0,4248,0,4248,1,"Sim","Masculino",0,"65",0.179824561403509,0,0.741228070175439,0.349112426035503,1,0,0,0,"MG","Aguanil","aguanil","7250517",15.7965833346332,0.0900954437320006,0.68533097771742
"704","MGaiuruoca",310120,"3101201",0.668,"MG","aiuruoca","Minas Gerais",6.64986499133809,5.51865699052951,0,6239,0,6239,1,"Não","Masculino",0,"54",0.259259259259259,0.140287769784173,0.735449735449735,0.143884892086331,1,0,0,0,"MG","Aiuruoca","aiuruoca","8408346.48",15.9447353990629,0.064442770705396,0.753474403954155
"705","MGalagoa",310130,"3101300",0.649,"MG","alagoa","Minas Gerais",6.6722607676089,5.60311463485544,0,2917,0,2917,1,"Não","Masculino",0,"44",0.415492957746479,0,0.71830985915493,0.0980392156862745,0,0,0,1,"MG","Alagoa","alagoa","6506335.52",15.6882869555434,0.0390471859888279,0.842974602816511
"706","MGalbertina",310140,"3101409",0.673,"MG","albertina","Minas Gerais",6.58921529414386,5.94738203453779,0,2966,0,2966,0,"Sim","Feminino",1,"58",0.321782178217822,0,0.99009900990099,0.01,0,0,0,1,"MG","Albertina","albertina","7528914.29",15.8342614047855,0.0407738505482134,0.806369735050224
"708","MGalfredo vasconcelos",310163,"3101631",0.675,"MG","alfredo vasconcelos","Minas Gerais",6.60660964483588,5.00287190347842,0,6194,0,6194,0,"Sim","Masculino",0,"53",0.285714285714286,0.0416666666666667,0.8,0.107142857142857,0,0,0,1,"MG","Alfredo Vasconcelos","alfredo vasconcelos","7795570.53",15.8690662495852,0.0554231638889469,0.773577334424891
"709","MGalmenara",310170,"3101706",0.642,"MG","almenara","Minas Gerais",6.65256621111362,6.27508212066379,0,38269,0,38269,1,"Sim","Masculino",1,"56",0.375952582557155,0.11156462585034,0.622353937341236,0.0707482993197279,0,0,0,1,"MG","Almenara","almenara","32337953.15",17.2917521185209,0.0435139406918281,0.824782711518924
"710","MGalpercata",310180,"3101805",0.646,"MG","alpercata","Minas Gerais",6.5865302112553,5.43118603962246,0,7231,0,7231,0,"Não","Masculino",0,"73",0,0.0986842105263158,0.783505154639175,0.0427631578947368,0,0,0,1,"MG","Alpercata","alpercata","10372580.2",16.1546763631429,0.0822703584181095,0.632943866302535
"711","MGalterosa",310200,"3102001",0.668,"MG","alterosa","Minas Gerais",6.45617293125679,5.62715337842027,0,13744,0,13744,1,"Não","Masculino",1,"42",0.218029350104822,0.169381107491857,0.643605870020964,0.120521172638436,0,1,0,0,"MG","Alterosa","alterosa","14018546.33",16.4558917487457,0.0674426591303075,0.734876133764085
"712","MGalto rio doce",310210,"3102100",0.62,"MG","alto rio doce","Minas Gerais",6.62439717801041,4.98319557833747,0,12889,0,12889,0,"Não","Feminino",1,"51",0.168181818181818,0,0.925,0.0810810810810811,1,0,0,0,"MG","Alto Rio Doce","alto rio doce","11805237.62",16.2840538570582,0.0648955049998517,0.716471996207748
"713","MGalvarenga",310220,"3102209",0.592,"MG","alvarenga","Minas Gerais",6.64841443935604,5.46999918823765,0,4611,1,4611,0,"Não","Feminino",1,"47",0.0045662100456621,0.521739130434783,0.105022831050228,0.652173913043478,0,0,0,1,"MG","Alvarenga","alvarenga","6308496.38",15.6574079145208,0.152484935105139,0.545498968584935
"714","MGalvorada de minas",310240,"3102407",0.572,"MG","alvorada de minas","Minas Gerais",6.37265403900403,4.90719885214679,0,3585,0,3585,1,"Não","Masculino",0,"43",0.145945945945946,0.0897435897435897,0.421621621621622,0,0,0,0,1,"MG","Alvorada de Minas","alvorada de minas","6301009.72",15.6562204515353,0.0615784297258467,0.715032895831062
"715","MGamparo do serra",310250,"3102506",0.641,"MG","amparo do serra","Minas Gerais",6.62628056760634,4.96095473364168,0,5377,0,5377,1,"Não","Masculino",0,"46",0.147982062780269,0.122302158273381,0.623318385650224,0.115107913669065,1,0,0,0,"MG","Amparo do Serra","amparo do serra","7063083.15",15.7703922209396,0.073537188083708,0.699712547238922
"716","MGandradas",310260,"3102605",0.734,"MG","andradas","Minas Gerais",6.57043468260553,5.91120306550517,0,36320,1,36320,1,"Não","Masculino",1,"54",0.208768267223382,0.0460251046025105,0.748434237995825,0.0502092050209205,0,0,0,1,"MG","Andradas","andradas","39273572.75",17.4860624015348,0.0584668372721683,0.741335590690533
